,Layer,U,V,Type,Shape,cells,cmssw_type,cmssw_shape,cmssw_cells,nHitsTotal,corrFactorTotal,nHistsToA,corrFactorToA,nHitsBXM1,corrFactorBXM1,EvSize
2574,26,9,7,1,F,192,1,F,192,1.3418,1.0,0.3438,1.0,0.2034,1.0,11.3644
2575,26,9,8,1,L,226,1,F,192,1.0924,1.111864,0.276,1.052899,0.188,1.045745,12.1768
2576,26,9,9,1,b,164,1,F,164,0.7734,1.0,0.1996,1.0,0.1226,1.0,9.3928
2577,26,9,10,1,a,100,1,a,100,0.3692,1.0,0.1106,1.0,0.0512,1.0,6.6702
2578,26,10,1,1,a,100,1,a,92,0.3418,1.006437,0.0924,1.006494,0.0544,1.0,6.6304
2579,26,10,2,1,b,164,1,F,164,0.6776,1.0,0.1744,1.0,0.1004,1.0,9.2334
2580,26,10,3,1,L,226,1,F,192,0.9364,1.107433,0.2414,1.051367,0.1678,1.0441,11.8646
2581,26,10,4,1,L,226,1,F,192,0.993,1.107553,0.2648,1.050604,0.151,1.034437,11.9762
2582,26,10,5,1,L,226,1,F,192,1.0214,1.108479,0.2654,1.051997,0.159,1.038994,12.0346
2583,26,10,6,1,L,226,1,F,192,1.016,1.111614,0.273,1.055678,0.165,1.029091,12.0184
2584,26,10,7,1,F,192,1,F,192,0.9152,1.0,0.2386,1.0,0.151,1.0,10.6512
2585,26,10,8,1,b,164,1,F,164,0.6922,1.0,0.1812,1.0,0.111,1.0,9.2506
2586,27,1,2,0,d,160,0,g,92,30.7182,1.738526,2.2468,1.709988,6.815,1.73077,48.7246
2587,27,1,3,0,F,432,0,F,432,75.7248,1.0,5.4418,1.0,12.3838,1.0,75.5912
2588,27,1,4,0,F,432,0,F,432,33.513,1.0,2.0454,1.0,4.0726,1.0,49.2946
2589,27,1,5,0,F,432,1,F,192,19.8404,0.750418,1.9216,0.379371,2.1802,0.823961,39.0732
2590,27,1,6,1,F,192,1,F,192,8.7606,1.0,0.9804,1.0,1.8068,1.0,21.6612
2591,27,1,7,1,F,192,1,F,192,4.2214,1.0,0.5284,1.0,0.9968,1.0,15.9474
2592,27,1,8,1,F,192,1,F,192,1.973,1.0,0.5124,1.0,0.3586,1.0,12.384
2593,27,1,9,1,F,192,1,F,192,1.1252,1.0,0.2972,1.0,0.199,1.0,10.989
2594,27,1,10,1,a,100,1,a,92,0.3478,1.012651,0.1048,1.001908,0.0502,1.007968,6.6318
2595,27,2,0,0,g,307,0,a,232,66.6782,1.323197,4.6818,1.33359,13.5566,1.325613,78.3636
2596,27,2,1,0,d,160,0,g,92,30.4998,1.73832,2.2186,1.707834,6.6768,1.731398,48.4574
2597,27,2,2,0,g,307,0,a,228,66.0442,1.346304,4.6556,1.334436,13.5696,1.348013,78.7232
2598,27,2,3,0,F,432,0,F,432,75.7728,1.0,5.4258,1.0,12.4202,1.0,75.6274
2599,27,2,4,0,F,432,0,F,432,37.6126,1.0,2.278,1.0,4.6944,1.0,51.9844
2600,27,2,5,0,F,432,0,F,432,19.3484,1.0,1.1288,1.0,2.204,1.0,41.4716
2601,27,2,6,1,F,192,1,F,192,10.941,1.0,1.1634,1.0,2.175,1.0,23.435
2602,27,2,7,1,F,192,1,F,192,5.271,1.0,0.6514,1.0,1.2292,1.0,17.4908
2603,27,2,8,1,F,192,1,F,192,2.483,1.0,0.5846,1.0,0.5476,1.0,13.1912
2604,27,2,9,1,F,192,1,F,192,1.339,1.0,0.3438,1.0,0.2158,1.0,11.3542
2605,27,2,10,1,F,192,1,F,192,0.7984,1.0,0.2114,1.0,0.1258,1.0,10.4256
2606,27,3,0,0,F,432,0,F,432,55.1844,1.0,3.6216,1.0,7.797,1.0,63.1528
2607,27,3,1,0,F,432,0,F,432,75.5138,1.0,5.4228,1.0,12.4318,1.0,75.4944
2608,27,3,2,0,F,432,0,F,432,75.7666,1.0,5.435,1.0,12.543,1.0,75.689
2609,27,3,3,0,F,432,0,F,432,54.9834,1.0,3.5716,1.0,7.7584,1.0,63.0026
2610,27,3,4,0,F,432,0,F,432,33.5616,1.0,2.0258,1.0,4.0684,1.0,49.2874
2611,27,3,5,0,F,432,0,F,432,19.165,1.0,1.131,1.0,2.1288,1.0,41.3898
2612,27,3,6,1,F,192,1,F,192,11.6522,1.0,1.222,1.0,2.1422,1.0,23.8504
2613,27,3,7,1,F,192,1,F,192,5.794,1.0,0.7134,1.0,1.3212,1.0,18.1972
2614,27,3,8,1,F,192,1,F,192,3.0058,1.0,0.4148,1.0,0.7404,1.0,14.061
2615,27,3,9,1,F,192,1,F,192,1.5452,1.0,0.4074,1.0,0.2318,1.0,11.712
2616,27,3,10,1,L,226,1,F,192,0.9494,1.107436,0.255,1.058824,0.1512,1.043651,11.8724
2617,27,4,0,0,F,432,0,F,432,24.7442,1.0,1.4978,1.0,2.8706,1.0,44.3128
2618,27,4,1,0,F,432,0,F,432,33.395,1.0,2.007,1.0,3.9924,1.0,49.1636
2619,27,4,2,0,F,432,0,F,432,37.5248,1.0,2.274,1.0,4.6528,1.0,51.9456
2620,27,4,3,0,F,432,0,F,432,33.384,1.0,1.9786,1.0,4.0742,1.0,49.1718
2621,27,4,4,0,F,432,0,F,432,24.576,1.0,1.4622,1.0,2.9028,1.0,44.1884
2622,27,4,5,0,F,432,1,F,192,19.8678,0.750521,1.8766,0.374294,2.202,0.829337,39.0452
2623,27,4,6,1,F,192,1,F,192,10.8876,1.0,1.1306,1.0,2.1088,1.0,23.3596
2624,27,4,7,1,F,192,1,F,192,5.898,1.0,0.6888,1.0,1.3708,1.0,18.3396
2625,27,4,8,1,F,192,1,F,192,3.17,1.0,0.4252,1.0,0.791,1.0,14.3104
2626,27,4,9,1,F,192,1,F,192,1.6466,1.0,0.431,1.0,0.2704,1.0,11.8632
2627,27,4,10,1,F,192,1,F,192,1.0768,1.0,0.2876,1.0,0.1832,1.0,10.9006
2628,27,4,11,1,d,100,1,a,100,0.3666,1.0,0.108,1.0,0.0584,1.0,6.663
2629,27,5,0,1,F,192,1,F,192,13.7726,1.0,1.3986,1.0,2.1294,1.0,24.9422
2630,27,5,1,0,F,432,1,F,192,19.8676,0.7507,1.916,0.381211,2.1556,0.828725,39.0452
2631,27,5,2,0,F,432,0,F,432,19.0946,1.0,1.1214,1.0,2.1242,1.0,41.3522
2632,27,5,3,0,F,432,0,F,432,19.2294,1.0,1.124,1.0,2.1856,1.0,41.477
2633,27,5,4,0,F,432,1,F,192,19.9436,0.750426,1.9108,0.380364,2.178,0.825987,39.1134
2634,27,5,5,1,F,192,1,F,192,13.6688,1.0,1.4072,1.0,2.1244,1.0,24.9072
2635,27,5,6,1,F,192,1,F,192,8.958,1.0,0.985,1.0,1.8514,1.0,21.8132
2636,27,5,7,1,F,192,1,F,192,5.2406,1.0,0.635,1.0,1.1988,1.0,17.4168
2637,27,5,8,1,F,192,1,F,192,3.0576,1.0,0.4382,1.0,0.7468,1.0,14.136
2638,27,5,9,1,F,192,1,F,192,1.6504,1.0,0.4334,1.0,0.27,1.0,11.854
2639,27,5,10,1,L,226,1,F,192,1.1242,1.116883,0.297,1.072727,0.1952,1.04918,12.2172
2640,27,6,0,1,F,192,1,F,192,6.1926,1.0,0.752,1.0,1.3764,1.0,18.7338
2641,27,6,1,1,F,192,1,F,192,8.9702,1.0,0.999,1.0,1.8716,1.0,21.83
2642,27,6,2,1,F,192,1,F,192,10.876,1.0,1.1644,1.0,2.1228,1.0,23.3834
2643,27,6,3,1,F,192,1,F,192,11.7456,1.0,1.2028,1.0,2.1892,1.0,23.926
2644,27,6,4,1,F,192,1,F,192,10.9552,1.0,1.1932,1.0,2.1056,1.0,23.4446
2645,27,6,5,1,F,192,1,F,192,8.7934,1.0,0.955,1.0,1.807,1.0,21.7096
2646,27,6,6,1,F,192,1,F,192,6.1616,1.0,0.7288,1.0,1.389,1.0,18.6694
2647,27,6,7,1,F,192,1,F,192,4.2406,1.0,0.5522,1.0,1.0076,1.0,15.9664
2648,27,6,8,1,F,192,1,F,192,2.5296,1.0,0.612,1.0,0.5626,1.0,13.2342
2649,27,6,9,1,F,192,1,F,192,1.5072,1.0,0.3948,1.0,0.2438,1.0,11.6398
2650,27,6,10,1,L,226,1,F,192,1.0418,1.116145,0.2724,1.06094,0.1624,1.050493,12.0784
2651,27,7,0,1,F,192,1,F,192,2.9422,1.0,0.6596,1.0,0.7348,1.0,13.8878
2652,27,7,1,1,F,192,1,F,192,4.2358,1.0,0.5412,1.0,1.0064,1.0,15.9804
2653,27,7,2,1,F,192,1,F,192,5.19,1.0,0.6172,1.0,1.1942,1.0,17.3772
2654,27,7,3,1,F,192,1,F,192,5.8652,1.0,0.696,1.0,1.3088,1.0,18.3114
2655,27,7,4,1,F,192,1,F,192,5.8316,1.0,0.6964,1.0,1.3004,1.0,18.2628
2656,27,7,5,1,F,192,1,F,192,5.2618,1.0,0.6488,1.0,1.1816,1.0,17.4528
2657,27,7,6,1,F,192,1,F,192,4.2188,1.0,0.5394,1.0,0.9836,1.0,15.964
2658,27,7,7,1,F,192,1,F,192,2.9648,1.0,0.6726,1.0,0.7114,1.0,13.9066
2659,27,7,8,1,F,192,1,F,192,1.9364,1.0,0.4918,1.0,0.3476,1.0,12.3352
2660,27,7,9,1,F,192,1,F,192,1.4156,1.0,0.381,1.0,0.2268,1.0,11.4678
2661,27,7,10,1,L,226,1,F,192,0.9238,1.10695,0.253,1.06166,0.157,1.038217,11.8248
2662,27,7,11,1,d,100,1,a,100,0.3564,1.0,0.1028,1.0,0.056,1.0,6.65
2663,27,8,0,1,F,192,1,F,192,1.4808,1.0,0.3916,1.0,0.2344,1.0,11.5846
2664,27,8,1,1,F,192,1,F,192,1.9886,1.0,0.4978,1.0,0.3578,1.0,12.3912
2665,27,8,2,1,F,192,1,F,192,2.5138,1.0,0.597,1.0,0.5398,1.0,13.2102
2666,27,8,3,1,F,192,1,F,192,3.0246,1.0,0.4274,1.0,0.746,1.0,14.0732
2667,27,8,4,1,F,192,1,F,192,3.2078,1.0,0.4284,1.0,0.764,1.0,14.3944
2668,27,8,5,1,F,192,1,F,192,3.0522,1.0,0.4216,1.0,0.7368,1.0,14.1322
2669,27,8,6,1,F,192,1,F,192,2.5274,1.0,0.6098,1.0,0.5764,1.0,13.211
2670,27,8,7,1,F,192,1,F,192,1.9746,1.0,0.4916,1.0,0.3686,1.0,12.3762
2671,27,8,8,1,F,192,1,F,192,1.461,1.0,0.393,1.0,0.2236,1.0,11.5486
2672,27,8,9,1,F,192,1,F,192,1.1494,1.0,0.312,1.0,0.181,1.0,11.0198
2673,27,8,10,1,F,192,1,F,192,0.8004,1.0,0.2224,1.0,0.129,1.0,10.4292
2674,27,9,0,1,F,192,1,F,192,0.9112,1.0,0.2428,1.0,0.1448,1.0,10.6276
2675,27,9,1,1,F,192,1,F,192,1.1706,1.0,0.3064,1.0,0.2062,1.0,11.0654
2676,27,9,2,1,F,192,1,F,192,1.388,1.0,0.3632,1.0,0.2356,1.0,11.4406
2677,27,9,3,1,F,192,1,F,192,1.5536,1.0,0.4234,1.0,0.2474,1.0,11.6928
2678,27,9,4,1,F,192,1,F,192,1.642,1.0,0.4362,1.0,0.2414,1.0,11.8456
2679,27,9,5,1,F,192,1,F,192,1.5738,1.0,0.4116,1.0,0.2532,1.0,11.7386
2680,27,9,6,1,F,192,1,F,192,1.562,1.0,0.4146,1.0,0.2502,1.0,11.7178
2681,27,9,7,1,F,192,1,F,192,1.4022,1.0,0.3712,1.0,0.2344,1.0,11.448
2682,27,9,8,1,F,192,1,F,192,1.1358,1.0,0.3,1.0,0.198,1.0,11.0236
2683,27,9,9,1,F,192,1,F,192,0.9002,1.0,0.2488,1.0,0.1498,1.0,10.6052
2684,27,9,10,1,a,100,1,a,100,0.3668,1.0,0.1116,1.0,0.0554,1.0,6.663
2685,27,10,1,1,a,100,1,a,92,0.3406,1.008221,0.0994,1.002012,0.054,1.0,6.6264
2686,27,10,2,1,F,192,1,F,192,0.8146,1.0,0.2346,1.0,0.1242,1.0,10.4618
2687,27,10,3,1,L,226,1,F,192,0.9388,1.106093,0.2544,1.064465,0.1516,1.039578,11.8498
2688,27,10,4,1,L,226,1,F,192,1.0368,1.112269,0.273,1.072527,0.1674,1.040621,12.0552
2689,27,10,5,1,L,226,1,F,192,1.0368,1.117863,0.2632,1.055471,0.1842,1.043431,12.0758
2690,27,10,6,1,F,192,1,F,192,1.0492,1.0,0.283,1.0,0.1686,1.0,10.866
2691,27,10,7,1,L,226,1,F,192,0.939,1.100745,0.2596,1.060863,0.1606,1.032379,11.8546
2692,27,10,8,1,F,192,1,F,192,0.8066,1.0,0.2312,1.0,0.1256,1.0,10.4478
2693,27,10,9,1,a,100,1,a,100,0.3754,1.0,0.1112,1.0,0.057,1.0,6.6806
2694,27,11,4,1,d,100,1,a,92,0.3228,1.010533,0.0974,1.008214,0.053,1.007547,6.593
2695,27,11,7,1,d,100,1,a,98,0.3388,1.0,0.0952,1.0,0.0568,1.0,6.6224
2696,28,1,2,0,d,160,0,g,92,28.4682,1.738557,1.989,1.704977,5.8902,1.727038,46.2116
2697,28,1,3,0,F,432,0,F,432,69.6034,1.0,5.1814,1.0,10.9928,1.0,72.0528
2698,28,1,4,0,F,432,0,F,432,31.3324,1.0,1.9436,1.0,3.747,1.0,47.8774
2699,28,1,5,0,F,432,1,F,192,18.9504,0.731172,1.7004,0.634204,1.9252,0.840536,38.1596
2700,28,1,6,1,F,192,1,F,192,8.2128,1.0,0.8778,1.0,1.6208,1.0,21.1736
2701,28,1,7,1,F,192,1,F,192,3.8894,1.0,0.4788,1.0,0.8852,1.0,15.5016
2702,28,1,8,1,F,192,1,F,192,1.824,1.0,0.4202,1.0,0.3398,1.0,12.1574
2703,28,1,9,1,F,192,1,F,192,1.0126,1.0,0.244,1.0,0.1622,1.0,10.8134
2704,28,1,10,1,a,100,1,a,92,0.3266,1.006124,0.092,1.002174,0.0452,1.0,6.6024
2705,28,2,0,0,g,307,0,a,232,61.1034,1.322977,4.2004,1.332635,11.5124,1.328081,73.7472
2706,28,2,1,0,d,160,0,g,92,28.2008,1.738688,2.001,1.706147,5.7782,1.728116,45.9424
2707,28,2,2,0,g,307,0,a,228,60.3362,1.346303,4.1888,1.333174,11.5982,1.345933,74.0098
2708,28,2,3,0,F,432,0,F,432,69.5398,1.0,5.1162,1.0,10.9712,1.0,71.9442
2709,28,2,4,0,F,432,0,F,432,35.2866,1.0,2.1804,1.0,4.3052,1.0,50.472
2710,28,2,5,0,F,432,0,F,432,18.037,1.0,1.0654,1.0,1.9872,1.0,40.8208
2711,28,2,6,1,F,192,1,F,192,10.2854,1.0,1.0444,1.0,1.9174,1.0,22.8928
2712,28,2,7,1,F,192,1,F,192,4.8918,1.0,0.5676,1.0,1.1076,1.0,17.0156
2713,28,2,8,1,F,192,1,F,192,2.2662,1.0,0.5038,1.0,0.48,1.0,12.8654
2714,28,2,9,1,F,192,1,F,192,1.2128,1.0,0.296,1.0,0.187,1.0,11.1662
2715,28,2,10,1,b,164,1,F,164,0.6814,1.0,0.1756,1.0,0.0988,1.0,9.2218
2716,28,3,0,0,F,432,0,F,432,51.4806,1.0,3.4072,1.0,7.017,1.0,61.0066
2717,28,3,1,0,F,432,0,F,432,69.242,1.0,5.1122,1.0,11.0778,1.0,71.9098
2718,28,3,2,0,F,432,0,F,432,69.405,1.0,5.0866,1.0,11.0052,1.0,71.8808
2719,28,3,3,0,F,432,0,F,432,51.0314,1.0,3.4192,1.0,6.9882,1.0,60.7654
2720,28,3,4,0,F,432,0,F,432,31.3156,1.0,1.9342,1.0,3.6608,1.0,47.797
2721,28,3,5,0,F,432,0,F,432,18.067,1.0,1.0646,1.0,2.0082,1.0,40.827
2722,28,3,6,1,F,192,1,F,192,11.1394,1.0,1.113,1.0,1.9662,1.0,23.456
2723,28,3,7,1,F,192,1,F,192,5.3832,1.0,0.6276,1.0,1.1618,1.0,17.749
2724,28,3,8,1,F,192,1,F,192,2.7534,1.0,0.3594,1.0,0.6634,1.0,13.6946
2725,28,3,9,1,F,192,1,F,192,1.4252,1.0,0.3534,1.0,0.22,1.0,11.5138
2726,28,3,10,1,F,192,1,F,192,0.8704,1.0,0.226,1.0,0.1326,1.0,10.5696
2727,28,4,0,0,F,432,0,F,432,23.1632,1.0,1.4344,1.0,2.609,1.0,43.4284
2728,28,4,1,0,F,432,0,F,432,31.2466,1.0,1.971,1.0,3.6898,1.0,47.7726
2729,28,4,2,0,F,432,0,F,432,35.231,1.0,2.1784,1.0,4.2856,1.0,50.4392
2730,28,4,3,0,F,432,0,F,432,31.0818,1.0,1.9206,1.0,3.707,1.0,47.6428
2731,28,4,4,0,F,432,0,F,432,23.1236,1.0,1.4276,1.0,2.6778,1.0,43.428
2732,28,4,5,0,F,432,1,F,192,19.11,0.731272,1.708,0.631148,2.019,0.836454,38.2484
2733,28,4,6,1,F,192,1,F,192,10.2384,1.0,1.056,1.0,1.9072,1.0,22.8708
2734,28,4,7,1,F,192,1,F,192,5.5062,1.0,0.6596,1.0,1.2488,1.0,17.8772
2735,28,4,8,1,F,192,1,F,192,2.9262,1.0,0.3882,1.0,0.7272,1.0,13.9704
2736,28,4,9,1,F,192,1,F,192,1.496,1.0,0.3718,1.0,0.216,1.0,11.6286
2737,28,4,10,1,F,192,1,F,192,0.9806,1.0,0.242,1.0,0.1576,1.0,10.7548
2738,28,4,11,1,d,100,1,a,100,0.3498,1.0,0.1056,1.0,0.0478,1.0,6.6336
2739,28,5,0,1,F,192,1,F,192,13.046,1.0,1.2692,1.0,1.9356,1.0,24.443
2740,28,5,1,0,F,432,1,F,192,18.9382,0.731442,1.714,0.635356,1.9458,0.839757,38.0998
2741,28,5,2,0,F,432,0,F,432,17.9754,1.0,1.0348,1.0,1.9616,1.0,40.7896
2742,28,5,3,0,F,432,0,F,432,18.0212,1.0,1.024,1.0,1.9884,1.0,40.7996
2743,28,5,4,0,F,432,1,F,192,19.135,0.731874,1.7186,0.63028,1.987,0.836336,38.2634
2744,28,5,5,1,F,192,1,F,192,12.9012,1.0,1.2862,1.0,1.9698,1.0,24.4274
2745,28,5,6,1,F,192,1,F,192,8.3398,1.0,0.891,1.0,1.6714,1.0,21.2618
2746,28,5,7,1,F,192,1,F,192,4.8672,1.0,0.5764,1.0,1.0634,1.0,16.9666
2747,28,5,8,1,F,192,1,F,192,2.8664,1.0,0.3862,1.0,0.6826,1.0,13.872
2748,28,5,9,1,F,192,1,F,192,1.5338,1.0,0.3878,1.0,0.2264,1.0,11.6814
2749,28,5,10,1,L,226,1,F,192,1.0086,1.112036,0.2602,1.06226,0.1504,1.023936,12.0032
2750,28,6,0,1,F,192,1,F,192,5.7184,1.0,0.6568,1.0,1.2156,1.0,18.1772
2751,28,6,1,1,F,192,1,F,192,8.3068,1.0,0.8648,1.0,1.6946,1.0,21.2362
2752,28,6,2,1,F,192,1,F,192,10.254,1.0,1.0456,1.0,1.9108,1.0,22.8792
2753,28,6,3,1,F,192,1,F,192,11.1598,1.0,1.1194,1.0,1.9478,1.0,23.4738
2754,28,6,4,1,F,192,1,F,192,10.2372,1.0,1.0382,1.0,1.8912,1.0,22.8626
2755,28,6,5,1,F,192,1,F,192,8.3172,1.0,0.868,1.0,1.6322,1.0,21.2686
2756,28,6,6,1,F,192,1,F,192,5.7536,1.0,0.6474,1.0,1.258,1.0,18.2044
2757,28,6,7,1,F,192,1,F,192,3.9818,1.0,0.491,1.0,0.9096,1.0,15.6208
2758,28,6,8,1,F,192,1,F,192,2.3632,1.0,0.5488,1.0,0.4916,1.0,12.9946
2759,28,6,9,1,F,192,1,F,192,1.3526,1.0,0.33,1.0,0.2014,1.0,11.3988
2760,28,6,10,1,L,226,1,F,192,1.0022,1.10916,0.2402,1.058285,0.1624,1.044335,11.9952
2761,28,7,0,1,F,192,1,F,192,2.7014,1.0,0.5714,1.0,0.6494,1.0,13.5424
2762,28,7,1,1,F,192,1,F,192,3.9504,1.0,0.473,1.0,0.9094,1.0,15.6078
2763,28,7,2,1,F,192,1,F,192,4.8432,1.0,0.568,1.0,1.055,1.0,16.9308
2764,28,7,3,1,F,192,1,F,192,5.4664,1.0,0.6302,1.0,1.1692,1.0,17.8636
2765,28,7,4,1,F,192,1,F,192,5.411,1.0,0.6106,1.0,1.1762,1.0,17.7816
2766,28,7,5,1,F,192,1,F,192,4.8924,1.0,0.5736,1.0,1.0636,1.0,17.0196
2767,28,7,6,1,F,192,1,F,192,3.9116,1.0,0.506,1.0,0.8698,1.0,15.546
2768,28,7,7,1,F,192,1,F,192,2.7364,1.0,0.5982,1.0,0.6294,1.0,13.5938
2769,28,7,8,1,F,192,1,F,192,1.7672,1.0,0.4236,1.0,0.3078,1.0,12.088
2770,28,7,9,1,F,192,1,F,192,1.2682,1.0,0.3124,1.0,0.201,1.0,11.2392
2771,28,7,10,1,F,192,1,F,192,0.8578,1.0,0.2108,1.0,0.1414,1.0,10.5432
2772,28,7,11,1,d,100,1,a,100,0.3284,1.0,0.0896,1.0,0.0452,1.0,6.6034
2773,28,8,0,1,F,192,1,F,192,1.3976,1.0,0.3548,1.0,0.2122,1.0,11.4618
2774,28,8,1,1,F,192,1,F,192,1.8,1.0,0.442,1.0,0.3008,1.0,12.1062
2775,28,8,2,1,F,192,1,F,192,2.2984,1.0,0.515,1.0,0.491,1.0,12.898
2776,28,8,3,1,F,192,1,F,192,2.798,1.0,0.3706,1.0,0.656,1.0,13.7678
2777,28,8,4,1,F,192,1,F,192,2.9364,1.0,0.3822,1.0,0.698,1.0,14.0102
2778,28,8,5,1,F,192,1,F,192,2.8524,1.0,0.3896,1.0,0.6606,1.0,13.861
2779,28,8,6,1,F,192,1,F,192,2.3572,1.0,0.5242,1.0,0.511,1.0,12.9894
2780,28,8,7,1,F,192,1,F,192,1.812,1.0,0.431,1.0,0.3208,1.0,12.1334
2781,28,8,8,1,F,192,1,F,192,1.3638,1.0,0.337,1.0,0.2058,1.0,11.4094
2782,28,8,9,1,F,192,1,F,192,1.0618,1.0,0.2872,1.0,0.1558,1.0,10.8884
2783,28,8,10,1,b,164,1,F,164,0.6548,1.0,0.1718,1.0,0.1014,1.0,9.186
2784,28,9,0,1,F,192,1,F,192,0.822,1.0,0.2082,1.0,0.1304,1.0,10.4864
2785,28,9,1,1,F,192,1,F,192,1.0606,1.0,0.2652,1.0,0.1814,1.0,10.895
2786,28,9,2,1,F,192,1,F,192,1.2504,1.0,0.3006,1.0,0.188,1.0,11.227
2787,28,9,3,1,F,192,1,F,192,1.4724,1.0,0.3756,1.0,0.2138,1.0,11.584
2788,28,9,4,1,F,192,1,F,192,1.503,1.0,0.3862,1.0,0.225,1.0,11.6316
2789,28,9,5,1,F,192,1,F,192,1.4668,1.0,0.379,1.0,0.222,1.0,11.5818
2790,28,9,6,1,F,192,1,F,192,1.451,1.0,0.3634,1.0,0.2058,1.0,11.5456
2791,28,9,7,1,F,192,1,F,192,1.299,1.0,0.3108,1.0,0.2082,1.0,11.292
2792,28,9,8,1,F,192,1,F,192,1.0376,1.0,0.2568,1.0,0.1774,1.0,10.8622
2793,28,9,9,1,F,192,1,F,192,0.8388,1.0,0.216,1.0,0.1402,1.0,10.5052
2794,28,9,10,1,a,100,1,a,100,0.3342,1.0,0.0834,1.0,0.0518,1.0,6.6104
2795,28,10,1,1,a,100,1,a,92,0.3198,1.006879,0.0876,1.002283,0.0492,1.0,6.5936
2796,28,10,2,1,b,164,1,F,164,0.6588,1.0,0.1636,1.0,0.099,1.0,9.198
2797,28,10,3,1,F,192,1,F,192,0.8816,1.0,0.226,1.0,0.1498,1.0,10.587
2798,28,10,4,1,L,226,1,F,192,0.9356,1.107952,0.2506,1.051875,0.1344,1.020833,11.863
2799,28,10,5,1,L,226,1,F,192,0.9476,1.110806,0.2356,1.050934,0.1558,1.028241,11.9078
2800,28,10,6,1,F,192,1,F,192,0.9554,1.0,0.2442,1.0,0.1524,1.0,10.7168
2801,28,10,7,1,F,192,1,F,192,0.8594,1.0,0.2166,1.0,0.1382,1.0,10.5556
2802,28,10,8,1,b,164,1,F,164,0.6418,1.0,0.1676,1.0,0.104,1.0,9.1688
2803,28,10,9,1,a,100,1,a,100,0.335,1.0,0.0898,1.0,0.0526,1.0,6.613
2804,28,11,4,1,d,100,1,a,97,0.3202,1.0,0.092,1.0,0.0472,1.0,6.5834
2805,28,11,7,1,d,100,1,a,92,0.2782,1.005032,0.079,1.002532,0.0376,1.0,6.5208
2806,29,0,2,0,F,432,0,F,432,81.1744,1.0,4.4136,1.0,12.1842,1.0,77.8436
2807,29,0,3,0,F,432,0,F,432,31.7026,1.0,1.6772,1.0,3.3968,1.0,47.8392
2808,29,0,4,0,F,432,1,F,192,18.4156,0.736549,1.5024,0.348642,1.8222,0.839535,37.6848
2809,29,0,5,1,F,192,1,F,192,7.8864,1.0,0.7476,1.0,1.5032,1.0,20.7136
2810,29,0,6,1,F,192,1,F,192,3.6702,1.0,0.4184,1.0,0.806,1.0,15.1582
2811,29,0,7,1,F,192,1,F,192,1.63,1.0,0.3732,1.0,0.2394,1.0,11.8544
2812,29,0,8,1,L,226,1,F,192,0.9904,1.108643,0.2196,1.046448,0.1436,1.027855,11.955
2813,29,1,2,0,b,370,0,d,366,79.4242,1.01256,4.2996,1.0,12.8268,1.0,72.5416
2814,29,1,3,0,F,432,0,F,432,40.7778,1.0,2.2344,1.0,4.6994,1.0,53.857
2815,29,1,4,0,F,432,1,F,192,24.9224,0.7474,1.9324,0.377769,2.1918,0.825075,41.055
2816,29,1,5,1,F,192,1,F,192,10.574,1.0,0.968,1.0,1.7976,1.0,22.9896
2817,29,1,6,1,F,192,1,F,192,4.8952,1.0,0.521,1.0,1.03,1.0,17.0118
2818,29,1,7,1,F,192,1,F,192,2.198,1.0,0.464,1.0,0.424,1.0,12.7594
2819,29,1,8,1,F,192,1,F,192,1.185,1.0,0.2742,1.0,0.182,1.0,11.1148
2820,29,1,9,1,F,192,1,F,192,0.689,1.0,0.1682,1.0,0.0886,1.0,10.2492
2821,29,2,0,0,a,220,0,g,222,52.2404,0.9934,2.8464,1.0,8.4936,1.0,46.822
2822,29,2,1,0,a,220,0,g,210,49.4142,1.04729,2.703,1.000962,8.135,1.029109,46.656
2823,29,2,2,0,F,432,0,F,432,81.2536,1.0,4.298,1.0,12.2382,1.0,77.8342
2824,29,2,3,0,F,432,0,F,432,40.4658,1.0,2.1494,1.0,4.6832,1.0,53.687
2825,29,2,4,0,F,432,0,F,432,20.818,1.0,1.0842,1.0,2.1222,1.0,42.1196
2826,29,2,5,1,F,192,1,F,192,12.585,1.0,1.1058,1.0,1.857,1.0,24.1042
2827,29,2,6,1,F,192,1,F,192,5.8538,1.0,0.628,1.0,1.228,1.0,18.2922
2828,29,2,7,1,F,192,1,F,192,2.8912,1.0,0.3474,1.0,0.6576,1.0,13.8974
2829,29,2,8,1,F,192,1,F,192,1.4144,1.0,0.3386,1.0,0.199,1.0,11.4928
2830,29,2,9,1,F,192,1,F,192,0.8768,1.0,0.1998,1.0,0.123,1.0,10.576
2831,29,2,10,1,a,100,1,a,92,0.2764,1.01013,0.0742,1.005391,0.0396,1.0,6.503
2832,29,3,0,0,F,432,0,F,432,46.0894,1.0,2.5474,1.0,5.5446,1.0,57.2306
2833,29,3,1,0,F,432,0,F,432,53.6722,1.0,2.9918,1.0,6.9794,1.0,61.7676
2834,29,3,2,0,F,432,0,F,432,46.2532,1.0,2.4944,1.0,5.6598,1.0,57.3872
2835,29,3,3,0,F,432,0,F,432,31.4646,1.0,1.5854,1.0,3.444,1.0,47.7006
2836,29,3,4,0,F,432,0,F,432,19.2066,1.0,0.981,1.0,1.9416,1.0,41.2298
2837,29,3,5,1,F,192,1,F,192,12.3538,1.0,1.0826,1.0,1.8546,1.0,24.0104
