,DAQlpGBT,EvSize,Elinks,Layer,U,V,LUV,nModules,doubleDAQlpGBT,EvSize [kb],BitsPerElink
707,925,93.189,5,30,7,8,7800,5,False,2.982048,596.4096
708,926,93.1794,5,30,1,8,7704,5,False,2.9817408,596.34816
709,927,107.79359,6,30,6.5,8.5,7792.5,6,False,3.44939488,574.899146666667
710,928,107.83891,6,30,2,8.5,7720.5,6,False,3.45084512,575.140853333333
711,929,116.8811,6,30,5.5,8.5,7776.5,6,False,3.7401952,623.365866666667
712,930,88.015,5,30,3,9,7737,5,False,2.81648,563.296
713,931,68.838,4,30,5.5,9.5,7777.5,4,False,2.202816,550.704
714,932,50.3246,3,30,4,10,7754,3,False,1.6103872,536.795733333333
715,933,66.05845,5,30,5.6,11.2,7780.8,5,False,2.1138704,422.77408
716,934,162.0539,5,31,3,0,7984,3,False,5.1857248,1037.14496
717,935,92.548,5,31,7,0,8048,5,False,2.961536,592.3072
718,936,161.8737,5,31,3,2,7986,3,False,5.1799584,1035.99168
719,937,148.7713,6,31,4,1,8001,3,False,4.7606816,793.446933333333
720,938,118.8125,4,31,4.66666666666667,2.33333333333333,8013,3,False,3.802,950.5
721,939,92.5961,5,31,7,6,8054,5,False,2.9630752,592.61504
722,940,84.3924,5,31,8,1,8065,5,False,2.7005568,540.11136
723,941,84.3194,5,31,8,6,8070,5,False,2.6982208,539.64416
724,942,87.9125,5,31,8,2,8066,5,False,2.8132,562.64
725,943,88.0192,5,31,8,5,8069,5,False,2.8166144,563.32288
726,944,75.01994,5,31,9,3,8083,5,False,2.40063808,480.127616
727,945,57.09097,4,31,9.5,5.5,8093.5,4,False,1.82691104,456.72776
728,946,65.7054,5,31,10.2,4.6,8103.8,5,False,2.1025728,420.51456
729,947,171.1454,6,31,3,3,7987,3,False,5.4766528,912.775466666667
730,948,171.2256,6,31,0,3,7939,3,False,5.4792192,913.2032
731,949,177.3086,6,31,2,3,7971,3,False,5.6738752,945.645866666667
732,950,143.2857,4,31,1.33333333333333,3.66666666666667,7961,3,False,4.5851424,1146.2856
733,951,79.47566,5,31,0,7,7943,5,False,2.54322112,508.644224
734,952,79.38565,5,31,7,7,8055,5,False,2.5403408,508.06816
735,953,98.7012,6,31,1,7.5,7959.5,6,False,3.1584384,526.4064
736,954,98.69173,6,31,6.5,7.5,8047.5,6,False,3.15813536,526.355893333333
737,955,105.7606,6,31,2,7.5,7975.5,6,False,3.3843392,564.056533333333
738,956,105.6527,6,31,5.5,7.5,8031.5,6,False,3.3808864,563.481066666667
739,957,84.0987,5,31,3,8,7992,5,False,2.6911584,538.23168
740,958,64.5092,4,31,5.5,8.5,8032.5,4,False,2.0642944,516.0736
741,959,49.4919,3,31,5,9,8025,3,False,1.5837408,527.9136
742,960,42.7617,3,31,4.33333333333333,9.66666666666667,8015,3,False,1.3683744,456.1248
743,961,162.6195,6,32,4,1,8257,3,False,5.203824,867.304
744,962,162.7557,7,32,4,4,8260,3,False,5.2081824,744.026057142857
745,963,168.0879,6,32,4,2,8258,3,False,5.3788128,896.4688
746,964,135.855,4,32,4.66666666666667,3.33333333333333,8270,3,False,4.34736,1086.84
747,965,77.79948,5,32,8,1,8321,5,False,2.48958336,497.916672
748,966,77.79991,5,32,8,8,8328,5,False,2.48959712,497.919424
749,967,96.43854,6,32,8.5,2,8330,6,False,3.08603328,514.33888
750,968,96.35234,6,32,8.5,7.5,8335.5,6,False,3.08327488,513.879146666667
751,969,104.9403,6,32,8.5,3,8331,6,False,3.3580896,559.6816
752,970,105.051,6,32,8.5,6.5,8334.5,6,False,3.361632,560.272
753,971,84.6689,5,32,9,4,8340,5,False,2.7094048,541.88096
754,972,65.8061,4,32,9.5,6.5,8350.5,4,False,2.1057952,526.4488
755,973,49.0847,3,32,10,6,8358,3,False,1.5707104,523.570133333333
756,974,42.47607,3,32,10.6666666666667,5.33333333333333,8368,3,False,1.35923424,453.07808
757,975,153.3594,5,32,3,4,8244,3,False,4.9075008,981.50016
758,976,153.6065,5,32,1,4,8212,3,False,4.915408,983.0816
759,979,89.9805,5,32,7,8,8312,5,False,2.879376,575.8752
760,980,90.0313,5,32,1,8,8216,5,False,2.8810016,576.20032
761,981,107.2167,6,32,6.5,8.5,8304.5,6,False,3.4309344,571.8224
762,982,107.3433,6,32,2,8.5,8232.5,6,False,3.4349856,572.4976
763,983,111.6107,6,32,5.5,8.5,8288.5,6,False,3.5715424,595.257066666667
764,984,86.0599,5,32,3,9,8249,5,False,2.7539168,550.78336
765,985,74.06954,5,32,6,10,8298,5,False,2.37022528,474.045056
766,986,56.65971,4,32,4,10.5,8266.5,4,False,1.81311072,453.27768
767,987,73.3783,5,32,5.6,11.2,8292.8,5,False,2.3481056,469.62112
768,988,145.4572,5,33,3,0,8496,3,False,4.6546304,930.92608
769,989,145.244,5,33,3,2,8498,3,False,4.647808,929.5616
770,990,136.1441,4,33,4,1,8513,3,False,4.3566112,1089.1528
771,991,80.2726,3,33,4.66666666666667,2.33333333333333,8525,3,False,2.5687232,856.241066666667
772,992,87.6832,5,33,7,0,8560,5,False,2.8058624,561.17248
773,993,87.7203,5,33,7,6,8566,5,False,2.8070496,561.40992
774,994,81.5138,5,33,8,1,8577,5,False,2.6084416,521.68832
775,995,81.4892,5,33,8,6,8582,5,False,2.6076544,521.53088
776,996,84.5865,5,33,8,2,8578,5,False,2.706768,541.3536
777,997,84.6635,5,33,8,5,8581,5,False,2.709232,541.8464
778,998,73.16064,5,33,9,3,8595,5,False,2.34114048,468.228096
779,999,56.29768,4,33,9.5,5.5,8605.5,4,False,1.80152576,450.38144
780,1000,44.3221,3,33,10,5,8613,3,False,1.4183072,472.769066666667
781,1001,28.6771,2,33,10.5,4,8620,2,False,0.9176672,458.8336
782,1002,155.6285,7,33,3,3,8499,3,False,4.980112,711.444571428571
783,1003,159.0017,6,33,2,3,8483,3,False,5.0880544,848.009066666667
784,1004,155.5504,7,33,0,3,8451,3,False,4.9776128,711.087542857143
785,1005,128.1621,4,33,1.33333333333333,3.66666666666667,8473,3,False,4.1011872,1025.2968
786,1006,76.35104,5,33,7,7,8567,5,False,2.44323328,488.646656
787,1007,76.38503,5,33,0,7,8455,5,False,2.44432096,488.864192
788,1008,93.98985,6,33,6.5,7.5,8559.5,6,False,3.0076752,501.2792
789,1009,94.1201,6,33,1,7.5,8471.5,6,False,3.0118432,501.973866666667
790,1010,102.4959,6,33,5.5,7.5,8543.5,6,False,3.2798688,546.6448
791,1011,102.5005,6,33,2,7.5,8487.5,6,False,3.280016,546.669333333333
792,1012,83.2995,5,33,5,8,8536,5,False,2.665584,533.1168
793,1013,65.1073,4,33,3,8.5,8504.5,4,False,2.0834336,520.8584
794,1014,55.98889,4,33,5.5,9.5,8545.5,4,False,1.79164448,447.91112
795,1015,49.45336,4,33,4.25,10,8526,4,False,1.58250752,395.62688
796,1016,148.3524,5,34,4,1,8769,3,False,4.7472768,949.45536
797,1017,148.3002,5,34,4,4,8772,3,False,4.7456064,949.12128
798,1018,151.1829,6,34,4,2,8770,3,False,4.8378528,806.3088
799,1019,122.3521,4,34,4.66666666666667,3.33333333333333,8782,3,False,3.9152672,978.8168
800,1020,79.0464,5,34,8,1,8833,5,False,2.5294848,505.89696
801,1021,79.0925,5,34,8,8,8840,5,False,2.53096,506.192
802,1022,98.4748,6,34,8.5,2,8842,6,False,3.1511936,525.198933333333
803,1023,98.408,6,34,8.5,7.5,8847.5,6,False,3.149056,524.842666666667
804,1024,102.2541,6,34,8.5,3,8843,6,False,3.2721312,545.3552
805,1025,102.3508,6,34,8.5,6.5,8846.5,6,False,3.2752256,545.870933333333
806,1026,89.37556,6,34,9.5,4,8860,6,False,2.86001792,476.669653333333
807,1027,71.81466,5,34,10,7,8871,5,False,2.29806912,459.613824
808,1028,59.6974,4,34,10.5,5,8877,4,False,1.9103168,477.5792
809,1029,77.6923,6,34,11.3333333333333,6.66666666666667,8892,6,False,2.4861536,414.358933333333
810,1030,138.1946,5,34,3,4,8756,3,False,4.4222272,884.44544
811,1031,138.0778,4,34,2.33333333333333,4.66666666666667,8746,3,False,4.4184896,1104.6224
812,1032,138.4708,5,34,1,4,8724,3,False,4.4310656,886.21312
813,1033,52.8935,3,34,6,7,8807,3,False,1.692592,564.197333333333
814,1034,52.9326,3,34,1,7,8727,3,False,1.6938432,564.6144
815,1035,40.11649,3,34,1,10,8730,3,False,1.28372768,427.909226666667
816,1036,55.8093,3,34,5,7,8791,3,False,1.7858976,595.2992
817,1037,55.775,3,34,2,7,8743,3,False,1.7848,594.933333333333
818,1038,57.1801,3,34,4,7,8775,3,False,1.8297632,609.921066666667
819,1039,94.4503,6,34,3,9.5,8761.5,6,False,3.0224096,503.734933333333
820,1040,55.3501,4,34,2,10.5,8746.5,4,False,1.7712032,442.8008
821,1041,40.09409,3,34,9,10,8858,3,False,1.28301088,427.670293333333
822,1042,55.3518,4,34,8.5,10.5,8850.5,4,False,1.7712576,442.8144
823,1043,78.387,5,34,4,10,8778,5,False,2.508384,501.6768
824,1044,59.7586,4,34,7.5,10.5,8834.5,4,False,1.9122752,478.0688
825,1045,63.9926,4,34,5,10.5,8794.5,4,False,2.0477632,511.9408
826,1046,87.88855,6,34,6.66666666666667,11.3333333333333,8822,6,False,2.8124336,468.738933333333
827,1047,132.2247,5,35,3,0,9008,3,False,4.2311904,846.23808
828,1048,131.7654,5,35,3,2,9010,3,False,4.2164928,843.29856
829,1049,123.9894,4,35,4,1,9025,3,False,3.9676608,991.9152
830,1050,70.6843,3,35,4.66666666666667,2.33333333333333,9037,3,False,2.2618976,753.965866666667
831,1051,99.5208,6,35,7.5,0,9080,6,False,3.1846656,530.7776
832,1052,99.5389,6,35,7.5,6.5,9086.5,6,False,3.1852448,530.874133333333
833,1053,94.5749,6,35,8.5,1,9097,6,False,3.0263968,504.399466666667
834,1054,94.5233,6,35,8.5,6.5,9102.5,6,False,3.0247456,504.124266666667
835,1055,97.3963,6,35,8.5,2,9098,6,False,3.1166816,519.446933333333
836,1056,97.4481,6,35,8.5,5.5,9101.5,6,False,3.1183392,519.7232
837,1057,87.00726,6,35,9.5,3,9115,6,False,2.78423232,464.03872
838,1058,61.6407,4,35,9.5,5.5,9117.5,4,False,1.9725024,493.1256
839,1059,61.1178,4,35,10.5,4,9132,4,False,1.9557696,488.9424
840,1060,58.8691,4,35,11,5.75,9141.75,4,False,1.8838112,470.9528
841,1061,142.0412,4,35,3,3,9011,3,False,4.5453184,1136.3296
842,1062,142.0273,4,35,0,3,8963,3,False,4.5448736,1136.2184
843,1063,144.2953,5,35,2,3,8995,3,False,4.6174496,923.48992
844,1064,119.2185,5,35,1.33333333333333,3.66666666666667,8985,3,False,3.814992,762.9984
845,1065,89.2652,6,35,7.5,7.5,9087.5,6,False,2.8564864,476.081066666667
846,1066,89.08778,6,35,0,7.5,8967.5,6,False,2.85080896,475.134826666667
847,1067,51.14,3,35,5,6,9046,3,False,1.63648,545.493333333334
848,1068,54.99788,4,35,8.5,9.5,9105.5,4,False,1.75993216,439.98304
849,1069,51.1651,3,35,1,6,8982,3,False,1.6372832,545.761066666667
850,1070,54.99298,4,35,1,9.5,8985.5,4,False,1.75977536,439.94384
851,1071,67.7907,4,35,4.5,6.5,9038.5,4,False,2.1693024,542.3256
852,1072,43.7312,3,35,8,10,9098,3,False,1.3993984,466.466133333333
853,1073,67.8052,4,35,2,6.5,8998.5,4,False,2.1697664,542.4416
854,1074,43.7532,3,35,2,10,9002,3,False,1.4001024,466.7008
855,1075,94.3646,6,35,5.5,8.5,9056.5,6,False,3.0196672,503.277866666667
856,1076,77.3915,5,35,3,9,9017,5,False,2.476528,495.3056
857,1077,63.4393,4,35,5.5,9.5,9057.5,4,False,2.0300576,507.5144
858,1078,47.8079,3,35,4,10,9034,3,False,1.5298528,509.950933333333
859,1079,59.92429,5,35,5.6,11.2,9060.8,5,False,1.91757728,383.515456
860,1080,136.477,4,36,4,1,9281,3,False,4.367264,1091.816
861,1081,136.3683,4,36,4,4,9284,3,False,4.3637856,1090.9464
862,1082,139.0968,4,36,4,2,9282,3,False,4.4510976,1112.7744
863,1083,82.1375,3,36,4.66666666666667,3.33333333333333,9294,3,False,2.6284,876.133333333333
864,1084,92.1861,6,36,8.5,1,9353,6,False,2.9499552,491.6592
865,1085,47.5989,3,36,11.6666666666667,2.33333333333333,9405,3,False,1.5231648,507.7216
866,1086,80.677,5,36,8,2,9346,5,False,2.581664,516.3328
867,1087,92.122,6,36,8.5,8.5,9360.5,6,False,2.947904,491.317333333333
868,1088,47.5933,3,36,11.6666666666667,10.3333333333333,9413,3,False,1.5229856,507.661866666667
869,1089,80.671,5,36,8,7,9351,5,False,2.581472,516.2944
870,1090,96.9301,6,36,8.5,3,9355,6,False,3.1017632,516.960533333334
871,1091,96.9862,6,36,8.5,6.5,9358.5,6,False,3.1035584,517.259733333333
872,1092,37.61389,3,36,12.6666666666667,4.33333333333333,9423,3,False,1.20364448,401.214826666667
873,1093,37.60311,3,36,12.6666666666667,9.33333333333333,9428,3,False,1.20329952,401.09984
874,1094,78.4778,5,36,9,6,9366,5,False,2.5112896,502.25792
875,1095,61.8822,4,36,9.5,4,9372,4,False,1.9802304,495.0576
876,1096,61.1933,4,36,10.5,6.5,9390.5,4,False,1.9581856,489.5464
877,1097,76.0328,5,36,12.2,6.6,9417.8,5,False,2.4330496,486.60992
878,1098,45.6681,3,36,11,5,9397,3,False,1.4613792,487.1264
879,1099,157.8368,7,36,3.5,4.5,9276.5,4,False,5.0507776,721.539657142857
880,1100,158.2327,7,36,1,4.5,9236.5,4,False,5.0634464,723.349485714286
881,1101,118.5527,4,36,3,5,9269,3,False,3.7936864,948.4216
882,1102,66.2738,3,36,2.33333333333333,5.66666666666667,9259,3,False,2.1207616,706.920533333333
883,1103,87.06269,6,36,8.5,9.5,9361.5,6,False,2.78600608,464.334346666667
884,1104,87.06454,6,36,1,9.5,9241.5,6,False,2.78606528,464.344213333333
885,1105,95.7422,6,36,7.5,9.5,9345.5,6,False,3.0637504,510.625066666667
886,1106,95.7705,6,36,2,9.5,9257.5,6,False,3.064656,510.776
887,1107,48.7869,3,36,5,8,9304,3,False,1.5611808,520.3936
888,1108,54.90549,4,36,8.5,11.5,9363.5,4,False,1.75697568,439.24392
889,1109,48.6225,3,36,3,8,9272,3,False,1.55592,518.64
890,1110,54.92275,4,36,3,11.5,9275.5,4,False,1.757528,439.382
891,1111,92.6247,6,36,6.5,10.5,9330.5,6,False,2.9639904,493.9984
892,1112,76.6092,5,36,4,11,9291,5,False,2.4514944,490.29888
893,1113,56.98538,4,36,6.25,11.5,9327.5,4,False,1.82353216,455.88304
894,1114,17.2101,1,36,8,13,9357,1,False,0.5507232,550.7232
895,1115,73.98245,5,36,5.4,12.2,9314.6,5,False,2.3674384,473.48768
896,1116,103.2344,4,37,3,3,9523,3,False,3.3035008,825.8752
897,1117,72.4962,3,37,3,4,9524,3,False,2.3198784,773.2928
898,1118,72.3209,3,37,1,4,9492,3,False,2.3142688,771.422933333333
899,1119,103.1788,4,37,0,3,9475,3,False,3.3017216,825.4304
900,1120,58.7415,3,37,2.33333333333333,4.66666666666667,9514,3,False,1.879728,626.576
901,1121,76.2167,4,37,4,3,9539,3,False,2.4389344,609.7336
902,1122,76.1951,4,37,4,0,9536,3,False,2.4382432,609.5608
903,1123,75.6387,3,37,4,2,9538,3,False,2.4204384,806.8128
904,1124,60.1975,3,37,5,1,9553,3,False,1.92632,642.106666666667
905,1125,52.532,3,37,5.66666666666667,2.33333333333333,9565,3,False,1.681024,560.341333333333
906,1126,56.16231,4,37,7.5,0,9592,4,False,1.79719392,449.29848
907,1127,56.13824,4,37,7.5,6.5,9598.5,4,False,1.79642368,449.10592
908,1128,63.1898,4,37,6.5,6.5,9582.5,4,False,2.0220736,505.5184
909,1129,63.1881,4,37,0,6.5,9478.5,4,False,2.0220192,505.5048
910,1130,64.8164,4,37,7.5,5.5,9597.5,4,False,2.0741248,518.5312
911,1131,48.3901,3,37,8,1,9601,3,False,1.5484832,516.161066666667
912,1132,46.5985,3,37,8,5,9605,3,False,1.491152,497.050666666667
913,1133,46.6002,3,37,8,2,9602,3,False,1.4912064,497.0688
914,1134,55.84436,4,37,8.5,4.5,9612.5,4,False,1.78701952,446.75488
915,1135,39.95224,3,37,9,3,9619,3,False,1.27847168,426.157226666667
916,1136,33.62777,3,37,9.66666666666667,4.33333333333333,9631,3,False,1.07608864,358.696213333333
917,1137,56.01799,4,37,6.5,7.5,9583.5,4,False,1.79257568,448.14392
918,1138,56.07278,4,37,1,7.5,9495.5,4,False,1.79432896,448.58224
919,1139,60.5216,4,37,5.5,7.5,9567.5,4,False,1.9366912,484.1728
920,1140,60.5126,4,37,2,7.5,9511.5,4,False,1.9364032,484.1008
921,1141,64.7287,4,37,4.5,7.5,9551.5,4,False,2.0713184,517.8296
922,1142,48.4387,3,37,4,8,9544,3,False,1.5500384,516.679466666667
923,1143,47.9342,3,37,3.33333333333333,8.66666666666667,9534,3,False,1.5338944,511.298133333333
924,1144,70.0128,3,38,4,1,9793,3,False,2.2404096,746.8032
925,1145,70.1286,3,38,4,4,9796,3,False,2.2441152,748.0384
926,1146,68.6663,3,38,5,2,9810,3,False,2.1973216,732.440533333333
927,1147,68.775,3,38,5,4,9812,3,False,2.2008,733.6
928,1148,62.641,4,38,7.5,7.5,9855.5,4,False,2.004512,501.128
929,1149,62.6294,4,38,7.5,1,9849,4,False,2.0041408,501.0352
930,1150,55.73618,4,38,8.5,7.5,9871.5,4,False,1.78355776,445.88944
931,1151,55.73383,4,38,8.5,2,9866,4,False,1.78348256,445.87064
932,1152,99.2019,6,38,7.5,5.5,9853.5,6,False,3.1744608,529.0768
933,1153,77.6778,5,38,8,3,9859,5,False,2.4856896,497.13792
934,1154,64.2868,4,38,8.5,4,9868,4,False,2.0571776,514.2944
935,1155,46.2173,3,38,9,6,9878,3,False,1.4789536,492.984533333333
936,1156,32.588,2,38,9.5,5.5,9885.5,2,False,1.042816,521.408
937,1157,17.2284,1,38,10,5,9893,1,False,0.5513088,551.3088
938,1158,72.3097,3,38,4,5,9797,3,False,2.3139104,771.303466666667
939,1159,75.9664,3,38,3,5,9781,3,False,2.4309248,810.308266666667
940,1160,60.0394,3,38,2.33333333333333,5.66666666666667,9771,3,False,1.9212608,640.420266666667
941,1161,72.2715,3,38,1,5,9749,3,False,2.312688,770.896
942,1162,55.8279,4,38,7.5,8.5,9856.5,4,False,1.7864928,446.6232
943,1163,62.3709,4,38,6.5,8.5,9840.5,4,False,1.9958688,498.9672
944,1164,55.82515,4,38,1,8.5,9752.5,4,False,1.7864048,446.6012
945,1165,64.7525,4,38,5.5,8.5,9824.5,4,False,2.07208,518.02
946,1166,62.3605,4,38,2,8.5,9768.5,4,False,1.995536,498.884
947,1167,71.88767,5,38,5,9,9817,5,False,2.30040544,460.081088
948,1168,48.343,3,38,3,9,9785,3,False,1.546976,515.658666666667
949,1169,73.33174,6,38,4.66666666666667,10.3333333333333,9813,6,False,2.34661568,391.102613333333
950,1170,69.1832,3,39,4,3,10051,3,False,2.2138624,737.954133333333
951,1171,55.54766,4,39,7.5,6.5,10110.5,4,False,1.77752512,444.38128
952,1172,69.122,3,39,4,0,10048,3,False,2.211904,737.301333333333
953,1173,55.55438,4,39,7.5,0,10104,4,False,1.77774016,444.43504
954,1174,71.9399,3,39,4,2,10050,3,False,2.3020768,767.358933333333
955,1175,57.8488,3,39,4.66666666666667,1.33333333333333,10060,3,False,1.8511616,617.053866666667
956,1176,61.9728,4,39,7.5,1,10105,4,False,1.9831296,495.7824
957,1177,61.9567,4,39,7.5,5.5,10109.5,4,False,1.9826144,495.6536
958,1178,64.2833,4,39,7.5,2,10106,4,False,2.0570656,514.2664
959,1179,64.308,4,39,7.5,4.5,10108.5,4,False,2.057856,514.464
960,1180,55.3226,4,39,8.5,3,10123,4,False,1.7703232,442.5808
961,1181,39.66483,3,39,9,5,10133,3,False,1.26927456,423.09152
962,1182,33.4505,3,39,9.66666666666667,4.33333333333333,10143,3,False,1.070416,356.805333333333
963,1183,70.2985,3,39,3,3,10035,3,False,2.249552,749.850666666667
964,1184,70.4303,3,39,0,3,9987,3,False,2.2537696,751.256533333333
965,1185,65.3232,3,39,3,4,10036,3,False,2.0903424,696.7808
966,1186,65.4995,3,39,1,4,10004,3,False,2.095984,698.661333333333
967,1187,54.5275,3,39,2.33333333333333,4.66666666666667,10026,3,False,1.74488,581.626666666667
968,1188,62.2279,4,39,6.5,6.5,10094.5,4,False,1.9912928,497.8232
969,1189,62.242,4,39,0,6.5,9990.5,4,False,1.991744,497.936
970,1190,55.45656,4,39,6.5,7.5,10095.5,4,False,1.77460992,443.65248
971,1191,55.47676,4,39,1,7.5,10007.5,4,False,1.77525632,443.81408
972,1192,59.7872,4,39,5.5,7.5,10079.5,4,False,1.9131904,478.2976
973,1193,59.7784,4,39,2,7.5,10023.5,4,False,1.9129088,478.2272
974,1194,63.9158,4,39,4.5,7.5,10063.5,4,False,2.0453056,511.3264
975,1195,95.6965,6,39,3.66666666666667,8.33333333333333,10051,6,False,3.062288,510.381333333333
976,1196,67.0597,3,40,4,1,10305,3,False,2.1459104,715.303466666667
977,1197,66.9826,3,40,4,4,10308,3,False,2.1434432,714.481066666667
978,1198,61.8672,4,40,7.5,7.5,10367.5,4,False,1.9797504,494.9376
979,1199,61.8595,4,40,7.5,1,10361,4,False,1.979504,494.876
980,1200,62.6494,3,40,5,4,10324,3,False,2.0047808,668.260266666667
981,1201,62.6966,3,40,5,2,10322,3,False,2.0062912,668.763733333333
982,1202,52.8885,3,40,5.66666666666667,3.33333333333333,10334,3,False,1.692432,564.144
983,1203,55.25204,4,40,8.5,7.5,10383.5,4,False,1.76806528,442.01632
984,1204,55.24181,4,40,8.5,2,10378,4,False,1.76773792,441.93448
985,1205,59.5107,4,40,8.5,6.5,10382.5,4,False,1.9043424,476.0856
986,1206,59.5171,4,40,8.5,3,10379,4,False,1.9045472,476.1368
987,1207,63.634,4,40,8.5,5.5,10381.5,4,False,2.036288,509.072
988,1208,45.8439,3,40,9,4,10388,3,False,1.4670048,489.0016
989,1209,49.6001,3,40,9.66666666666667,5.33333333333333,10400,3,False,1.5872032,529.067733333333
990,1210,66.1795,3,40,4,5,10309,3,False,2.117744,705.914666666667
991,1211,55.32687,4,40,7.5,8.5,10368.5,4,False,1.77045984,442.61496
992,1212,66.2537,3,40,1,5,10261,3,False,2.1201184,706.706133333333
993,1213,55.35422,4,40,1,8.5,10264.5,4,False,1.77133504,442.83376
994,1214,68.9031,3,40,3,5,10293,3,False,2.2048992,734.9664
995,1215,55.8309,3,40,2.33333333333333,5.66666666666667,10283,3,False,1.7865888,595.5296
996,1216,61.7012,4,40,6.5,8.5,10352.5,4,False,1.9744384,493.6096
997,1217,63.9461,4,40,5.5,8.5,10336.5,4,False,2.0462752,511.5688
998,1218,61.6744,4,40,2,8.5,10280.5,4,False,1.9735808,493.3952
999,1219,63.9391,4,40,3,8.5,10296.5,4,False,2.0460512,511.5128
1000,1220,55.11864,4,40,5.5,9.5,10337.5,4,False,1.76379648,440.94912
1001,1221,72.94156,6,40,4.66666666666667,10.3333333333333,10325,6,False,2.33412992,389.021653333333
1002,1222,88.80134,6,41,5.5,0,10584,6,False,2.84164288,473.607146666667
1003,1223,82.5246,5,41,6,1,10593,5,False,2.6407872,528.15744
1004,1224,88.72599,6,41,5.5,4.5,10588.5,6,False,2.83923168,473.20528
1005,1225,82.4779,5,41,6,4,10596,5,False,2.6392928,527.85856
1006,1226,65.0313,4,41,6.5,2,10602,4,False,2.0810016,520.2504
1007,1227,48.3506,3,41,7,4,10612,3,False,1.5472192,515.739733333333
1008,1228,39.73129,3,41,8,3,10627,3,False,1.27140128,423.800426666667
1009,1229,33.42487,3,41,8.66666666666667,4.33333333333333,10639,3,False,1.06959584,356.531946666667
1010,1230,84.9166,5,41,5,5,10581,5,False,2.7173312,543.46624
1011,1231,84.9505,5,41,0,5,10501,5,False,2.718416,543.6832
1012,1232,93.43852,6,41,1,5.5,10517.5,6,False,2.99003264,498.338773333333
1013,1233,93.277,6,41,4.5,5.5,10573.5,6,False,2.984864,497.477333333333
1014,1234,78.6681,5,41,4,6,10566,5,False,2.5173792,503.47584
1015,1235,60.2745,4,41,2,6.5,10534.5,4,False,1.928784,482.196
1016,1236,95.888,6,41,3.66666666666667,7.33333333333333,10562,6,False,3.068416,511.402666666667
1017,1237,83.0432,5,42,6,1,10849,5,False,2.6573824,531.47648
1018,1238,83.0237,5,42,6,6,10854,5,False,2.6567584,531.35168
1019,1239,91.39433,6,42,6.5,2,10858,6,False,2.92461856,487.436426666667
1020,1240,91.34956,6,42,6.5,5.5,10861.5,6,False,2.92318592,487.197653333333
1021,1241,77.4395,5,42,7,3,10867,5,False,2.478064,495.6128
1022,1242,59.7102,4,42,7.5,5.5,10877.5,4,False,1.9107264,477.6816
1023,1243,45.8777,3,42,8,4,10884,3,False,1.4680864,489.362133333333
1024,1244,49.5474,3,42,8.66666666666667,5.33333333333333,10896,3,False,1.5855168,528.5056
1025,1245,86.96582,6,42,5.5,6.5,10846.5,6,False,2.78290624,463.817706666667
1026,1246,87.11141,6,42,1,6.5,10774.5,6,False,2.78756512,464.594186666667
1027,1247,80.7346,5,42,5,7,10839,5,False,2.5835072,516.70144
1028,1248,80.7863,5,42,2,7,10791,5,False,2.5851616,517.03232
1029,1249,64.255,4,42,4.5,7.5,10831.5,4,False,2.05616,514.04
1030,1250,48.0498,3,42,3,8,10808,3,False,1.5375936,512.5312
1031,1251,72.8963,6,42,4.66666666666667,9.33333333333333,10836,6,False,2.3326816,388.780266666667
1032,1252,70.43782,5,43,5,0,11088,5,False,2.25401024,450.802048
1033,1253,70.40759,5,43,5,4,11092,5,False,2.25304288,450.608576
1034,1254,64.414,4,43,5.5,1,11097,4,False,2.061248,515.312
1035,1255,66.4616,4,43,5.5,3.5,11099.5,4,False,2.1267712,531.6928
1036,1256,48.584,3,43,6,2,11106,3,False,1.554688,518.229333333333
1037,1257,49.9243,3,43,6.66666666666667,3.33333333333333,11118,3,False,1.5975776,532.525866666667
1038,1258,66.4863,4,43,4.5,4.5,11084.5,4,False,2.1275616,531.8904
1039,1259,66.4743,4,43,0,4.5,11012.5,4,False,2.1271776,531.7944
1040,1260,74.65511,5,43,4,5,11077,5,False,2.38896352,477.792704
1041,1261,74.47274,5,43,1,5,11029,5,False,2.38312768,476.625536
1042,1262,61.3585,4,43,3.5,5.5,11069.5,4,False,1.963472,490.868
1043,1263,85.9288,6,43,2.66666666666667,6.33333333333333,11057,6,False,2.7497216,458.286933333333
1044,1264,65.7261,4,44,5.5,1,11353,4,False,2.1032352,525.8088
1045,1265,65.7271,4,44,5.5,5.5,11357.5,4,False,2.1032672,525.8168
1046,1266,73.66326,5,44,6,2,11362,5,False,2.35722432,471.444864
1047,1267,73.68408,5,44,6,5,11365,5,False,2.35789056,471.578112
1048,1268,60.7416,4,44,6.5,3,11371,4,False,1.9437312,485.9328
1049,1269,43.9495,3,44,7,5,11381,3,False,1.406384,468.794666666667
1050,1270,41.59,3,44,7.66666666666667,4.33333333333333,11391,3,False,1.33088,443.626666666667
1051,1271,69.39323,5,44,5,6,11350,5,False,2.22058336,444.116672
1052,1272,69.49162,5,44,1,6,11286,5,False,2.22373184,444.746368
1053,1273,63.7621,4,44,4.5,6.5,11342.5,4,False,2.0403872,510.0968
1054,1274,65.7755,4,44,2,6.5,11302.5,4,False,2.104816,526.204
1055,1275,48.2792,3,44,4,7,11335,3,False,1.5449344,514.978133333333
1056,1276,49.7167,3,44,3.33333333333333,7.66666666666667,11325,3,False,1.5909344,530.311466666667
1057,1277,68.91755,5,45,5,0,11600,5,False,2.2053616,441.07232
