,Layer,U,V,Type,Shape,ADCHits,TOXHits,EvSize,EvSizeXCheck,Elinks
1509,16,9,1,LD,F,1.36529,0.471887,16.8365,16,1
1510,16,5,6,LD,F,12.2214,1.57042,28.5477,29,1
1511,16,6,7,LD,F,6.10131,0.866336,21.9581,22,1
1512,16,7,8,LD,F,2.63679,0.790156,18.4251,19,1
1513,16,8,9,LD,F,1.3508,0.465289,16.8156,16,1
1514,16,6,3,LD,F,15.7108,2.01579,31.8674,33,1
1515,16,7,4,LD,F,8.26951,1.15213,24.3932,24,1
1516,16,8,5,LD,F,4.56346,0.68911,20.2475,21,1
1517,16,9,6,LD,F,1.95981,0.647659,17.6064,18,1
1518,16,10,7,LD,b,1.10965,0.393899,14.5028,14,1
1519,16,3,6,LD,F,15.6959,2.01878,31.8559,33,1
1520,16,3,7,LD,F,8.28038,1.16032,24.408,24,1
1521,16,3,8,LD,F,4.51525,0.690156,20.2001,21,1
1522,16,3,9,LD,F,1.97068,0.656368,17.6265,18,1
1523,16,3,10,LD,b,1.10005,0.383452,14.4828,14,1
1524,16,6,2,LD,F,14.7691,1.87315,31.0145,32,1
1525,16,7,2,LD,F,7.40229,1.04629,23.4276,23,1
1526,16,8,2,LD,F,3.94163,0.613196,19.5507,20,1
1527,16,9,2,LD,F,1.66976,0.579372,17.2485,18,1
1528,16,10,2,LD,a,0.836893,0.311263,10.1461,10,1
1529,16,4,6,LD,F,14.7693,1.88155,31.0144,32,1
1530,16,5,7,LD,F,7.36185,1.04924,23.3884,23,1
1531,16,6,8,LD,F,3.87538,0.608726,19.4799,20,1
1532,16,7,9,LD,F,1.62643,0.560784,17.1863,18,1
1533,16,8,10,LD,a,0.843562,0.304044,10.1459,10,1
1534,16,7,3,LD,F,8.33537,1.15569,24.4591,24,1
1535,16,8,4,LD,F,4.80505,0.722136,20.5199,21,1
1536,16,9,5,LD,F,2.17386,0.701969,17.8741,18,1
1537,16,10,6,LD,b,1.24347,0.429106,14.6714,14,1
1538,16,4,7,LD,F,8.28663,1.15163,24.4073,24,1
1539,16,4,8,LD,F,4.79322,0.72563,20.5103,21,1
1540,16,4,9,LD,F,2.16043,0.684214,17.8429,18,1
1541,16,4,10,LD,b,1.2317,0.423962,14.6548,14,1
1542,16,8,3,LD,F,4.50463,0.689305,20.1893,21,1
1543,16,9,3,LD,F,1.95419,0.651632,17.6049,18,1
1544,16,10,3,LD,b,1.09659,0.387992,14.4838,14,1
1545,16,9,4,LD,F,2.17522,0.696772,17.8711,18,1
1546,16,10,5,LD,b,1.28631,0.453494,14.7382,14,1
1547,16,10,4,LD,b,1.22953,0.42492,14.6536,14,1
1548,16,5,8,LD,F,4.50316,0.683505,20.1807,21,1
1549,16,6,9,LD,F,1.93209,0.633416,17.5639,18,1
1550,16,7,10,LD,b,1.09509,0.378308,14.4724,14,1
1551,16,5,9,LD,F,2.17077,0.693562,17.8631,18,1
1552,16,5,10,LD,b,1.27215,0.438258,14.7094,14,1
1553,16,6,10,LD,b,1.22279,0.433292,14.6543,14,1
1554,17,3,0,HD,F,74.1728,5.63608,90.4063,93,4
1555,17,2,0,HD,g,149.188,17.8081,147.004,150,4
1556,17,4,0,HD,F,33.8998,2.30507,61.0509,63,2
1557,17,3,3,HD,F,74.0118,5.66894,90.3197,93,4
1558,17,2,2,HD,g,148.859,17.7483,146.722,150,4
1559,17,4,4,HD,F,33.9371,2.30858,61.081,63,2
1560,17,2,1,HD,d,97.8632,13.7246,98.1547,97,3
1561,17,3,2,HD,F,102.574,8.5425,111.976,115,4
1562,17,4,3,HD,F,46.4681,3.19943,68.8564,66,3
1563,17,5,4,HD,F,21.8297,1.32249,50.1016,50,3
1564,17,1,2,HD,d,97.8496,13.7333,98.1558,97,3
1565,17,1,3,HD,F,102.68,8.54422,112.048,115,4
1566,17,1,4,HD,F,46.3786,3.20899,68.8248,66,3
1567,17,1,5,HD,F,21.8919,1.34035,50.1826,50,3
1568,17,3,1,HD,F,102.656,8.59567,112.074,115,4
1569,17,4,1,HD,F,46.4187,3.20532,68.8418,66,3
1570,17,5,1,HD,F,21.8115,1.32675,50.0934,50,3
1571,17,2,3,HD,F,102.555,8.57559,112.0,115,4
1572,17,3,4,HD,F,46.1619,3.17339,68.6876,66,3
1573,17,4,5,HD,F,21.784,1.32136,50.0605,50,3
1574,17,5,3,HD,F,26.5152,1.7403,54.7585,56,2
1575,17,4,2,HD,F,51.6334,3.58808,72.3502,71,3
1576,17,5,2,HD,F,26.7001,1.76364,54.9361,56,2
1577,17,2,5,HD,F,26.6213,1.74571,54.8463,56,2
1578,17,2,4,HD,F,51.6251,3.60899,72.3767,71,3
1579,17,3,5,HD,F,26.3863,1.71284,54.6193,55,2
1580,17,5,0,LD,F,17.9046,2.29874,33.62,35,1
1581,17,6,0,LD,F,8.83272,1.22073,24.9961,25,1
1582,17,7,0,LD,F,4.4701,0.685137,20.1482,20,1
1583,17,8,0,LD,F,1.8428,0.659737,17.5013,18,1
1584,17,9,0,LD,a,1.00944,0.374441,10.3801,10,1
1585,17,5,5,LD,F,17.8121,2.32517,33.5907,35,1
1586,17,6,6,LD,F,8.95818,1.24865,25.1471,25,1
1587,17,7,7,LD,F,4.43288,0.691007,20.1171,20,1
1588,17,8,8,LD,F,1.81687,0.661227,17.4775,18,1
1589,17,9,9,LD,a,1.00853,0.375151,10.3797,10,1
1590,17,6,5,LD,F,12.3009,1.60954,28.6295,29,1
1591,17,7,6,LD,F,6.20351,0.911724,22.0992,22,1
1592,17,8,7,LD,F,2.6147,0.83817,18.4517,19,1
1593,17,9,8,LD,F,1.34931,0.489287,16.8379,16,1
1594,17,1,6,LD,F,12.3098,1.62075,28.6618,29,1
1595,17,1,7,LD,F,6.12345,0.886928,21.9951,22,1
1596,17,1,8,LD,F,2.63012,0.842888,18.4714,19,1
1597,17,1,9,LD,F,1.34558,0.492214,16.837,16,1
1598,17,6,1,LD,F,12.3056,1.61687,28.6459,29,1
1599,17,7,1,LD,F,6.13868,0.884693,22.0082,22,1
1600,17,8,1,LD,F,2.6113,0.833523,18.4424,19,1
1601,17,9,1,LD,F,1.37891,0.508726,16.8867,17,1
1602,17,5,6,LD,F,12.2012,1.58622,28.5116,29,1
1603,17,6,7,LD,F,6.10463,0.872011,21.9635,22,1
1604,17,7,8,LD,F,2.6116,0.833629,18.443,19,1
1605,17,8,9,LD,F,1.352,0.489589,16.8408,16,1
1606,17,6,4,LD,F,14.7674,1.91924,31.0302,32,1
1607,17,7,5,LD,F,7.39193,1.07112,23.4327,23,1
1608,17,8,6,LD,F,3.87613,0.625027,19.4949,20,1
1609,17,9,7,LD,F,1.63533,0.594714,17.2294,18,1
1610,17,10,8,LD,a,0.903725,0.353618,10.2551,10,1
1611,17,2,6,LD,F,14.8245,1.89377,31.0321,32,1
1612,17,2,7,LD,F,7.40619,1.06937,23.4496,23,1
1613,17,2,8,LD,F,3.88212,0.625381,19.5033,20,1
1614,17,2,9,LD,F,1.63608,0.589287,17.2247,18,1
1615,17,2,10,LD,a,0.897552,0.350177,10.2456,10,1
1616,17,6,2,LD,F,14.7937,1.88753,31.0067,32,1
1617,17,7,2,LD,F,7.4293,1.06243,23.4657,23,1
1618,17,8,2,LD,F,3.92015,0.623732,19.5394,20,1
1619,17,9,2,LD,F,1.65255,0.604026,17.2557,18,1
1620,17,10,2,LD,a,0.903246,0.349291,10.2495,10,1
1621,17,4,6,LD,F,14.7255,1.91293,30.9827,32,1
1622,17,5,7,LD,F,7.36634,1.06838,23.4055,23,1
1623,17,6,8,LD,F,3.85404,0.618446,19.4671,20,1
1624,17,7,9,LD,F,1.61873,0.583806,17.2015,18,1
1625,17,8,10,LD,a,0.889961,0.341309,10.229,10,1
1626,17,6,3,LD,F,15.6712,2.02348,31.8185,33,1
1627,17,7,4,LD,F,8.25768,1.16887,24.3847,24,1
1628,17,8,5,LD,F,4.54816,0.699947,20.2404,21,1
1629,17,9,6,LD,F,1.91969,0.679674,17.5984,18,1
1630,17,10,7,LD,F,1.10215,0.41426,16.5161,16,1
1631,17,3,6,LD,F,15.6934,2.04716,31.8476,33,1
1632,17,3,7,LD,F,8.28099,1.17324,24.4111,24,1
1633,17,3,8,LD,F,4.51653,0.695832,20.2059,21,1
1634,17,3,9,LD,F,1.92552,0.675523,17.6003,18,1
1635,17,3,10,LD,F,1.10722,0.401614,16.5081,16,1
1636,17,7,3,LD,F,8.29562,1.18356,24.4356,24,1
1637,17,8,3,LD,F,4.50041,0.692462,20.1873,21,1
1638,17,9,3,LD,F,1.92368,0.687691,17.6105,18,1
1639,17,10,3,LD,F,1.10601,0.402891,16.5086,16,1
1640,17,4,7,LD,F,8.29521,1.174,24.4231,24,1
1641,17,5,8,LD,F,4.45074,0.6873,20.1324,20,1
1642,17,6,9,LD,F,1.90477,0.669103,17.5724,18,1
1643,17,7,10,LD,F,1.09523,0.398563,16.4927,16,1
1644,17,8,4,LD,F,4.77396,0.724938,20.49,21,1
1645,17,9,5,LD,F,2.14636,0.724672,17.8696,18,1
1646,17,10,6,LD,L,1.24583,0.452554,18.698,18,1
1647,17,4,8,LD,F,4.73968,0.731855,20.4605,21,1
1648,17,4,9,LD,F,2.13913,0.728255,17.8656,18,1
1649,17,4,10,LD,L,1.22595,0.450976,18.6768,18,1
1650,17,9,4,LD,F,2.13938,0.727616,17.8661,18,1
1651,17,10,4,LD,L,1.23702,0.453051,18.6894,18,1
1652,17,10,5,LD,b,1.28017,0.471763,14.75,14,1
1653,17,5,9,LD,F,2.129,0.73386,17.8615,18,1
1654,17,6,10,LD,L,1.24003,0.453547,18.6925,18,1
1655,17,5,10,LD,b,1.28122,0.460341,14.7402,14,1
1656,18,2,0,HD,g,135.945,15.0913,135.333,134,4
1657,18,3,0,HD,F,65.2682,5.20094,83.9628,85,3
1658,18,4,0,HD,F,30.1318,2.14026,58.3205,59,2
1659,18,2,2,HD,g,135.548,15.0346,135.013,134,4
1660,18,3,3,HD,F,65.454,5.23155,84.1147,85,3
1661,18,4,4,HD,F,30.0857,2.15009,58.2883,59,2
1662,18,2,1,HD,d,90.8952,11.8014,91.4324,93,3
1663,18,3,2,HD,F,90.9016,7.85743,103.203,102,4
1664,18,4,3,HD,F,41.1847,2.9895,65.8902,66,3
1665,18,5,4,HD,F,18.9863,1.59168,47.5643,48,3
1666,18,1,2,HD,d,90.9341,11.7955,91.4557,93,3
1667,18,1,3,HD,F,90.8016,7.82682,103.109,102,4
1668,18,1,4,HD,F,41.1366,2.96687,65.8415,66,3
1669,18,1,5,HD,F,18.9901,1.58448,47.5614,48,3
1670,18,3,1,HD,F,90.7411,7.82806,103.06,102,4
1671,18,4,1,HD,F,41.1665,2.97318,65.8411,66,3
1672,18,5,1,HD,F,18.9634,1.59569,47.546,48,3
1673,18,2,3,HD,F,90.6968,7.80397,102.995,102,4
1674,18,3,4,HD,F,40.9925,2.95552,65.7645,66,3
1675,18,4,5,HD,F,18.9348,1.57825,47.5008,48,3
1676,18,5,3,HD,F,23.5662,1.62588,52.0223,53,2
1677,18,4,2,HD,F,45.7726,3.35037,68.5224,66,3
1678,18,5,2,HD,F,23.6856,1.64202,52.1469,53,2
1679,18,2,5,HD,F,23.6146,1.63588,52.0672,53,2
1680,18,2,4,HD,F,45.8608,3.34058,68.5594,66,3
1681,18,3,5,HD,F,23.5175,1.62762,51.9742,53,2
1682,18,5,0,LD,F,16.3923,1.97026,32.3393,33,1
1683,18,6,0,LD,F,7.84576,1.03366,23.8546,24,1
1684,18,7,0,LD,F,3.8654,0.595885,19.4578,20,1
1685,18,8,0,LD,F,1.60067,0.543029,17.1429,18,1
1686,18,9,0,LD,a,0.880383,0.303973,10.1821,10,1
1687,18,5,5,LD,F,16.2523,1.98207,32.2433,33,1
1688,18,6,6,LD,F,7.94495,1.03954,23.9587,24,1
1689,18,7,7,LD,F,3.89434,0.595903,19.4867,20,1
1690,18,8,8,LD,F,1.59489,0.543739,17.138,18,1
1691,18,9,9,LD,a,0.882316,0.307716,10.1875,10,1
1692,18,6,5,LD,F,10.9908,1.39191,27.2556,27,1
1693,18,7,6,LD,F,5.42932,0.774885,21.1975,21,1
1694,18,8,7,LD,F,2.26681,0.683664,17.95,18,1
1695,18,9,8,LD,F,1.17341,0.406066,16.5792,16,1
1696,18,1,6,LD,F,10.961,1.38386,27.2235,27,1
1697,18,1,7,LD,F,5.37308,0.763622,21.1299,21,1
1698,18,1,8,LD,F,2.2751,0.699202,17.9733,18,1
1699,18,1,9,LD,F,1.17001,0.405161,16.5746,16,1
1700,18,6,1,LD,F,11.0103,1.38849,27.2717,27,1
1701,18,7,1,LD,F,5.39028,0.755108,21.1369,21,1
1702,18,8,1,LD,F,2.28482,0.690901,17.9744,18,1
1703,18,9,1,LD,F,1.18865,0.413551,16.6017,16,1
1704,18,5,6,LD,F,10.9331,1.3705,27.1827,27,1
1705,18,6,7,LD,F,5.35397,0.759471,21.1065,21,1
1706,18,7,8,LD,F,2.25475,0.681128,17.9344,18,1
1707,18,8,9,LD,F,1.1671,0.391291,16.5579,16,1
1708,18,6,4,LD,F,13.3683,1.63888,29.6549,30,1
1709,18,7,5,LD,F,6.52047,0.902554,22.4096,23,1
1710,18,8,6,LD,F,3.36822,0.529585,18.8939,19,1
1711,18,9,7,LD,F,1.42971,0.49585,16.9252,16,1
1712,18,10,8,LD,a,0.777013,0.288915,10.0645,10,1
1713,18,2,6,LD,F,13.3665,1.63842,29.6468,30,1
1714,18,2,7,LD,F,6.49337,0.901987,22.3845,22,1
1715,18,2,8,LD,F,3.36717,0.530099,18.8949,19,1
1716,18,2,9,LD,F,1.42536,0.492533,16.9174,16,1
1717,18,2,10,LD,a,0.761848,0.282121,10.0423,10,1
1718,18,6,2,LD,F,13.3409,1.63911,29.6263,30,1
1719,18,7,2,LD,F,6.57797,0.927013,22.4916,23,1
1720,18,8,2,LD,F,3.38911,0.530951,18.917,19,1
1721,18,9,2,LD,F,1.44594,0.495566,16.9412,16,1
1722,18,10,2,LD,a,0.778645,0.293349,10.0702,10,1
1723,18,4,6,LD,F,13.3143,1.63219,29.5916,30,1
1724,18,5,7,LD,F,6.51908,0.913994,22.4204,23,1
1725,18,6,8,LD,F,3.35972,0.530472,18.8869,19,1
1726,18,7,9,LD,F,1.41156,0.482157,16.8933,16,1
1727,18,8,10,LD,a,0.763498,0.287123,10.0492,10,1
1728,18,6,3,LD,F,14.2556,1.73311,30.493,31,1
1729,18,7,4,LD,F,7.27909,1.00993,23.2712,23,1
1730,18,8,5,LD,F,3.95495,0.595548,19.546,20,1
1731,18,9,6,LD,F,1.68138,0.573838,17.2545,18,1
1732,18,10,7,LD,b,0.956864,0.342284,14.2985,14,1
1733,18,3,6,LD,F,14.2346,1.74069,30.4718,31,1
1734,18,3,7,LD,F,7.30981,1.01309,23.3034,23,1
1735,18,3,8,LD,F,3.91428,0.600319,19.5103,20,1
1736,18,3,9,LD,F,1.67387,0.566034,17.2395,18,1
1737,18,3,10,LD,b,0.949326,0.32563,14.2742,14,1
1738,18,7,3,LD,F,7.34645,1.0168,23.3444,23,1
1739,18,8,3,LD,F,3.92377,0.595867,19.5161,20,1
1740,18,9,3,LD,F,1.66742,0.570096,17.2371,18,1
1741,18,10,3,LD,b,0.953902,0.331075,14.2846,14,1
1742,18,4,7,LD,F,7.27512,0.992586,23.2502,23,1
1743,18,5,8,LD,F,3.84305,0.5953,19.4349,20,1
1744,18,6,9,LD,F,1.66548,0.553583,17.2182,18,1
1745,18,7,10,LD,b,0.950337,0.338844,14.2884,14,1
1746,18,8,4,LD,F,4.16249,0.614278,19.7723,20,1
1747,18,9,5,LD,F,1.84571,0.596843,17.4414,18,1
1748,18,10,6,LD,b,1.06571,0.376215,14.4411,14,1
1749,18,4,8,LD,F,4.14136,0.620362,19.7545,20,1
1750,18,4,9,LD,F,1.86855,0.60596,17.4733,18,1
1751,18,4,10,LD,b,1.05763,0.37022,14.4272,14,1
1752,18,9,4,LD,F,1.8602,0.601029,17.4605,18,1
1753,18,10,4,LD,b,1.07636,0.380011,14.4556,14,1
1754,18,10,5,LD,b,1.1293,0.391061,14.5191,14,1
1755,18,5,9,LD,F,1.85587,0.596169,17.4511,18,1
1756,18,6,10,LD,b,1.07568,0.362611,14.4368,14,1
1757,18,5,10,LD,b,1.10238,0.377918,14.4797,14,1
1758,19,2,0,HD,g,140.628,15.9308,139.35,140,4
1759,19,3,0,HD,F,66.8872,4.97105,84.8145,87,3
1760,19,4,0,HD,F,30.5319,2.03748,58.4019,60,2
1761,19,2,2,HD,g,140.392,15.8492,139.106,139,4
1762,19,3,3,HD,F,66.7064,4.95062,84.6393,87,3
1763,19,4,4,HD,F,30.6157,2.02943,58.4605,60,2
1764,19,2,1,HD,d,94.0391,12.4453,94.1857,93,3
1765,19,3,2,HD,F,93.02,7.47496,104.3,103,4
1766,19,4,3,HD,F,41.936,2.83418,66.156,66,3
1767,19,5,4,HD,F,19.62,1.13366,47.731,48,3
1768,19,1,2,HD,d,94.0419,12.4657,94.2051,93,3
1769,19,1,3,HD,F,92.8893,7.46495,104.198,103,4
1770,19,1,4,HD,F,41.7655,2.81456,66.0303,66,3
1771,19,1,5,HD,F,19.6005,1.13068,47.7105,48,3
1772,19,3,1,HD,F,92.9215,7.479,104.25,103,4
1773,19,4,1,HD,F,41.7589,2.79482,66.0179,66,3
1774,19,5,1,HD,F,19.6261,1.13313,47.7405,48,3
1775,19,2,3,HD,F,92.7957,7.47815,104.164,103,4
1776,19,3,4,HD,F,41.7038,2.81536,66.0112,66,3
1777,19,4,5,HD,F,19.597,1.12389,47.7026,48,3
1778,19,5,3,HD,F,23.9042,1.54452,52.1899,53,2
1779,19,4,2,HD,F,46.6006,3.16908,68.9002,66,3
1780,19,5,2,HD,F,23.9881,1.55708,52.2883,53,2
1781,19,2,5,HD,F,23.945,1.56382,52.2471,53,2
1782,19,2,4,HD,F,46.652,3.16222,68.9264,66,3
1783,19,3,5,HD,F,23.8422,1.54076,52.1331,53,2
1784,19,5,0,LD,F,16.0978,2.03349,32.1512,33,1
1785,19,6,0,LD,F,7.86078,1.08975,23.9191,24,1
1786,19,7,0,LD,F,3.90633,0.608407,19.5099,20,1
1787,19,8,0,LD,F,1.58047,0.56364,17.1433,18,1
1788,19,9,0,LD,b,0.893295,0.329212,14.2216,14,1
1789,19,5,5,LD,F,16.2828,2.0436,32.3032,33,1
1790,19,6,6,LD,F,7.84429,1.07577,23.8839,24,1
1791,19,7,7,LD,F,3.91853,0.611582,19.5251,20,1
1792,19,8,8,LD,F,1.59413,0.56591,17.1593,18,1
1793,19,9,9,LD,b,0.886343,0.324193,14.2096,14,1
1794,19,6,5,LD,F,11.0311,1.42361,27.3034,27,1
1795,19,7,6,LD,F,5.41297,0.784498,21.1884,21,1
1796,19,8,7,LD,F,2.24434,0.703317,17.9467,18,1
1797,19,9,8,LD,F,1.17841,0.422313,16.6004,16,1
1798,19,1,6,LD,F,10.9743,1.40933,27.2394,27,1
1799,19,1,7,LD,F,5.38217,0.774743,21.1477,21,1
1800,19,1,8,LD,F,2.25711,0.72829,17.9845,18,1
1801,19,1,9,LD,F,1.18285,0.431288,16.6136,16,1
1802,19,6,1,LD,F,10.9935,1.41447,27.2567,27,1
1803,19,7,1,LD,F,5.39722,0.776446,21.1625,21,1
1804,19,8,1,LD,F,2.25578,0.721532,17.9759,18,1
1805,19,9,1,LD,L,1.19127,0.430294,18.6212,18,1
1806,19,5,6,LD,F,10.9753,1.39353,27.2164,27,1
1807,19,6,7,LD,F,5.36265,0.762114,21.1148,21,1
1808,19,7,8,LD,F,2.22366,0.718961,17.9411,18,1
1809,19,8,9,LD,L,1.17448,0.420575,18.5949,18,1
1810,19,6,4,LD,F,13.3684,1.68567,29.663,30,1
1811,19,7,5,LD,F,6.5586,0.926091,22.4667,23,1
1812,19,8,6,LD,F,3.34212,0.552962,18.8914,19,1
1813,19,9,7,LD,F,1.41742,0.503583,16.9204,17,1
1814,19,10,8,LD,a,0.818109,0.315183,10.1319,10,1
1815,19,2,6,LD,F,13.3269,1.64328,29.5872,30,1
1816,19,2,7,LD,F,6.54892,0.923005,22.4556,23,1
1817,19,2,8,LD,F,3.34684,0.535686,18.8798,19,1
1818,19,2,9,LD,F,1.41722,0.510376,16.9271,17,1
1819,19,2,10,LD,a,0.806119,0.314757,10.1185,10,1
1820,19,6,2,LD,F,13.3337,1.6619,29.6039,30,1
1821,19,7,2,LD,F,6.61799,0.935882,22.5373,23,1
1822,19,8,2,LD,F,3.3978,0.546736,18.9416,19,1
1823,19,9,2,LD,F,1.44154,0.515307,16.9563,17,1
1824,19,10,2,LD,a,0.816744,0.323129,10.1374,10,1
1825,19,4,6,LD,F,13.3173,1.65105,29.576,30,1
1826,19,5,7,LD,F,6.54716,0.930507,22.4594,23,1
1827,19,6,8,LD,F,3.34824,0.53542,18.8794,19,1
1828,19,7,9,LD,F,1.41568,0.509702,16.925,17,1
1829,19,8,10,LD,a,0.811405,0.315431,10.1251,10,1
1830,19,6,3,LD,F,14.1813,1.75059,30.4139,31,1
1831,19,7,4,LD,F,7.25624,1.02219,23.2542,23,1
1832,19,8,5,LD,F,3.95404,0.60917,19.5585,20,1
1833,19,9,6,LD,F,1.69221,0.592551,17.2842,18,1
1834,19,10,7,LD,F,0.963781,0.35917,16.3227,16,1
1835,19,3,6,LD,F,14.2179,1.78861,30.4661,31,1
1836,19,3,7,LD,F,7.26398,1.01804,23.2563,23,1
1837,19,3,8,LD,F,3.9047,0.607857,19.5063,20,1
1838,19,3,9,LD,F,1.66603,0.584764,17.2503,18,1
1839,19,3,10,LD,F,0.969049,0.356155,16.3248,16,1
1840,19,7,3,LD,F,7.3379,1.02671,23.3404,23,1
1841,19,8,3,LD,F,3.93551,0.606492,19.5379,20,1
1842,19,9,3,LD,F,1.64778,0.581181,17.2283,18,1
1843,19,10,3,LD,F,0.967542,0.349911,16.3171,16,1
1844,19,4,7,LD,F,7.26807,1.02416,23.2676,23,1
1845,19,5,8,LD,F,3.87176,0.599255,19.4665,20,1
1846,19,6,9,LD,F,1.6417,0.57829,17.219,18,1
1847,19,7,10,LD,F,0.969049,0.357219,16.3256,16,1
1848,19,8,4,LD,F,4.11744,0.62806,19.7406,20,1
1849,19,9,5,LD,F,1.8356,0.624619,17.4591,18,1
1850,19,10,6,LD,L,1.08028,0.395956,18.4758,18,1
1851,19,4,8,LD,F,4.1508,0.635562,19.7786,20,1
1852,19,4,9,LD,F,1.83358,0.645956,17.4782,18,1
1853,19,4,10,LD,L,1.0737,0.386928,18.4604,18,1
1854,19,9,4,LD,F,1.82817,0.639766,17.4671,18,1
1855,19,10,4,LD,L,1.08086,0.396275,18.4767,18,1
1856,19,10,5,LD,b,1.12311,0.408212,14.5299,14,1
1857,19,5,9,LD,F,1.83347,0.625098,17.4577,18,1
1858,19,6,10,LD,L,1.07398,0.398652,18.4719,18,1
1859,19,5,10,LD,b,1.12907,0.402944,14.5312,14,1
1860,20,2,0,HD,g,128.942,13.8361,129.435,127,4
1861,20,3,0,HD,F,59.7795,4.66368,79.2443,80,3
1862,20,4,0,HD,F,27.5881,1.92496,56.012,57,2
1863,20,2,2,HD,g,128.668,13.7646,129.178,127,4
1864,20,3,3,HD,F,59.7495,4.63092,79.2134,80,3
1865,20,4,4,HD,F,27.5453,1.91884,55.9648,57,2
1866,20,2,1,HD,d,87.4704,10.885,88.2384,89,3
1867,20,3,2,HD,F,83.4073,6.9404,97.3913,94,4
1868,20,4,3,HD,F,37.6763,2.64936,63.7848,66,3
1869,20,5,4,HD,F,17.2869,1.43303,45.7132,45,3
1870,20,1,2,HD,d,87.5105,10.8815,88.2548,90,3
1871,20,1,3,HD,F,83.2208,6.9506,97.3035,94,4
1872,20,1,4,HD,F,37.7184,2.66039,63.8054,66,3
1873,20,1,5,HD,F,17.2812,1.43478,45.707,45,3
1874,20,3,1,HD,F,83.3133,6.99832,97.4156,94,4
1875,20,4,1,HD,F,37.7066,2.67627,63.8081,66,3
1876,20,5,1,HD,F,17.2503,1.43803,45.683,45,3
1877,20,2,3,HD,F,83.3252,6.93496,97.3337,94,4
1878,20,3,4,HD,F,37.602,2.64056,63.7355,66,3
1879,20,4,5,HD,F,17.288,1.42595,45.708,45,3
1880,20,5,3,HD,F,21.6468,1.48136,50.0295,50,2
1881,20,4,2,HD,F,41.9246,2.99065,66.2448,66,3
1882,20,5,2,HD,F,21.683,1.46687,50.0587,50,2
1883,20,2,5,HD,F,21.6728,1.46334,50.039,50,2
1884,20,2,4,HD,F,42.0749,3.01442,66.3283,66,3
1885,20,3,5,HD,F,21.5705,1.45842,49.9339,50,2
1886,20,5,0,LD,F,14.9003,1.76114,31.048,32,1
1887,20,6,0,LD,F,6.95553,0.945672,22.8873,23,1
1888,20,7,0,LD,F,3.46309,0.537105,18.9977,19,1
1889,20,8,0,LD,F,1.40851,0.475931,16.8839,16,1
1890,20,9,0,LD,a,0.786041,0.274743,10.059,10,1
1891,20,5,5,LD,F,15.0758,1.7635,31.1871,32,1
1892,20,6,6,LD,F,7.03033,0.945938,22.9615,23,1
1893,20,7,7,LD,F,3.45889,0.535119,18.9911,19,1
1894,20,8,8,LD,F,1.38491,0.477155,16.8614,16,1
1895,20,9,9,LD,a,0.799361,0.273821,10.0703,10,1
1896,20,6,5,LD,F,10.0022,1.24074,26.1711,26,1
1897,20,7,6,LD,F,4.84714,0.675612,20.5184,21,1
1898,20,8,7,LD,F,1.98086,0.601685,17.5819,18,1
1899,20,9,8,LD,F,1.04839,0.355268,16.4033,16,1
1900,20,1,6,LD,F,9.99078,1.23209,26.1504,26,1
1901,20,1,7,LD,F,4.77969,0.666637,20.4413,21,1
1902,20,1,8,LD,F,1.99104,0.620965,17.6112,18,1
1903,20,1,9,LD,F,1.04161,0.358496,16.3998,16,1
1904,20,6,1,LD,F,9.96332,1.2312,26.1205,26,1
1905,20,7,1,LD,F,4.82171,0.676428,20.4924,21,1
1906,20,8,1,LD,F,1.98711,0.609489,17.5954,18,1
1907,20,9,1,LD,F,1.06295,0.356172,16.4188,16,1
1908,20,5,6,LD,F,9.95034,1.22171,26.1026,26,1
1909,20,6,7,LD,F,4.78592,0.679603,20.4607,21,1
1910,20,7,8,LD,F,1.9743,0.605427,17.5786,18,1
1911,20,8,9,LD,F,1.05268,0.353051,16.4057,16,1
1912,20,6,4,LD,F,12.2249,1.47198,28.4774,28,1
1913,20,7,5,LD,F,5.9078,0.810571,21.7101,22,1
1914,20,8,6,LD,F,2.96524,0.478361,18.441,18,1
1915,20,9,7,LD,F,1.24933,0.421887,16.6708,16,1
1916,20,10,8,LD,a,0.718021,0.262008,9.97882,10,1
1917,20,2,6,LD,F,12.203,1.44706,28.4431,28,1
1918,20,2,7,LD,F,5.87293,0.806705,21.6713,22,1
1919,20,2,8,LD,F,2.96105,0.47375,18.4333,18,1
1920,20,2,9,LD,F,1.2497,0.432919,16.6823,16,1
1921,20,2,10,LD,a,0.706297,0.261458,9.96628,10,1
1922,20,6,2,LD,F,12.1385,1.43973,28.383,28,1
1923,20,7,2,LD,F,5.91016,0.811884,21.7151,22,1
1924,20,8,2,LD,F,2.97136,0.476109,18.4456,18,1
1925,20,9,2,LD,F,1.27857,0.443047,16.7212,16,1
1926,20,10,2,LD,a,0.713338,0.26967,9.98136,10,1
1927,20,4,6,LD,F,12.1882,1.44624,28.4243,28,1
1928,20,5,7,LD,F,5.919,0.811298,21.7218,22,1
1929,20,6,8,LD,F,2.93648,0.464189,18.3982,18,1
1930,20,7,9,LD,F,1.27042,0.428361,16.6986,16,1
1931,20,8,10,LD,a,0.709915,0.266761,9.97494,10,1
1932,20,6,3,LD,F,13.0827,1.54299,29.3164,30,1
1933,20,7,4,LD,F,6.50768,0.893384,22.3911,23,1
