,Layer,U,V,Type,Shape,ADCHits,TOXHits,EvSize,EvSizeXCheck,Elinks
2576,26,10,6,LD,L,0.750319,0.263232,18.0134,18,1
2577,26,4,8,LD,F,2.71568,0.426463,18.1402,18,1
2578,26,4,9,LD,F,1.20665,0.40502,16.6108,16,1
2579,26,4,10,LD,L,0.73707,0.252448,17.9894,18,1
2580,26,9,4,LD,F,1.22105,0.415768,16.6364,16,1
2581,26,10,4,LD,R,0.746364,0.259986,18.0062,18,1
2582,26,10,5,LD,L,0.774122,0.266566,18.0404,18,1
2583,26,5,9,LD,F,1.20211,0.403618,16.6054,16,1
2584,26,6,10,LD,R,0.758904,0.259862,18.0185,18,1
2585,26,5,10,LD,L,0.775718,0.273147,18.0487,18,1
2586,27,4,0,HD,F,23.1335,1.46171,51.4009,51,2
2587,27,2,0,HD,g,64.5131,4.69204,77.502,78,3
2588,27,3,0,HD,F,51.3711,3.57634,72.1729,70,3
2589,27,4,4,HD,F,23.1524,1.46265,51.4223,51,2
2590,27,2,2,HD,g,64.1074,4.72653,77.2593,78,3
2591,27,3,3,HD,F,51.1572,3.59048,72.0045,70,3
2592,27,4,3,HD,F,31.4886,2.01873,59.1552,60,2
2593,27,2,1,HD,d,31.0439,2.28836,41.9352,42,2
2594,27,3,2,HD,F,70.0351,5.41951,87.4501,90,4
2595,27,5,4,HD,F,14.2958,0.718446,42.0108,42,1
2596,27,1,4,HD,F,31.4255,2.03632,59.111,60,2
2597,27,1,2,HD,d,31.0214,2.28313,41.9202,42,2
2598,27,1,3,HD,F,70.0896,5.38061,87.4348,90,4
2599,27,1,5,HD,F,14.2338,0.728716,41.9587,42,1
2600,27,3,1,HD,F,69.9955,5.35631,87.3609,90,4
2601,27,4,1,HD,F,31.4832,2.02627,59.1502,60,2
2602,27,5,1,HD,F,14.207,0.716566,41.9215,42,1
2603,27,2,3,HD,F,70.033,5.40779,87.4349,90,4
2604,27,3,4,HD,F,31.4297,2.03276,59.1177,60,2
2605,27,4,5,HD,F,14.2736,0.716779,41.9883,42,1
2606,27,5,2,HD,F,18.1729,1.12318,46.2494,46,2
2607,27,5,3,HD,F,18.1811,1.13521,46.2651,46,3
2608,27,4,2,HD,F,35.3558,2.27118,62.0294,64,3
2609,27,3,5,HD,F,18.1187,1.1124,46.1836,46,2
2610,27,2,5,HD,F,18.1506,1.12082,46.2187,46,3
2611,27,2,4,HD,F,35.4319,2.28883,62.0936,64,3
2612,27,5,0,LD,F,12.4292,1.43198,28.6114,28,1
2613,27,6,0,LD,F,5.40122,0.745672,21.1395,21,1
2614,27,7,0,LD,F,2.24108,0.659737,17.8996,18,1
2615,27,8,0,LD,F,1.08739,0.381376,16.4683,16,1
2616,27,9,0,LD,F,0.653086,0.235208,15.8878,16,1
2617,27,5,5,LD,F,12.3825,1.43264,28.5719,28,1
2618,27,6,6,LD,F,5.4386,0.741806,21.1715,21,1
2619,27,7,7,LD,F,2.25704,0.651774,17.9082,18,1
2620,27,8,8,LD,F,1.10032,0.388347,16.4882,16,1
2621,27,9,9,LD,F,0.642923,0.241203,15.8835,16,1
2622,27,6,5,LD,F,7.92132,0.984569,23.8798,24,1
2623,27,7,6,LD,F,3.70271,0.542143,19.2411,20,1
2624,27,8,7,LD,F,1.46387,0.485438,16.9489,16,1
2625,27,9,8,LD,F,0.830702,0.295779,16.1264,16,1
2626,27,10,9,LD,a,0.430844,0.174707,9.60472,9,1
2627,27,1,6,LD,F,7.85931,0.978929,23.8101,24,1
2628,27,1,7,LD,F,3.68425,0.533327,19.2149,20,1
2629,27,1,8,LD,F,1.4735,0.491752,16.9647,16,1
2630,27,1,9,LD,F,0.824548,0.291149,16.1153,16,1
2631,27,1,10,LD,a,0.433327,0.176481,9.6089,9,1
2632,27,6,1,LD,F,7.88899,0.980099,23.8423,24,1
2633,27,7,1,LD,F,3.69136,0.54498,19.2325,20,1
2634,27,8,1,LD,F,1.46499,0.493047,16.9573,16,1
2635,27,9,1,LD,F,0.854079,0.30447,16.1581,16,1
2636,27,10,1,LD,a,0.429762,0.17249,9.60137,9,1
2637,27,5,6,LD,F,7.88893,0.973874,23.8362,24,1
2638,27,6,7,LD,F,3.68037,0.534303,19.2118,20,1
2639,27,7,8,LD,F,1.46215,0.482582,16.9441,16,1
2640,27,8,9,LD,F,0.833647,0.291664,16.1251,16,1
2641,27,9,10,LD,a,0.427332,0.175328,9.60216,9,1
2642,27,6,4,LD,F,9.84276,1.18012,25.9433,26,1
2643,27,7,5,LD,F,4.67144,0.652572,20.3186,21,1
2644,27,8,6,LD,F,1.92591,0.606793,17.5315,18,1
2645,27,9,7,LD,F,1.00349,0.362433,16.3658,16,1
2646,27,10,8,LD,F,0.566016,0.213409,15.7793,16,1
2647,27,2,6,LD,F,9.79654,1.16105,25.8817,26,1
2648,27,2,7,LD,F,4.65456,0.648315,20.2982,21,1
2649,27,2,8,LD,F,1.92666,0.593189,17.5191,18,1
2650,27,2,9,LD,F,1.00326,0.356971,16.3602,16,1
2651,27,2,10,LD,F,0.568198,0.216389,15.7842,16,1
2652,27,6,2,LD,F,9.77558,1.1652,25.8646,26,1
2653,27,7,2,LD,F,4.65993,0.639518,20.2949,21,1
2654,27,8,2,LD,F,1.91705,0.586751,17.503,18,1
2655,27,9,2,LD,F,1.00142,0.355232,16.3561,16,1
2656,27,10,2,LD,F,0.583576,0.217435,15.8009,16,1
2657,27,4,6,LD,F,9.78409,1.16217,25.8702,26,1
2658,27,5,7,LD,F,4.66538,0.651295,20.3116,21,1
2659,27,6,8,LD,F,1.92354,0.590369,17.5136,18,1
2660,27,7,9,LD,F,0.995548,0.355977,16.3514,16,1
2661,27,8,10,LD,F,0.571284,0.216531,15.7876,16,1
2662,27,6,3,LD,F,10.5355,1.22989,26.6618,27,1
2663,27,7,4,LD,F,5.21809,0.71105,20.9221,21,1
2664,27,8,5,LD,F,2.66651,0.432192,18.0965,18,1
2665,27,9,6,LD,F,1.14635,0.414101,16.56,16,1
2666,27,10,7,LD,L,0.674849,0.245424,17.9201,18,1
2667,27,3,6,LD,F,10.54,1.23608,26.6726,27,1
2668,27,3,7,LD,F,5.19118,0.701135,20.8855,21,1
2669,27,3,8,LD,F,2.61483,0.423005,18.0357,18,1
2670,27,3,9,LD,F,1.12731,0.39122,16.5184,16,1
2671,27,3,10,LD,L,0.683523,0.246932,17.9303,18,1
2672,27,7,3,LD,F,5.20731,0.722934,20.9231,21,1
2673,27,8,3,LD,F,2.61234,0.417967,18.0283,18,1
2674,27,9,3,LD,F,1.13554,0.40321,16.5386,16,1
2675,27,10,3,LD,L,0.684285,0.246169,17.9305,18,1
2676,27,4,7,LD,F,5.16587,0.707485,20.8659,21,1
2677,27,5,8,LD,F,2.63217,0.422384,18.0525,18,1
2678,27,6,9,LD,F,1.12451,0.390085,16.5144,16,1
2679,27,7,10,LD,L,0.66967,0.243739,17.9131,18,1
2680,27,8,4,LD,F,2.78597,0.442958,18.2263,18,1
2681,27,9,5,LD,F,1.20956,0.426694,16.6356,16,1
2682,27,10,6,LD,F,0.769156,0.276818,16.0458,16,1
2683,27,11,7,LD,d,0.381571,0.14984,9.53099,9,1
2684,27,4,8,LD,F,2.76234,0.431376,18.1904,18,1
2685,27,4,9,LD,F,1.20709,0.428946,16.6353,16,1
2686,27,4,10,LD,F,0.755037,0.268499,16.0232,16,1
2687,27,4,11,LD,d,0.385651,0.146311,9.53175,9,1
2688,27,9,4,LD,F,1.21896,0.431447,16.6498,16,1
2689,27,10,4,LD,R,0.764686,0.273271,18.038,18,1
2690,27,11,4,LD,d,0.378201,0.148617,9.52641,9,1
2691,27,10,5,LD,L,0.776144,0.266034,18.0416,18,1
2692,27,5,9,LD,F,1.21309,0.422437,16.6347,16,1
2693,27,6,10,LD,R,0.753459,0.269085,18.0222,18,1
2694,27,7,11,LD,d,0.390085,0.154913,9.54432,9,1
2695,27,5,10,LD,L,0.7931,0.285527,18.0783,18,1
2696,28,4,0,HD,F,21.6744,1.39918,49.9901,50,2
2697,28,2,0,HD,g,58.84,4.21506,73.3954,76,3
2698,28,3,0,HD,F,47.8544,3.3729,69.6675,66,3
2699,28,4,4,HD,F,21.735,1.40328,50.0605,50,2
2700,28,2,2,HD,g,58.4,4.20633,73.0736,75,3
2701,28,3,3,HD,F,47.5711,3.38299,69.5119,66,3
2702,28,2,1,HD,d,28.5734,2.04555,39.9735,40,2
2703,28,3,2,HD,F,64.186,5.07634,83.0671,84,3
2704,28,4,3,HD,F,29.356,1.91545,57.5234,58,2
2705,28,5,4,HD,F,12.9181,1.08721,41.0039,41,1
2706,28,1,2,HD,d,28.6332,2.04989,40.0165,40,2
2707,28,1,3,HD,F,64.1249,5.07616,83.0029,84,3
2708,28,1,4,HD,F,29.3651,1.942,57.5515,58,2
2709,28,1,5,HD,F,12.8233,1.08726,40.9091,41,1
2710,28,3,1,HD,F,64.0281,5.10051,82.9578,84,4
2711,28,4,1,HD,F,29.4166,1.94413,57.6002,58,2
2712,28,5,1,HD,F,12.8114,1.0776,40.8875,41,1
2713,28,2,3,HD,F,64.2202,5.11563,83.1031,84,4
2714,28,3,4,HD,F,29.2993,1.92423,57.4713,58,2
2715,28,4,5,HD,F,12.8798,1.08893,40.9677,41,1
2716,28,5,2,HD,F,17.0187,1.06215,45.0606,45,2
2717,28,5,3,HD,F,17.0476,1.06759,45.092,45,3
2718,28,4,2,HD,F,33.0701,2.15734,60.5653,62,3
2719,28,3,5,HD,F,16.9928,1.06875,45.0426,45,2
2720,28,2,5,HD,F,17.0513,1.07953,45.1081,45,3
2721,28,2,4,HD,F,33.1152,2.15562,60.5887,62,3
2722,28,5,0,LD,F,11.8796,1.28182,27.9997,28,1
2723,28,6,0,LD,F,5.06183,0.661458,20.7183,21,1
2724,28,7,0,LD,F,2.10777,0.572455,17.679,18,1
2725,28,8,0,LD,F,1.03439,0.342781,16.377,16,1
2726,28,9,0,LD,F,0.602253,0.207077,15.809,16,1
2727,28,5,5,LD,F,11.6704,1.279,27.8059,28,1
2728,28,6,6,LD,F,5.13547,0.659933,20.7903,21,1
2729,28,7,7,LD,F,2.08776,0.580046,17.6672,18,1
2730,28,8,8,LD,F,1.02912,0.339482,16.368,16,1
2731,28,9,9,LD,F,0.602731,0.208691,15.8109,16,1
2732,28,6,5,LD,F,7.47327,0.874814,23.3344,23,1
2733,28,7,6,LD,F,3.44961,0.488631,18.9362,18,1
2734,28,8,7,LD,F,1.35983,0.430454,16.79,16,1
2735,28,9,8,LD,F,0.778042,0.253778,16.0317,16,1
2736,28,10,9,LD,a,0.389837,0.145087,9.5343,9,1
2737,28,1,6,LD,F,7.40887,0.875984,23.269,23,1
2738,28,1,7,LD,F,3.42402,0.480383,18.9028,18,1
2739,28,1,8,LD,F,1.3702,0.434587,16.8045,16,1
2740,28,1,9,LD,F,0.769173,0.252182,16.0212,16,1
2741,28,1,10,LD,a,0.391611,0.14835,9.53915,9,1
2742,28,6,1,LD,F,7.37836,0.881518,23.2457,23,1
2743,28,7,1,LD,F,3.46206,0.480401,18.9397,18,1
2744,28,8,1,LD,F,1.36724,0.432157,16.7988,16,1
2745,28,9,1,LD,F,0.795247,0.260181,16.0552,16,1
2746,28,10,1,LD,a,0.39138,0.147464,9.53844,9,1
2747,28,5,6,LD,F,7.44746,0.872543,23.3055,23,1
2748,28,6,7,LD,F,3.43794,0.482707,18.919,18,1
2749,28,7,8,LD,F,1.36962,0.423537,16.7925,16,1
2750,28,8,9,LD,F,0.780738,0.253565,16.0342,16,1
2751,28,9,10,LD,a,0.397588,0.145601,9.54285,9,1
2752,28,6,4,LD,F,9.24486,1.05302,25.2574,25,1
2753,28,7,5,LD,F,4.3589,0.581323,19.9375,20,1
2754,28,8,6,LD,F,1.80387,0.517719,17.3205,18,1
2755,28,9,7,LD,F,0.930383,0.311263,16.2416,16,1
2756,28,10,8,LD,b,0.532299,0.189695,13.7218,14,1
2757,28,2,6,LD,F,9.25592,1.03867,25.2522,25,1
2758,28,2,7,LD,F,4.36204,0.582192,19.9412,20,1
2759,28,2,8,LD,F,1.77886,0.513551,17.2919,18,1
2760,28,2,9,LD,F,0.927829,0.305002,16.2328,16,1
2761,28,2,10,LD,b,0.54718,0.198883,13.7456,14,1
2762,28,6,2,LD,F,9.26907,1.03436,25.2607,25,1
2763,28,7,2,LD,F,4.32132,0.566477,19.8846,20,1
2764,28,8,2,LD,F,1.79143,0.514668,17.3058,18,1
2765,28,9,2,LD,F,0.939535,0.313285,16.2527,16,1
2766,28,10,2,LD,b,0.547304,0.193384,13.7405,14,1
2767,28,4,6,LD,F,9.21736,1.05291,25.2263,25,1
2768,28,5,7,LD,F,4.3296,0.566921,19.8931,20,1
2769,28,6,8,LD,F,1.78645,0.513072,17.2991,18,1
2770,28,7,9,LD,F,0.932973,0.305161,16.238,16,1
2771,28,8,10,LD,b,0.549681,0.187407,13.7368,14,1
2772,28,6,3,LD,F,10.0161,1.1125,26.0659,26,1
2773,28,7,4,LD,F,4.86979,0.629745,20.4955,21,1
2774,28,8,5,LD,F,2.45676,0.376907,17.8324,17,1
2775,28,9,6,LD,F,1.07512,0.353335,16.4282,16,1
2776,28,10,7,LD,F,0.639127,0.210465,15.8494,16,1
2777,28,3,6,LD,F,10.0252,1.10624,26.069,26,1
2778,28,3,7,LD,F,4.84264,0.625949,20.4657,21,1
2779,28,3,8,LD,F,2.42373,0.373962,17.7961,17,1
2780,28,3,9,LD,F,1.05234,0.349095,16.4012,16,1
2781,28,3,10,LD,F,0.637318,0.216885,15.854,16,1
2782,28,7,3,LD,F,4.88883,0.636236,20.5209,21,1
2783,28,8,3,LD,F,2.4495,0.38276,17.831,17,1
2784,28,9,3,LD,F,1.05587,0.349415,16.4051,16,1
2785,28,10,3,LD,F,0.646293,0.220521,15.8668,16,1
2786,28,4,7,LD,F,4.85303,0.648847,20.4987,21,1
2787,28,5,8,LD,F,2.45025,0.378308,17.8275,17,1
2788,28,6,9,LD,F,1.04931,0.342604,16.3917,16,1
2789,28,7,10,LD,F,0.639677,0.217613,15.8572,16,1
2790,28,8,4,LD,F,2.57096,0.392107,17.9613,18,1
2791,28,9,5,LD,F,1.12976,0.372543,16.502,16,1
2792,28,10,6,LD,F,0.722189,0.240812,15.9628,16,1
2793,28,11,7,LD,d,0.349326,0.133771,9.48299,9,1
2794,28,4,8,LD,F,2.54454,0.394271,17.9369,18,1
2795,28,4,9,LD,F,1.13627,0.366087,16.5017,16,1
2796,28,4,10,LD,F,0.704452,0.235278,15.9393,16,1
2797,28,4,11,LD,d,0.341806,0.127634,9.46923,9,1
2798,28,9,4,LD,F,1.13597,0.377634,16.513,16,1
2799,28,10,4,LD,R,0.712061,0.239624,17.9516,18,1
2800,28,11,4,LD,d,0.343526,0.132618,9.47593,9,1
2801,28,10,5,LD,L,0.723891,0.238453,17.9619,18,1
2802,28,5,9,LD,F,1.13675,0.378184,16.5146,16,1
2803,28,6,10,LD,R,0.724601,0.243029,17.9673,18,1
2804,28,7,11,LD,d,0.349805,0.135208,9.48443,9,1
2805,28,5,10,LD,L,0.7406,0.244821,17.9851,18,1
2806,29,4,0,HD,F,19.739,1.06179,47.7324,48,2
2807,29,2,0,HD,a,61.5767,3.69624,63.7782,63,3
2808,29,3,0,HD,F,43.5952,2.51089,66.6538,66,3
2809,29,4,3,HD,F,19.8267,1.05624,47.8065,48,3
2810,29,2,1,HD,a,61.0886,3.69487,63.4679,62,2
2811,29,3,2,HD,F,43.5708,2.50206,66.6428,66,3
2812,29,4,2,HD,F,23.6957,1.31337,51.7721,52,2
2813,29,3,1,HD,F,50.3306,3.00309,70.9143,68,3
2814,29,4,1,HD,F,23.7133,1.28526,51.7596,52,2
2815,29,5,0,LD,F,10.571,1.03022,26.4934,27,1
2816,29,6,0,LD,F,4.64707,0.558514,20.1991,21,1
2817,29,7,0,LD,F,1.88485,0.509667,17.3933,18,1
2818,29,8,0,LD,F,0.959649,0.287939,16.2467,16,1
2819,29,9,0,LD,F,0.559844,0.180578,15.7404,16,1
2820,29,5,4,LD,F,10.4508,1.04009,26.3886,26,1
2821,29,6,5,LD,F,4.64592,0.549273,20.1898,21,1
2822,29,7,6,LD,F,1.83716,0.484729,17.321,17,1
2823,29,8,7,LD,F,0.958744,0.298989,16.257,16,1
2824,29,9,8,LD,F,0.559188,0.17719,15.7361,16,1
2825,29,5,1,LD,F,13.4948,1.29163,29.4082,29,1
2826,29,6,1,LD,F,6.06687,0.685811,21.7409,22,1
2827,29,7,1,LD,F,2.83757,0.384675,18.2199,18,1
2828,29,8,1,LD,F,1.16155,0.360216,16.5209,16,1
2829,29,9,1,LD,F,0.701543,0.213906,15.9151,16,1
2830,29,10,1,LD,a,0.369918,0.124122,9.4936,9,1
2831,29,5,3,LD,F,13.4853,1.27889,29.3807,29,1
2832,29,6,4,LD,F,6.06314,0.67398,21.7254,22,1
2833,29,7,5,LD,F,2.86861,0.3837,18.2491,18,1
2834,29,8,6,LD,F,1.16408,0.353122,16.5165,16,1
2835,29,9,7,LD,F,0.709897,0.212806,15.9224,16,1
2836,29,10,8,LD,a,0.359099,0.126623,9.48466,9,1
2837,29,5,2,LD,F,14.9262,1.38368,30.6714,31,1
2838,29,6,2,LD,F,7.10993,0.751029,22.843,23,1
2839,29,7,2,LD,F,3.44479,0.424938,18.8668,18,1
2840,29,8,2,LD,F,1.40919,0.397943,16.8063,16,1
2841,29,9,2,LD,F,0.809205,0.237407,16.0463,16,1
2842,29,10,2,LD,L,0.475168,0.153281,17.6283,17,1
2843,29,6,3,LD,F,7.14035,0.751898,22.8721,23,1
2844,29,7,4,LD,F,3.45984,0.434853,18.8911,18,1
2845,29,8,5,LD,F,1.43821,0.419138,16.8566,16,1
2846,29,9,6,LD,F,0.837549,0.246648,16.084,16,1
2847,29,10,7,LD,R,0.467081,0.151596,17.6186,17,1
2848,29,7,3,LD,F,3.68026,0.453494,19.1301,19,1
2849,29,8,3,LD,F,1.58792,0.439624,17.027,17,1
2850,29,9,3,LD,F,0.898404,0.277403,16.1753,16,1
2851,29,10,3,LD,L,0.549344,0.173962,17.7228,18,1
2852,29,8,4,LD,F,1.58077,0.438134,17.0173,17,1
2853,29,9,5,LD,F,0.899521,0.273342,16.1726,16,1
2854,29,10,6,LD,R,0.54271,0.17077,17.7135,18,1
2855,29,9,4,LD,F,0.929674,0.284551,16.2137,16,1
2856,29,10,4,LD,b,0.576978,0.180436,13.7566,14,1
2857,29,10,5,LD,b,0.567063,0.177723,13.744,14,1
2858,29,2,2,HD,F,76.6444,4.29429,90.612,91,3
2859,29,3,3,HD,F,29.7528,1.62825,57.4096,59,2
2860,29,4,4,HD,F,13.0742,0.532281,40.6048,41,1
2861,29,0,2,HD,F,76.6329,4.26343,90.5649,91,3
2862,29,0,3,HD,F,29.7368,1.64455,57.4106,59,2
2863,29,0,4,HD,F,12.9995,0.527758,40.5245,41,1
2864,29,1,4,HD,F,17.8822,0.734409,45.6102,46,3
2865,29,1,2,HD,b,78.1506,4.49248,86.1668,85,3
2866,29,1,3,HD,F,38.2069,2.14028,63.5212,65,3
2867,29,3,4,HD,F,18.1556,0.979549,46.083,46,3
2868,29,2,4,HD,F,19.7696,1.05837,47.754,48,2
2869,29,2,3,HD,F,38.1889,2.14691,63.524,65,3
2870,29,5,5,LD,F,7.02774,0.747517,22.7578,23,1
2871,29,6,6,LD,F,3.25999,0.413409,18.6704,18,1
2872,29,7,7,LD,F,1.2688,0.390741,16.6586,16,1
2873,29,8,8,LD,L,0.749894,0.229833,17.9796,18,1
2874,29,0,5,LD,F,7.14777,0.748333,22.8745,23,1
2875,29,0,6,LD,F,3.2127,0.412203,18.6227,18,1
2876,29,0,7,LD,F,1.24017,0.377989,16.6172,16,1
2877,29,0,8,LD,L,0.739518,0.226286,17.9654,18,1
2878,29,4,5,LD,F,9.61974,0.981838,25.5304,26,1
2879,29,5,6,LD,F,4.37306,0.526818,19.8955,20,1
2880,29,6,7,LD,F,1.75466,0.475967,17.2299,17,1
2881,29,7,8,LD,F,0.928432,0.28182,16.21,16,1
2882,29,8,9,LD,F,0.523466,0.171408,15.6948,16,1
2883,29,1,5,LD,F,9.69777,0.961547,25.5918,26,1
2884,29,1,6,LD,F,4.34358,0.513178,19.852,20,1
2885,29,1,7,LD,F,1.73333,0.464473,17.1966,17,1
2886,29,1,8,LD,F,0.924246,0.277474,16.2013,16,1
2887,29,1,9,LD,F,0.543845,0.172756,15.7162,16,1
2888,29,3,5,LD,F,11.4045,1.12104,27.3705,27,1
2889,29,4,6,LD,F,5.21575,0.612114,20.8194,21,1
2890,29,5,7,LD,F,2.55167,0.349361,17.8993,18,1
2891,29,6,8,LD,F,1.09301,0.330631,16.4232,16,1
2892,29,7,9,LD,F,0.642639,0.197339,15.8397,16,1
2893,29,8,10,LD,a,0.31238,0.106456,9.41799,9,1
2894,29,2,5,LD,F,11.4303,1.10874,27.3714,27,1
2895,29,2,6,LD,F,5.21726,0.613019,20.8224,21,1
2896,29,2,7,LD,F,2.53365,0.347446,17.8792,18,1
2897,29,2,8,LD,F,1.08909,0.336751,16.4255,16,1
2898,29,2,9,LD,F,0.654505,0.195282,15.8496,16,1
2899,29,2,10,LD,a,0.311015,0.110039,9.41971,9,1
2900,29,3,6,LD,F,5.51621,0.634108,21.142,22,1
2901,29,4,7,LD,F,2.84865,0.380756,18.2268,18,1
2902,29,5,8,LD,F,1.21754,0.365413,16.5823,16,1
2903,29,6,9,LD,F,0.752572,0.226676,15.9789,16,1
2904,29,7,10,LD,b,0.431962,0.150035,13.5817,13,1
2905,29,3,7,LD,F,2.85035,0.379727,18.2266,18,1
2906,29,3,8,LD,F,1.2075,0.364739,16.5717,16,1
2907,29,3,9,LD,F,0.740582,0.223661,15.964,16,1
2908,29,3,10,LD,b,0.426783,0.142799,13.5694,13,1
2909,29,4,8,LD,F,1.25552,0.380968,16.6355,16,1
2910,29,5,9,LD,F,0.799823,0.238081,16.0374,16,1
2911,29,6,10,LD,F,0.469457,0.155658,15.6246,15,1
2912,29,4,9,LD,L,0.808053,0.240458,18.0476,18,1
2913,29,4,10,LD,F,0.478148,0.157538,15.6355,15,1
2914,30,3,1,HD,F,71.1007,3.94691,86.6338,90,4
2915,30,4,1,HD,F,26.4572,1.44633,54.388,54,2
2916,30,5,1,HD,F,11.2238,0.457201,38.6799,38,1
2917,30,3,3,HD,F,71.0931,3.9809,86.6501,90,3
2918,30,4,4,HD,F,26.3928,1.43186,54.3318,54,2
2919,30,5,5,HD,F,11.292,0.459223,38.7497,38,1
2920,30,5,2,HD,F,15.7734,0.637726,43.4062,44,2
2921,30,3,2,HD,b,71.4719,4.18214,81.4714,78,3
2922,30,4,2,HD,F,34.7607,1.93578,61.2501,64,3
2923,30,5,4,HD,F,15.7508,0.643491,43.3891,44,2
2924,30,4,3,HD,F,34.8336,1.93712,61.2944,64,3
2925,30,5,3,HD,F,17.9363,0.947889,45.8344,46,2
2926,30,6,1,LD,F,6.06391,0.674902,21.7255,22,1
2927,30,7,1,LD,F,2.73918,0.364136,18.101,18,1
2928,30,8,1,LD,F,1.09246,0.333434,16.4251,16,1
2929,30,9,1,LD,F,0.636201,0.196133,15.8318,16,1
2930,30,10,1,LD,a,0.386148,0.123572,9.50832,9,1
2931,30,6,6,LD,F,6.1204,0.670575,21.7782,22,1
2932,30,7,7,LD,F,2.71979,0.366265,18.0833,18,1
2933,30,8,8,LD,F,1.07538,0.332423,16.4073,16,1
2934,30,9,9,LD,F,0.666974,0.203086,15.8697,16,1
2935,30,10,10,LD,a,0.373359,0.121444,9.49347,9,1
2936,30,6,2,LD,F,8.38741,0.85752,24.2018,24,1
2937,30,7,2,LD,F,3.78852,0.461245,19.2443,19,1
2938,30,8,2,LD,F,1.46407,0.41426,16.8772,16,1
2939,30,9,2,LD,F,0.803742,0.246293,16.0494,16,1
2940,30,10,2,LD,L,0.474583,0.155303,17.6299,17,1
2941,30,6,5,LD,F,8.37136,0.861618,24.1923,24,1
2942,30,7,6,LD,F,3.79675,0.461245,19.2521,19,1
2943,30,8,7,LD,F,1.46722,0.416868,16.883,16,1
2944,30,9,8,LD,F,0.79812,0.245051,16.0428,16,1
2945,30,10,9,LD,L,0.475984,0.150745,17.6265,17,1
2946,30,6,3,LD,F,9.94688,0.974672,25.8376,26,1
2947,30,7,3,LD,F,4.55493,0.534019,20.0821,21,1
2948,30,8,3,LD,F,1.83136,0.479549,17.3096,17,1
2949,30,9,3,LD,F,0.958833,0.285775,16.2442,16,1
2950,30,10,3,LD,F,0.581891,0.178929,15.7607,16,1
2951,30,11,3,LD,a,0.321816,0.112948,9.43372,9,1
2952,30,6,4,LD,F,9.96939,0.991149,25.8716,26,1
2953,30,7,5,LD,F,4.55862,0.525842,20.079,21,1
2954,30,8,6,LD,F,1.85656,0.494289,17.3494,17,1
2955,30,9,7,LD,F,0.973537,0.299503,16.2726,16,1
2956,30,10,8,LD,F,0.581979,0.177723,15.7595,16,1
2957,30,11,9,LD,a,0.315697,0.105357,9.42049,9,1
2958,30,7,4,LD,F,4.83379,0.566087,20.3934,21,1
2959,30,8,5,LD,F,2.42237,0.328024,17.749,17,1
2960,30,9,6,LD,F,1.06939,0.324956,16.3939,16,1
2961,30,10,7,LD,F,0.658531,0.203689,15.8618,16,1
2962,30,11,8,LD,F,0.378805,0.119777,15.4985,15,1
2963,30,8,4,LD,F,2.44173,0.337389,17.7768,17,1
2964,30,9,4,LD,F,1.05419,0.31293,16.3666,16,1
2965,30,10,4,LD,F,0.650887,0.193952,15.8441,16,1
2966,30,11,4,LD,F,0.3884,0.127031,15.5153,15,1
2967,30,9,5,LD,F,1.07928,0.33386,16.4124,16,1
2968,30,10,5,LD,F,0.696967,0.2094,15.906,16,1
2969,30,11,5,LD,L,0.413959,0.132494,17.5463,17,1
2970,30,10,6,LD,F,0.695442,0.21238,15.9076,16,1
2971,30,11,6,LD,d,0.432636,0.141185,9.57226,9,1
2972,30,11,7,LD,L,0.410855,0.136768,17.5476,17,1
2973,30,1,5,HD,F,17.7335,0.72116,45.4459,46,3
2974,30,1,3,HD,a,56.3204,3.47277,60.0714,60,3
2975,30,1,4,HD,F,39.9245,2.27733,64.5521,65,3
2976,30,4,5,HD,F,17.7342,0.727794,45.4556,46,3
2977,30,2,3,HD,a,55.7741,3.4439,59.6832,60,3
2978,30,3,4,HD,F,40.0564,2.2737,64.6269,65,3
2979,30,2,5,HD,F,21.4899,1.16043,49.5095,49,2
2980,30,2,4,HD,F,46.6452,2.74028,68.5583,66,3
2981,30,3,5,HD,F,21.4985,1.15291,49.5195,49,2
2982,30,5,6,LD,F,9.11146,0.905427,24.9598,25,1
2983,30,6,7,LD,F,4.01387,0.472916,19.4825,19,1
2984,30,7,8,LD,F,1.55676,0.438755,16.9948,17,1
2985,30,8,9,LD,F,0.846027,0.257112,16.1024,16,1
2986,30,9,10,LD,F,0.489624,0.160074,15.6495,15,1
2987,30,1,6,LD,F,9.14358,0.901579,24.9821,25,1
2988,30,1,7,LD,F,4.04457,0.476144,19.5167,19,1
2989,30,1,8,LD,F,1.54126,0.428131,16.9687,17,1
2990,30,1,9,LD,F,0.838436,0.252377,16.0904,16,1
2991,30,1,10,LD,F,0.474565,0.147233,15.6215,15,1
2992,30,4,6,LD,F,11.8941,1.13338,27.8173,28,1
2993,30,5,7,LD,F,5.09855,0.583239,20.674,21,1
2994,30,6,8,LD,F,2.38677,0.322845,17.7073,17,1
2995,30,7,9,LD,F,1.0135,0.304558,16.3176,16,1
2996,30,8,10,LD,F,0.617843,0.190653,15.808,16,1
2997,30,9,11,LD,a,0.348989,0.121479,9.46939,9,1
2998,30,2,6,LD,F,11.8629,1.14007,27.7989,28,1
2999,30,2,7,LD,F,5.11125,0.590263,20.6909,21,1
