,Slinks,DAQlpGBT,link variable,Total lpGBT of Slinks,total rate,lpGBT Rates,FPGA,Event-Buffer,Total lpGBT of FPGA,Total Rate of FPGA
431,99,1054,single,10,597.02042,94.5233,7,30,60,6059.75464
432,100,337,single,4,482.5251,120.6025,7,30,60,6059.75464
433,100,662,single,4,482.5251,178.9051,7,30,60,6059.75464
434,100,1325,single,4,482.5251,48.8082,7,30,60,6059.75464
435,100,1189,single,4,482.5251,62.242,7,30,60,6059.75464
436,101,242,single,4,442.54624,120.3111,20,29,58,5904.53197
437,101,948,single,4,442.54624,171.2256,20,29,58,5904.53197
438,101,1366,single,4,442.54624,12.3632,20,29,58,5904.53197
439,101,1228,single,4,442.54624,39.73129,20,29,58,5904.53197
440,102,244,single,4,466.68111,120.4111,10,30,60,6061.42143
441,102,947,single,4,466.68111,171.1454,10,30,60,6061.42143
442,102,635,single,4,466.68111,45.8462,10,30,60,6061.42143
443,102,1173,single,4,466.68111,55.55438,10,30,60,6061.42143
444,103,1064,single,4,484.40022,119.2185,12,29,58,5856.84287
445,103,726,single,4,484.40022,173.4449,12,29,58,5856.84287
446,103,1033,single,4,484.40022,52.8935,12,29,58,5856.84287
447,103,691,single,4,484.40022,54.3436,12,29,58,5856.84287
448,104,503,single,4,469.89966,119.0074,22,29,58,5939.77161
449,104,724,single,4,469.89966,173.665,22,29,58,5939.77161
450,104,1339,single,4,469.89966,41.3924,22,29,58,5939.77161
451,104,601,single,4,469.89966,45.683,22,29,58,5939.77161
452,105,245,single,4,491.7165,120.2869,13,30,60,5865.92746
453,105,906,single,4,491.7165,179.7316,13,30,60,5865.92746
454,105,699,single,4,491.7165,44.2858,13,30,60,5865.92746
455,105,655,single,4,491.7165,49.8219,13,30,60,5865.92746
456,106,243,single,4,488.1033,120.1801,9,28,56,5850.34882
457,106,540,single,4,488.1033,172.6916,9,28,56,5850.34882
458,106,1405,single,4,488.1033,19.8996,9,28,56,5850.34882
459,106,1483,single,4,488.1033,27.7104,9,28,56,5850.34882
460,107,399,single,4,475.7798,120.2766,23,29,58,5930.02649
461,107,541,single,4,475.7798,172.6008,23,29,58,5930.02649
462,107,1114,single,4,475.7798,17.2101,23,29,58,5930.02649
463,107,620,single,4,475.7798,52.6218,23,29,58,5930.02649
464,108,205,single,4,486.0446,142.5941,26,29,58,5860.48822
465,108,176,single,4,486.0446,172.6239,26,29,58,5860.48822
466,108,1362,single,4,486.0446,12.5774,26,29,58,5860.48822
467,108,751,single,4,486.0446,48.926,26,29,58,5860.48822
468,109,649,single,4,477.7261,103.9851,8,29,58,5884.42103
469,109,48,single,4,477.7261,119.8868,8,29,58,5884.42103
470,109,573,single,4,477.7261,173.3066,8,29,58,5884.42103
471,109,1035,single,4,477.7261,40.11649,8,29,58,5884.42103
472,110,49,single,6,494.94792,119.8472,16,30,60,5903.08506
473,110,572,single,6,494.94792,173.3784,16,30,60,5903.08506
474,110,1157,single,6,494.94792,17.2284,16,30,60,5903.08506
475,110,578,single,6,494.94792,85.0163,16,30,60,5903.08506
476,110,1313,single,6,494.94792,85.9104,16,30,60,5903.08506
477,110,865,single,6,494.94792,92.4637,16,30,60,5903.08506
478,111,501,single,6,494.9171,118.958,15,30,60,5984.42539
479,111,880,single,6,494.9171,174.446,15,30,60,5984.42539
480,111,1402,single,6,494.9171,19.8778,15,30,60,5984.42539
481,111,1251,single,6,494.9171,72.8963,15,30,60,5984.42539
482,111,766,single,6,494.9171,79.4483,15,30,60,5984.42539
483,111,1046,single,6,494.9171,87.88855,15,30,60,5984.42539
484,112,394,single,4,492.9946,112.0621,6,29,58,5859.27776
485,112,853,single,4,492.9946,181.5421,6,29,58,5859.27776
486,112,717,single,4,492.9946,53.9639,6,29,58,5859.27776
487,112,531,single,4,492.9946,58.2883,6,29,58,5859.27776
488,113,366,single,4,492.8593,101.8058,17,28,56,5893.57518
489,113,396,single,4,492.8593,112.1518,17,28,56,5893.57518
490,113,478,single,4,492.8593,181.5367,17,28,56,5893.57518
491,113,1323,single,4,492.8593,49.6576,17,28,56,5893.57518
492,114,153,single,6,518.9193,112.279,26,29,58,5860.48822
493,114,852,single,6,518.9193,181.4455,26,29,58,5860.48822
494,114,778,single,6,518.9193,60.87351,26,29,58,5860.48822
495,114,743,single,6,518.9193,91.08482,26,29,58,5860.48822
496,114,967,single,6,518.9193,96.43854,26,29,58,5860.48822
497,114,518,single,6,518.9193,101.517,26,29,58,5860.48822
498,115,273,single,4,486.31124,112.7151,1,30,60,6032.95737
499,115,108,single,4,486.31124,181.0429,1,30,60,6032.95737
500,115,1132,single,4,486.31124,46.5985,1,30,60,6032.95737
501,115,999,single,4,486.31124,56.29768,1,30,60,6032.95737
502,116,152,single,8,578.55756,112.3653,25,29,58,5981.63386
503,116,54,single,8,578.55756,144.5187,25,29,58,5981.63386
504,116,1424,single,8,578.55756,23.952,25,29,58,5981.63386
505,116,747,single,8,578.55756,72.017,25,29,58,5981.63386
506,116,861,single,8,578.55756,84.53665,25,29,58,5981.63386
507,116,422,single,8,578.55756,97.5803,25,29,58,5981.63386
508,116,1052,single,8,578.55756,99.5389,25,29,58,5981.63386
509,116,491,single,8,578.55756,101.2149,25,29,58,5981.63386
510,117,272,single,4,490.9814,112.7718,14,28,56,5912.37323
511,117,109,single,4,490.9814,181.0358,14,28,56,5912.37323
512,117,1344,single,4,490.9814,12.9048,14,28,56,5912.37323
513,117,1409,single,4,490.9814,19.8945,14,28,56,5912.37323
514,118,395,single,6,494.86524,112.0603,9,28,56,5850.34882
515,118,509,single,6,494.86524,181.8423,9,28,56,5850.34882
516,118,569,single,6,494.86524,47.7405,9,28,56,5850.34882
517,118,618,single,6,494.86524,72.5622,9,28,56,5850.34882
518,118,493,single,6,494.86524,77.4153,9,28,56,5850.34882
519,118,991,single,6,494.86524,80.2726,9,28,56,5850.34882
520,119,402,single,6,526.5087,111.9873,3,28,56,5925.88257
521,119,78,single,6,526.5087,159.3039,3,28,56,5925.88257
522,119,1411,single,6,526.5087,19.9093,3,28,56,5925.88257
523,119,1136,single,6,526.5087,33.62777,3,28,56,5925.88257
524,119,561,single,6,526.5087,58.4019,3,28,56,5925.88257
525,119,371,single,6,526.5087,80.6542,3,28,56,5925.88257
526,120,1340,single,4,477.4566,12.9137,5,29,58,5863.71984
527,120,1014,single,4,477.4566,55.98889,5,29,58,5863.71984
528,121,240,single,6,508.53243,106.3634,17,28,56,5893.57518
529,121,506,single,6,508.53243,180.6876,17,28,56,5893.57518
530,121,1368,single,6,508.53243,12.3769,17,28,56,5893.57518
531,121,1418,single,6,508.53243,24.411,17,28,56,5893.57518
532,121,673,single,6,508.53243,78.739,17,28,56,5893.57518
533,121,642,single,6,508.53243,90.37017,17,28,56,5893.57518
534,122,1357,single,6,500.8827,12.5762,10,30,60,6061.42143
535,122,1186,single,6,500.8827,65.4995,10,30,60,6061.42143
536,122,898,single,6,500.8827,94.5606,10,30,60,6061.42143
537,122,1152,single,6,500.8827,99.2019,10,30,60,6061.42143
538,123,535,single,6,494.40713,113.4029,5,29,58,5863.71984
539,123,504,single,6,494.40713,180.9158,5,29,58,5863.71984
540,123,1455,single,6,494.40713,23.4361,5,29,58,5863.71984
541,123,1252,single,6,494.40713,70.43782,5,29,58,5863.71984
542,123,1117,single,6,494.40713,72.4962,5,29,58,5863.71984
543,123,789,single,6,494.40713,100.5836,5,29,58,5863.71984
544,124,567,single,6,504.29459,113.7408,23,29,58,5930.02649
545,124,147,single,6,504.29459,147.0924,23,29,58,5930.02649
546,124,685,single,6,504.29459,51.867,23,29,58,5930.02649
547,124,672,single,6,504.29459,78.8171,23,29,58,5930.02649
548,124,461,single,6,504.29459,81.8057,23,29,58,5930.02649
549,124,826,single,6,504.29459,100.0066,23,29,58,5930.02649
550,125,565,single,6,478.47412,113.887,19,28,56,5834.37495
551,125,207,single,6,478.47412,180.5887,19,28,56,5834.37495
552,125,889,single,6,478.47412,43.7143,19,28,56,5834.37495
