,Slinks,DAQlpGBT,link variable,Total lpGBT of Slinks,total rate,lpGBT Rates,FPGA,Event-Buffer,Total lpGBT of FPGA,Total Rate of FPGA
861,151,243,single,8,683.6967,120.1801,5,28,54,5486.45375
862,151,1003,single,8,683.6967,159.0017,5,28,54,5486.45375
863,151,1464,single,8,683.6967,27.9834,5,28,54,5486.45375
864,151,1253,single,8,683.6967,70.40759,5,28,54,5486.45375
865,151,1240,single,8,683.6967,91.34956,5,28,54,5486.45375
866,152,372,single,7,690.68024,104.2306,24,28,52,5485.61659
867,152,637,single,7,690.68024,167.0605,24,28,52,5485.61659
868,152,1436,single,7,690.68024,23.649,24,28,52,5485.61659
869,152,1326,single,7,690.68024,56.99653,24,28,52,5485.61659
870,152,607,single,7,690.68024,100.0714,24,28,52,5485.61659
871,153,399,single,6,686.9825,120.2766,3,30,55,5482.9233
872,153,698,single,6,686.9825,156.4669,3,30,55,5482.9233
873,153,206,single,6,686.9825,180.6562,3,30,55,5482.9233
874,153,1208,single,6,686.9825,45.8439,3,30,55,5482.9233
875,153,1180,single,6,686.9825,55.3226,3,30,55,5482.9233
876,153,1231,single,6,686.9825,84.9505,3,30,55,5482.9233
877,154,245,single,7,688.0382,120.2869,11,30,57,5524.91148
878,154,239,single,7,688.0382,159.0196,11,30,57,5524.91148
879,154,46,single,7,688.0382,178.1,11,30,57,5524.91148
880,154,1035,single,7,688.0382,40.11649,11,30,57,5524.91148
881,154,1191,single,7,688.0382,55.47676,11,30,57,5524.91148
882,154,776,single,7,688.0382,74.2319,11,30,57,5524.91148
883,154,742,single,7,688.0382,91.18451,11,30,57,5524.91148
884,155,242,single,6,684.8449,120.3111,4,28,53,5474.07182
885,155,271,single,6,684.8449,165.8879,4,28,53,5474.07182
886,155,948,single,6,684.8449,171.2256,4,28,53,5474.07182
887,155,1434,single,6,684.8449,23.942,4,28,53,5474.07182
888,155,1242,single,6,684.8449,59.7102,4,28,53,5474.07182
889,155,203,single,6,684.8449,80.836,4,28,53,5474.07182
890,156,244,single,7,685.60349,120.4111,24,28,52,5485.61659
891,156,906,single,7,685.60349,179.7316,24,28,52,5485.61659
892,156,1496,single,7,685.60349,27.4548,24,28,52,5485.61659
893,156,1202,single,7,685.60349,52.8885,24,28,52,5485.61659
894,156,904,single,7,685.60349,81.9806,24,28,52,5485.61659
895,157,335,single,8,682.80948,120.4824,23,28,52,5471.33706
896,157,696,single,8,682.80948,156.4832,23,28,52,5471.33706
897,157,207,single,8,682.80948,180.5887,23,28,52,5471.33706
898,157,1462,single,8,682.80948,27.986,23,28,52,5471.33706
899,157,1126,single,8,682.80948,56.16231,23,28,52,5471.33706
900,157,1295,single,8,682.80948,64.9745,23,28,52,5471.33706
901,157,618,single,8,682.80948,72.5622,23,28,52,5471.33706
902,157,741,single,8,682.80948,91.17708,23,28,52,5471.33706
903,158,334,single,8,682.266,120.6056,21,30,57,5514.70313
904,158,963,single,8,682.266,168.0879,21,30,57,5514.70313
905,158,536,single,8,682.266,168.9011,21,30,57,5514.70313
906,158,1270,single,8,682.266,41.59,21,30,57,5514.70313
907,158,783,single,8,682.266,51.0509,21,30,57,5514.70313
908,158,944,single,8,682.266,75.01994,21,30,57,5514.70313
909,158,828,single,8,682.266,85.80092,21,30,57,5514.70313
910,158,769,single,8,682.266,86.99068,21,30,57,5514.70313
911,159,337,single,6,683.45404,120.6025,20,30,56,5489.5818
912,159,786,single,6,683.45404,168.2816,20,30,56,5489.5818
913,159,538,single,6,683.45404,168.7595,20,30,56,5489.5818
914,159,1459,single,6,683.45404,23.4302,20,30,56,5489.5818
915,159,1482,single,6,683.45404,27.7122,20,30,56,5489.5818
916,159,1236,single,6,683.45404,95.888,20,30,56,5489.5818
917,160,336,single,7,700.97822,120.7163,11,30,57,5524.91148
918,160,976,single,7,700.97822,153.6065,11,30,57,5524.91148
919,160,692,single,7,700.97822,183.3647,11,30,57,5524.91148
920,160,1338,single,7,700.97822,44.0537,11,30,57,5524.91148
921,160,555,single,7,700.97822,74.1917,11,30,57,5524.91148
922,160,991,single,7,700.97822,80.2726,11,30,57,5524.91148
923,160,583,single,7,700.97822,97.9649,11,30,57,5524.91148
924,161,331,single,6,684.5177,102.9726,24,28,52,5485.61659
925,161,186,single,6,684.5177,120.9534,24,28,52,5485.61659
926,161,924,single,6,684.5177,167.5873,24,28,52,5485.61659
927,161,85,single,6,684.5177,169.1878,24,28,52,5485.61659
928,161,1321,single,6,684.5177,46.9947,24,28,52,5485.61659
929,161,425,single,6,684.5177,89.9543,24,28,52,5485.61659
930,162,187,single,7,685.43764,120.9249,10,30,55,5473.58338
931,162,636,single,7,685.43764,167.1456,10,30,55,5473.58338
932,162,1383,single,7,685.43764,12.2254,10,30,55,5473.58338
933,162,918,single,7,685.43764,49.8647,10,30,55,5473.58338
934,162,705,single,7,685.43764,80.8605,10,30,55,5473.58338
935,163,605,single,7,693.62879,166.3012,6,28,54,5468.21219
936,163,568,single,7,693.62879,170.2679,6,28,54,5468.21219
937,163,1450,single,7,693.62879,23.4412,6,28,54,5468.21219
938,163,689,single,7,693.62879,54.3001,6,28,54,5468.21219
939,163,529,single,7,693.62879,58.3205,6,28,54,5468.21219
940,163,201,single,7,693.62879,81.0636,6,28,54,5468.21219
941,163,1055,single,7,693.62879,97.3963,6,28,54,5468.21219
942,164,115,single,7,683.9658,121.8416,17,30,54,5485.60658
943,164,793,single,7,683.9658,153.6114,17,30,54,5485.60658
944,164,694,single,7,683.9658,183.0266,17,30,54,5485.60658
945,164,1310,single,7,683.9658,49.3043,17,30,54,5485.60658
946,164,971,single,7,683.9658,84.6689,17,30,54,5485.60658
947,164,137,single,7,683.9658,87.3875,17,30,54,5485.60658
948,164,548,single,7,683.9658,97.9481,17,30,54,5485.60658
949,165,1019,single,7,684.9592,122.3521,18,30,55,5499.01081
950,165,604,single,7,684.9592,166.333,18,30,55,5499.01081
951,165,570,single,7,684.9592,170.1752,18,30,55,5499.01081
952,165,1269,single,7,684.9592,43.9495,18,30,55,5499.01081
953,165,987,single,7,684.9592,73.3783,18,30,55,5499.01081
954,165,675,single,7,684.9592,78.7351,18,30,55,5499.01081
955,165,360,single,7,684.9592,93.8313,18,30,55,5499.01081
956,166,18,single,7,686.6499,122.4558,15,29,53,5481.7033
957,166,934,single,7,686.6499,162.0539,15,29,53,5481.7033
958,166,880,single,7,686.6499,174.446,15,29,53,5481.7033
959,166,1132,single,7,686.6499,46.5985,15,29,53,5481.7033
960,166,1274,single,7,686.6499,65.7755,15,29,53,5481.7033
961,166,985,single,7,686.6499,74.06954,15,29,53,5481.7033
962,166,517,single,7,686.6499,101.4553,15,29,53,5481.7033
963,167,19,single,8,683.5766,122.5056,13,28,52,5479.53835
964,167,1004,single,8,683.5766,155.5504,13,28,52,5479.53835
965,167,504,single,8,683.5766,180.9158,13,28,52,5479.53835
966,167,851,single,8,683.5766,40.9091,13,28,52,5479.53835
967,167,840,single,8,683.5766,60.43869,13,28,52,5479.53835
968,167,1185,single,8,683.5766,65.3232,13,28,52,5479.53835
969,167,1118,single,8,683.5766,72.3209,13,28,52,5479.53835
970,167,1308,single,8,683.5766,86.1518,13,28,52,5479.53835
971,168,211,single,6,684.56721,135.4799,22,28,53,5507.44052
972,168,1002,single,6,684.56721,155.6285,22,28,53,5507.44052
973,168,506,single,6,684.56721,180.6876,22,28,53,5507.44052
974,168,1449,single,6,684.56721,23.4429,22,28,53,5507.44052
975,168,717,single,6,684.56721,53.9639,22,28,53,5507.44052
976,168,864,single,6,684.56721,92.4788,22,28,53,5507.44052
977,169,885,single,7,682.04835,122.8621,12,29,54,5486.08678
978,169,666,single,7,682.04835,155.19,12,29,54,5486.08678
979,169,108,single,7,682.04835,181.0429,12,29,54,5486.08678
980,169,1453,single,7,682.04835,23.4337,12,29,54,5486.08678
981,169,1060,single,7,682.04835,58.8691,12,29,54,5486.08678
982,169,1196,single,7,682.04835,67.0597,12,29,54,5486.08678
983,169,711,single,7,682.04835,97.2717,12,29,54,5486.08678
984,170,88,single,8,681.3684,122.8569,8,28,53,5480.88316
985,170,664,single,8,681.3684,155.2725,8,28,53,5480.88316
986,170,109,single,8,681.3684,181.0358,8,28,53,5480.88316
987,170,1457,single,8,681.3684,23.4272,8,28,53,5480.88316
988,170,561,single,8,681.3684,58.4019,8,28,53,5480.88316
989,170,1194,single,8,681.3684,63.9158,8,28,53,5480.88316
990,170,807,single,8,681.3684,73.1751,8,28,53,5480.88316
991,170,452,single,8,681.3684,89.9996,8,28,53,5480.88316
992,171,398,single,6,687.24703,120.2658,1,29,53,5501.04048
993,171,1415,single,6,687.24703,24.427,1,29,53,5501.04048
994,171,1162,single,6,687.24703,55.8279,1,29,53,5501.04048
995,171,428,single,6,687.24703,97.7465,1,29,53,5501.04048
996,172,236,single,6,685.8235,127.0369,26,28,52,5496.16321
997,172,751,single,6,685.8235,48.926,26,28,52,5496.16321
998,172,443,single,6,685.8235,53.4841,26,28,52,5496.16321
999,172,1008,single,6,685.8235,93.98985,26,28,52,5496.16321
1000,173,282,single,8,680.0789,123.9339,27,28,54,5492.42182
1001,173,478,single,8,680.0789,181.5367,27,28,54,5492.42182
1002,173,653,single,8,680.0789,54.6844,27,28,54,5492.42182
1003,173,1265,single,8,680.0789,65.7271,27,28,54,5492.42182
1004,173,862,single,8,680.0789,84.57784,27,28,54,5492.42182
1005,173,803,single,8,680.0789,93.615,27,28,54,5492.42182
1006,174,1049,single,7,687.1896,123.9894,18,30,55,5499.01081
1007,174,853,single,7,687.1896,181.5421,18,30,55,5499.01081
1008,174,1460,single,7,687.1896,27.9901,18,30,55,5499.01081
1009,174,1092,single,7,687.1896,37.61389,18,30,55,5499.01081
1010,174,1215,single,7,687.1896,55.8309,18,30,55,5499.01081
1011,175,208,single,6,679.9309,124.1115,13,28,52,5479.53835
1012,175,632,single,6,679.9309,162.6169,13,28,52,5479.53835
1013,175,573,single,6,679.9309,173.3066,13,28,52,5479.53835
1014,175,1388,single,6,679.9309,20.3805,13,28,52,5479.53835
1015,175,780,single,6,679.9309,62.57118,13,28,52,5479.53835
1016,175,913,single,6,679.9309,93.9967,13,28,52,5479.53835
1017,176,283,single,7,693.0629,123.9283,9,30,56,5507.98652
1018,176,141,single,7,693.0629,154.6888,9,30,56,5507.98652
1019,176,852,single,7,693.0629,181.4455,9,30,56,5507.98652
1020,176,1068,single,7,693.0629,54.99788,9,30,56,5507.98652
1021,176,1089,single,7,693.0629,80.671,9,30,56,5507.98652
1022,176,281,single,7,693.0629,98.8008,9,30,56,5507.98652
1023,176,744,single,7,693.0629,99.6393,9,30,56,5507.98652
1024,177,209,single,7,678.22284,123.8939,10,30,55,5473.58338
1025,177,140,single,7,678.22284,154.7615,10,30,55,5473.58338
1026,177,479,single,7,678.22284,181.4372,10,30,55,5473.58338
1027,177,1317,single,7,678.22284,49.2338,10,30,55,5473.58338
1028,177,1165,single,7,678.22284,64.7525,10,30,55,5473.58338
1029,177,957,single,7,678.22284,84.0987,10,30,55,5473.58338
1030,177,495,single,7,678.22284,99.4438,10,30,55,5473.58338
1031,178,914,single,7,692.57228,104.66792,1,29,53,5501.04048
1032,178,114,single,7,692.57228,121.8688,1,29,53,5501.04048
1033,178,731,single,7,692.57228,42.9151,1,29,53,5501.04048
1034,178,1263,single,7,692.57228,85.9288,1,29,53,5501.04048
1035,178,481,single,7,692.57228,85.9477,1,29,53,5501.04048
1036,179,915,single,8,692.47979,104.75259,28,30,56,5490.10547
1037,179,1389,single,8,692.47979,20.3743,28,30,56,5490.10547
1038,179,1203,single,8,692.47979,55.25204,28,30,56,5490.10547
1039,179,1226,single,8,692.47979,65.0313,28,30,56,5490.10547
1040,179,1255,single,8,692.47979,66.4616,28,30,56,5490.10547
1041,179,896,single,8,692.47979,76.0664,28,30,56,5490.10547
1042,180,328,single,7,687.08678,127.4609,17,30,54,5485.60658
1043,180,1134,single,7,687.08678,55.84436,17,30,54,5485.60658
1044,180,1218,single,7,687.08678,61.6744,17,30,54,5485.60658
1045,180,1161,single,7,687.08678,72.2715,17,30,54,5485.60658
1046,180,706,single,7,687.08678,88.51993,17,30,54,5485.60658
1047,181,553,single,6,685.4139,104.7992,15,29,53,5481.7033
1048,181,477,single,6,685.4139,49.961,15,29,53,5481.7033
1049,181,1307,single,6,685.4139,57.52738,15,29,53,5481.7033
1050,181,931,single,6,685.4139,68.838,15,29,53,5481.7033
1051,182,639,single,10,688.0415,104.1986,9,30,56,5507.98652
1052,182,82,single,10,688.0415,136.9986,9,30,56,5507.98652
1053,182,530,single,10,688.0415,219.1277,9,30,56,5507.98652
1054,182,1396,single,10,688.0415,20.3621,9,30,56,5507.98652
1055,182,1113,single,10,688.0415,56.98538,9,30,56,5507.98652
1056,182,1217,single,10,688.0415,63.9461,9,30,56,5507.98652
1057,182,1045,single,10,688.0415,63.9926,9,30,56,5507.98652
1058,182,903,single,10,688.0415,64.3317,9,30,56,5507.98652
1059,182,515,single,10,688.0415,85.7589,9,30,56,5507.98652
1060,182,830,single,10,688.0415,85.79157,9,30,56,5507.98652
1061,183,373,single,6,681.38408,104.1889,9,30,56,5507.98652
1062,183,83,single,6,681.38408,136.8476,9,30,56,5507.98652
1063,183,528,single,6,681.38408,219.2958,9,30,56,5507.98652
1064,183,750,single,6,681.38408,48.9861,9,30,56,5507.98652
1065,183,1140,single,6,681.38408,60.5126,9,30,56,5507.98652
1066,183,868,single,6,681.38408,96.6714,9,30,56,5507.98652
1067,184,603,single,5,684.4881,45.708,16,28,51,5501.72531
1068,184,1312,single,5,684.4881,57.26198,16,28,51,5501.72531
1069,184,1251,single,5,684.4881,72.8963,16,28,51,5501.72531
1070,185,307,single,6,682.78584,125.8162,6,28,54,5468.21219
1071,185,634,single,6,682.78584,162.4353,6,28,54,5468.21219
1072,185,572,single,6,682.78584,173.3784,6,28,54,5468.21219
1073,185,1250,single,6,682.78584,48.0498,6,28,54,5468.21219
1074,185,413,single,6,682.78584,53.6396,6,28,54,5468.21219
1075,185,1112,single,6,682.78584,76.6092,6,28,54,5468.21219
1076,186,306,single,7,676.9741,125.9548,3,30,55,5482.9233
1077,186,701,single,7,676.9741,162.1417,3,30,55,5482.9233
1078,186,724,single,7,676.9741,173.665,3,30,55,5482.9233
1079,186,1318,single,7,676.9741,49.7246,3,30,55,5482.9233
1080,186,1077,single,7,676.9741,63.4393,3,30,55,5482.9233
1081,186,997,single,7,676.9741,84.6635,3,30,55,5482.9233
1082,186,912,single,7,676.9741,94.0026,3,30,55,5482.9233
1083,187,1135,single,5,694.0601,39.95224,13,28,52,5479.53835
1084,187,1323,single,5,694.0601,49.6576,13,28,52,5479.53835
1085,187,646,single,5,694.0601,99.5105,13,28,52,5479.53835
1086,188,330,single,7,691.2005,102.912,24,28,52,5485.61659
1087,188,718,single,7,691.2005,49.4346,24,28,52,5485.61659
1088,188,464,single,7,691.2005,52.5159,24,28,52,5485.61659
1089,188,1172,single,7,691.2005,69.122,24,28,52,5485.61659
1090,188,801,single,7,691.2005,93.6119,24,28,52,5485.61659
1091,189,439,single,6,685.6615,126.8068,16,28,51,5501.72531
1092,189,962,single,6,685.6615,162.7557,16,28,51,5501.72531
1093,189,176,single,6,685.6615,172.6239,16,28,51,5501.72531
1094,189,729,single,6,685.6615,42.8318,16,28,51,5501.72531
1095,189,778,single,6,685.6615,60.87351,16,28,51,5501.72531
1096,189,1056,single,6,685.6615,97.4481,16,28,51,5501.72531
1097,190,638,single,7,685.19248,104.067,25,28,52,5471.91851
1098,190,1074,single,7,685.19248,43.7532,25,28,52,5471.91851
1099,190,746,single,7,685.19248,72.076,25,28,52,5471.91851
1100,190,546,single,7,685.19248,82.9847,25,28,52,5471.91851
1101,190,1090,single,7,685.19248,96.9301,25,28,52,5471.91851
1102,191,237,single,7,685.09893,126.9797,23,28,52,5471.33706
1103,191,961,single,7,685.09893,162.6195,23,28,52,5471.33706
1104,191,540,single,7,685.09893,172.6916,23,28,52,5471.33706
1105,191,571,single,7,685.09893,47.7026,23,28,52,5471.33706
1106,191,1166,single,7,685.09893,62.3605,23,28,52,5471.33706
1107,191,1239,single,7,685.09893,91.39433,23,28,52,5471.33706
1108,191,1233,single,7,685.09893,93.277,23,28,52,5471.33706
1109,192,411,single,8,689.4294,126.5916,10,30,55,5473.58338
1110,192,509,single,8,689.4294,181.8423,10,30,55,5473.58338
1111,192,1487,single,8,689.4294,27.6267,10,30,55,5473.58338
1112,192,1210,single,8,689.4294,66.1795,10,30,55,5473.58338
1113,192,1076,single,8,689.4294,77.3915,10,30,55,5473.58338
1114,192,490,single,8,689.4294,101.3874,10,30,55,5473.58338
1115,193,409,single,6,684.2231,126.7459,18,30,55,5499.01081
1116,193,700,single,6,684.2231,162.2252,18,30,55,5499.01081
1117,193,726,single,6,684.2231,173.4449,18,30,55,5499.01081
1118,193,1339,single,6,684.2231,41.3924,18,30,55,5499.01081
1119,193,633,single,6,684.2231,45.8345,18,30,55,5499.01081
1120,193,1009,single,6,684.2231,94.1201,18,30,55,5499.01081
1121,194,441,single,8,694.1535,126.7075,21,30,57,5514.70313
1122,194,1048,single,8,694.1535,131.7654,21,30,57,5514.70313
1123,194,508,single,8,694.1535,182.0448,21,30,57,5514.70313
1124,194,1168,single,8,694.1535,48.343,21,30,57,5514.70313
1125,194,589,single,8,694.1535,55.7172,21,30,57,5514.70313
1126,194,1073,single,8,694.1535,67.8052,21,30,57,5514.70313
1127,194,796,single,8,694.1535,78.0308,21,30,57,5514.70313
1128,194,980,single,8,694.1535,90.0313,21,30,57,5514.70313
1129,195,649,single,6,694.1521,103.9851,25,28,52,5471.91851
1130,195,1081,single,6,694.1521,136.3683,25,28,52,5471.91851
1131,195,408,single,6,694.1521,222.559,25,28,52,5471.91851
1132,195,1419,single,6,694.1521,24.42,25,28,52,5471.91851
1133,195,1304,single,6,694.1521,57.49647,25,28,52,5471.91851
1134,195,735,single,6,694.1521,99.662,25,28,52,5471.91851
1135,196,302,single,8,684.9867,110.0242,7,28,54,5479.27421
1136,196,1080,single,8,684.9867,136.477,7,28,54,5479.27421
1137,196,410,single,8,684.9867,222.475,7,28,54,5479.27421
1138,196,1303,single,8,684.9867,49.8481,7,28,54,5479.27421
1139,196,1282,single,8,684.9867,65.2248,7,28,54,5479.27421
1140,196,777,single,8,684.9867,74.1909,7,28,54,5479.27421
1141,196,310,single,8,684.9867,88.5648,7,28,54,5479.27421
1142,196,1111,single,8,684.9867,92.6247,7,28,54,5479.27421
1143,197,757,single,7,685.4333,103.7158,25,28,52,5471.91851
1144,197,964,single,7,685.4333,135.855,25,28,52,5471.91851
1145,197,560,single,7,685.4333,224.1645,25,28,52,5471.91851
1146,197,699,single,7,685.4333,44.2858,25,28,52,5471.91851
1147,197,1153,single,7,685.4333,77.6778,25,28,52,5471.91851
1148,197,523,single,7,685.4333,78.6206,25,28,52,5471.91851
1149,197,935,single,7,685.4333,92.548,25,28,52,5471.91851
1150,198,217,single,6,684.72153,103.9479,16,28,51,5501.72531
1151,198,990,single,6,684.72153,136.1441,16,28,51,5501.72531
1152,198,562,single,6,684.72153,223.7453,16,28,51,5501.72531
1153,198,1395,single,6,684.72153,20.3652,16,28,51,5501.72531
1154,198,1319,single,6,684.72153,52.8883,16,28,51,5501.72531
1155,198,941,single,6,684.72153,84.3194,16,28,51,5501.72531
1156,199,725,single,7,685.9741,103.3066,16,28,51,5501.72531
1157,199,210,single,7,685.9741,135.7941,16,28,51,5501.72531
1158,199,440,single,7,685.9741,225.882,16,28,51,5501.72531
1159,199,1334,single,7,685.9741,48.7141,16,28,51,5501.72531
1160,199,1058,single,7,685.9741,61.6407,16,28,51,5501.72531
1161,199,451,single,7,685.9741,89.9092,16,28,51,5501.72531
1162,199,642,single,7,685.9741,90.37017,16,28,51,5501.72531
1163,200,759,single,8,688.9258,103.6225,5,28,54,5486.45375
1164,200,212,single,8,688.9258,135.5892,5,28,54,5486.45375
1165,200,438,single,8,688.9258,225.937,5,28,54,5486.45375
1166,200,1227,single,8,688.9258,48.3506,5,28,54,5486.45375
1167,200,685,single,8,688.9258,51.867,5,28,54,5486.45375
1168,200,1197,single,8,688.9258,66.9826,5,28,54,5486.45375
1169,200,768,single,8,688.9258,87.00023,5,28,54,5486.45375
1170,200,802,single,8,688.9258,93.6127,5,28,54,5486.45375
1171,201,727,single,6,679.7169,103.2387,2,28,53,5483.41892
1172,201,28,single,6,679.7169,134.7185,2,28,53,5483.41892
1173,201,327,single,6,679.7169,228.602,2,28,53,5483.41892
1174,201,657,single,6,679.7169,54.0738,2,28,53,5483.41892
1175,201,1248,single,6,679.7169,80.7863,2,28,53,5483.41892
1176,201,1237,single,6,679.7169,83.0432,2,28,53,5483.41892
1177,202,29,single,6,701.28555,134.7113,27,28,54,5492.42182
1178,202,326,single,6,701.28555,228.8748,27,28,54,5492.42182
1179,202,687,single,6,701.28555,47.2898,27,28,54,5492.42182
1180,202,1109,single,6,701.28555,48.6225,27,28,54,5492.42182
1181,202,1331,single,6,701.28555,56.42344,27,28,54,5492.42182
1182,202,491,single,6,701.28555,101.2149,27,28,54,5492.42182
1183,203,1119,single,7,690.3388,103.1788,20,30,56,5489.5818
1184,203,89,single,7,690.3388,122.7546,20,30,56,5489.5818
1185,203,297,single,7,690.3388,228.3437,20,30,56,5489.5818
1186,203,1078,single,7,690.3388,47.8079,20,30,56,5489.5818
1187,203,811,single,7,690.3388,52.6726,20,30,56,5489.5818
1188,203,946,single,7,690.3388,65.7054,20,30,56,5489.5818
1189,203,764,single,7,690.3388,99.6574,20,30,56,5489.5818
1190,204,332,single,8,683.6259,103.0669,19,28,53,5483.138
1191,204,213,single,8,683.6259,135.4372,19,28,53,5483.138
1192,204,296,single,8,683.6259,228.557,19,28,53,5483.138
1193,204,1332,single,8,683.6259,48.3818,19,28,53,5483.138
1194,204,1141,single,8,683.6259,64.7287,19,28,53,5483.138
1195,204,1184,single,8,683.6259,70.4303,19,28,53,5483.138
1196,204,1122,single,8,683.6259,76.1951,19,28,53,5483.138
1197,204,587,single,8,683.6259,76.2787,19,28,53,5483.138
1198,205,1471,single,5,688.6583,27.9777,3,30,55,5482.9233
1199,205,1211,single,5,688.6583,55.32687,3,30,55,5482.9233
1200,205,393,single,5,688.6583,95.3257,3,30,55,5482.9233
1201,206,543,single,9,683.3571,103.0142,27,28,54,5492.42182
1202,206,144,single,9,683.3571,134.1629,27,28,54,5492.42182
1203,206,622,single,9,683.3571,47.7833,27,28,54,5492.42182
1204,206,1014,single,9,683.3571,55.98889,27,28,54,5492.42182
1205,206,1289,single,9,683.3571,64.9296,27,28,54,5492.42182
1206,206,993,single,9,683.3571,87.7203,27,28,54,5492.42182
1207,206,424,single,9,683.3571,90.1326,27,28,54,5492.42182
1208,207,1155,single,5,684.30629,46.2173,15,29,53,5481.7033
1209,207,1329,single,5,684.30629,48.3692,15,29,53,5481.7033
1210,207,361,single,5,684.30629,93.7763,15,29,53,5481.7033
1211,208,542,single,8,685.86853,102.9767,11,30,57,5524.91148
1212,208,145,single,8,685.86853,134.1107,11,30,57,5524.91148
1213,208,1085,single,8,685.86853,47.5989,11,30,57,5524.91148
1214,208,753,single,8,685.86853,52.7709,11,30,57,5524.91148
1215,208,1207,single,8,685.86853,63.634,11,30,57,5524.91148
1216,208,429,single,8,685.86853,97.5263,11,30,57,5524.91148
1217,209,1472,single,6,687.62637,27.713,8,28,53,5480.88316
1218,209,1314,single,6,687.62637,53.04692,8,28,53,5480.88316
1219,209,1138,single,6,687.62637,56.07278,8,28,53,5480.88316
1220,209,1169,single,6,687.62637,73.33174,8,28,53,5480.88316
1221,210,216,single,7,681.1235,104.1132,20,30,56,5489.5818
1222,210,748,single,7,681.1235,53.2869,20,30,56,5489.5818
1223,210,1254,single,7,681.1235,64.414,20,30,56,5489.5818
1224,210,965,single,7,681.1235,77.79948,20,30,56,5489.5818
1225,210,551,single,7,681.1235,97.8414,20,30,56,5489.5818
1226,211,1011,single,6,683.7849,102.5005,1,29,53,5501.04048
1227,211,52,single,6,683.7849,133.8687,1,29,53,5501.04048
1228,211,12,single,6,683.7849,240.4057,1,29,53,5501.04048
1229,211,755,single,6,683.7849,52.7979,1,29,53,5501.04048
1230,211,58,single,6,683.7849,83.9619,1,29,53,5501.04048
1231,211,836,single,6,683.7849,100.1605,1,29,53,5501.04048
1232,212,333,single,7,683.7195,102.8258,12,29,54,5486.08678
1233,212,50,single,7,683.7195,133.9072,12,29,54,5486.08678
1234,212,13,single,7,683.7195,240.2424,12,29,54,5486.08678
1235,212,1476,single,7,683.7195,27.7117,12,29,54,5486.08678
1236,212,1214,single,7,683.7195,68.9031,12,29,54,5486.08678
1237,212,839,single,7,683.7195,73.3459,12,29,54,5486.08678
1238,212,1039,single,7,683.7195,94.4503,12,29,54,5486.08678
1239,213,1010,single,7,686.6797,102.4959,13,28,52,5479.53835
1240,213,659,single,7,686.6797,54.0515,13,28,52,5479.53835
1241,213,619,single,7,686.6797,72.4602,13,28,52,5479.53835
1242,213,579,single,7,686.6797,84.8672,13,28,52,5479.53835
1243,213,311,single,7,686.6797,88.4334,13,28,52,5479.53835
1244,214,1025,single,6,682.9181,102.3508,9,30,56,5507.98652
1245,214,973,single,6,682.9181,49.0847,9,30,56,5507.98652
1246,214,400,single,6,682.9181,84.6678,9,30,56,5507.98652
1247,214,432,single,6,682.9181,98.5403,9,30,56,5507.98652
1248,215,1024,single,6,684.4702,102.2541,15,29,53,5481.7033
1249,215,1506,single,6,684.4702,27.4538,15,29,53,5481.7033
1250,215,1337,single,6,684.4702,47.4938,15,29,53,5481.7033
1251,215,826,single,6,684.4702,100.0066,15,29,53,5481.7033
1252,216,617,single,6,684.3399,101.9138,8,28,53,5480.88316
1253,216,1481,single,6,684.3399,27.7197,8,28,53,5480.88316
1254,216,994,single,6,684.3399,81.5138,8,28,53,5480.88316
1255,216,57,single,6,684.3399,97.2398,8,28,53,5480.88316
1256,217,616,single,6,685.19323,101.8533,5,28,54,5486.45375
1257,217,556,single,6,685.19323,51.6548,5,28,54,5486.45375
1258,217,1160,single,6,685.19323,60.0394,5,28,54,5486.45375
1259,217,1043,single,6,685.19323,78.387,5,28,54,5486.45375
1260,218,366,single,7,687.8498,101.8058,18,30,55,5499.01081
1261,218,1507,single,7,687.8498,27.4481,18,30,55,5499.01081
1262,218,1279,single,7,687.8498,65.2912,18,30,55,5499.01081
1263,218,1097,single,7,687.8498,76.0328,18,30,55,5499.01081
1264,218,996,single,7,687.8498,84.5865,18,30,55,5499.01081
1265,219,703,single,6,684.16747,101.7915,6,28,54,5468.21219
1266,219,1276,single,6,684.16747,49.7167,6,28,54,5468.21219
1267,219,995,single,6,684.16747,81.4892,6,28,54,5468.21219
1268,219,1195,single,6,684.16747,95.6965,6,28,54,5468.21219
1269,220,774,single,6,687.72242,101.7571,12,29,54,5486.08678
1270,220,1477,single,6,687.72242,27.7127,12,29,54,5486.08678
1271,220,1286,single,6,687.72242,60.3015,12,29,54,5486.08678
1272,220,887,single,6,687.72242,70.0552,12,29,54,5486.08678
1273,221,775,single,6,682.115,101.7515,27,28,54,5492.42182
1274,221,959,single,6,682.115,49.4919,27,28,54,5492.42182
1275,221,1235,single,6,682.115,60.2745,27,28,54,5492.42182
1276,221,340,single,6,682.115,91.0238,27,28,54,5492.42182
1277,222,712,single,6,685.34554,101.7297,7,28,54,5479.27421
1278,222,1479,single,6,685.34554,27.7183,7,28,54,5479.27421
1279,222,460,single,6,685.34554,81.981,7,28,54,5479.27421
1280,222,1106,single,6,685.34554,95.7705,7,28,54,5479.27421
1281,223,810,single,6,688.6222,52.683,21,30,57,5514.70313
1282,223,1071,single,6,688.6222,67.7907,21,30,57,5514.70313
1283,223,1159,single,6,688.6222,75.9664,21,30,57,5514.70313
