,Slinks,Total lpGBT of Slinks,LpGBT Id,LpGBT Rate,link variable,total rate,FPGA,Total lpGBT of FPGA,Total Rate of FPGA,Event-Buffer
1,129,6,66,142.50979999999998,Single,603.0601999999999,9,77,7234.254199999999,41.0
2,129,6,289,179.2052,Single,603.0601999999999,9,77,7234.254199999999,41.0
3,129,6,904,75.58380000000001,Single,603.0601999999999,9,77,7234.254199999999,41.0
4,129,6,1042,42.4708,Single,603.0601999999999,9,77,7234.254199999999,41.0
5,129,6,861,56.6476,Single,603.0601999999999,9,77,7234.254199999999,41.0
0,130,9,28,95.2006,Single,602.4269999999999,15,75,7231.0592,42.0
1,130,9,101,136.9954,Single,602.4269999999999,15,75,7231.0592,42.0
2,130,9,580,204.448,Single,602.4269999999999,15,75,7231.0592,42.0
3,130,9,380,78.9816,Single,602.4269999999999,15,75,7231.0592,42.0
4,130,9,2060,14.057,Single,602.4269999999999,15,75,7231.0592,42.0
5,130,9,2143,16.2896,Single,602.4269999999999,15,75,7231.0592,42.0
6,130,9,939,31.0974,Single,602.4269999999999,15,75,7231.0592,42.0
7,130,9,2046,11.1882,Single,602.4269999999999,15,75,7231.0592,42.0
8,130,9,2067,14.1692,Single,602.4269999999999,15,75,7231.0592,42.0
0,131,6,222,105.40059999999998,Single,602.9608,2,79,7233.971799999999,40.0
1,131,6,131,142.551,Single,602.9608,2,79,7233.971799999999,40.0
2,131,6,559,179.3094,Single,602.9608,2,79,7233.971799999999,40.0
3,131,6,885,60.3066,Single,602.9608,2,79,7233.971799999999,40.0
4,131,6,338,77.6382,Single,602.9608,2,79,7233.971799999999,40.0
5,131,6,903,37.755,Single,602.9608,2,79,7233.971799999999,40.0
0,132,6,314,106.6152,Single,602.6762,13,76,7230.219800000001,41.0
1,132,6,83,142.4502,Single,602.6762,13,76,7230.219800000001,41.0
2,132,6,547,179.4476,Single,602.6762,13,76,7230.219800000001,41.0
3,132,6,563,74.8742,Single,602.6762,13,76,7230.219800000001,41.0
4,132,6,681,61.3894,Single,602.6762,13,76,7230.219800000001,41.0
5,132,6,793,37.8996,Single,602.6762,13,76,7230.219800000001,41.0
0,133,7,280,94.1004,Single,602.7277999999999,14,77,7227.605800000001,41.0
1,133,7,569,135.13299999999998,Single,602.7277999999999,14,77,7227.605800000001,41.0
2,133,7,259,199.2586,Single,602.7277999999999,14,77,7227.605800000001,41.0
3,133,7,854,62.8206,Single,602.7277999999999,14,77,7227.605800000001,41.0
4,133,7,485,81.2312,Single,602.7277999999999,14,77,7227.605800000001,41.0
5,133,7,2103,15.014,Single,602.7277999999999,14,77,7227.605800000001,41.0
6,133,7,2058,15.17,Single,602.7277999999999,14,77,7227.605800000001,41.0
0,134,6,295,93.9966,Single,603.127,8,70,7233.6862,41.0
1,134,6,128,134.86419999999998,Single,603.127,8,70,7233.6862,41.0
2,134,6,244,199.374,Single,603.127,8,70,7233.6862,41.0
3,134,6,587,77.0514,Single,603.127,8,70,7233.6862,41.0
4,134,6,814,56.1604,Single,603.127,8,70,7233.6862,41.0
5,134,6,1070,41.6804,Single,603.127,8,70,7233.6862,41.0
0,135,6,928,92.1756,Single,602.8833999999999,11,77,7230.762200000001,41.0
1,135,6,206,130.94959999999998,Single,602.8833999999999,11,77,7230.762200000001,41.0
2,135,6,568,204.8348,Single,602.8833999999999,11,77,7230.762200000001,41.0
3,135,6,916,61.3834,Single,602.8833999999999,11,77,7230.762200000001,41.0
4,135,6,588,70.24860000000001,Single,602.8833999999999,11,77,7230.762200000001,41.0
5,135,6,999,43.2914,Single,602.8833999999999,11,77,7230.762200000001,41.0
0,136,5,331,91.4984,Single,602.3132,5,71,7233.2302,40.0
1,136,5,383,92.4048,Single,602.3132,5,71,7233.2302,40.0
2,136,5,617,131.3852,Single,602.3132,5,71,7233.2302,40.0
3,136,5,692,205.2974,Single,602.3132,5,71,7233.2302,40.0
4,136,5,747,81.72739999999999,Single,602.3132,5,71,7233.2302,40.0
0,137,5,87,104.7584,Single,603.0924,3,82,7231.1314,42.0
1,137,5,104,135.74819999999997,Single,603.0924,3,82,7231.1314,42.0
2,137,5,483,198.145,Single,603.0924,3,82,7231.1314,42.0
3,137,5,524,77.456,Single,603.0924,3,82,7231.1314,42.0
4,137,5,313,86.98479999999999,Single,603.0924,3,82,7231.1314,42.0
0,138,7,13,95.541,Single,602.8958,7,77,7230.8994,41.0
1,138,7,865,63.3862,Single,602.8958,7,77,7230.8994,41.0
2,138,7,400,78.81,Single,602.8958,7,77,7230.8994,41.0
3,138,7,2145,15.9556,Single,602.8958,7,77,7230.8994,41.0
4,138,7,2166,16.0136,Single,602.8958,7,77,7230.8994,41.0
5,138,7,202,333.1894,Double,602.8958,7,77,7230.8994,41.0
0,139,6,178,100.5804,Single,602.8036,11,77,7230.762200000001,41.0
1,139,6,771,136.8862,Single,602.8036,11,77,7230.762200000001,41.0
2,139,6,604,194.4666,Single,602.8036,11,77,7230.762200000001,41.0
3,139,6,669,74.1348,Single,602.8036,11,77,7230.762200000001,41.0
4,139,6,73,82.6768,Single,602.8036,11,77,7230.762200000001,41.0
5,139,6,2063,14.0588,Single,602.8036,11,77,7230.762200000001,41.0
0,140,7,249,97.3692,Single,602.8377999999999,10,79,7232.0732,42.0
1,140,7,513,78.25200000000001,Single,602.8377999999999,10,79,7232.0732,42.0
2,140,7,2019,10.2692,Single,602.8377999999999,10,79,7232.0732,42.0
3,140,7,688,42.6786,Single,602.8377999999999,10,79,7232.0732,42.0
4,140,7,675,42.6818,Single,602.8377999999999,10,79,7232.0732,42.0
5,140,7,257,331.587,Double,602.8377999999999,10,79,7232.0732,42.0
0,141,6,848,91.3968,Single,602.983,8,70,7233.6862,41.0
1,141,6,100,128.3682,Single,602.983,8,70,7233.6862,41.0
2,141,6,628,196.4234,Single,602.983,8,70,7233.6862,41.0
3,141,6,1014,62.415200000000006,Single,602.983,8,70,7233.6862,41.0
4,141,6,536,66.25739999999999,Single,602.983,8,70,7233.6862,41.0
5,141,6,738,58.12199999999999,Single,602.983,8,70,7233.6862,41.0
0,142,5,26,115.3758,Single,601.5554,15,75,7231.0592,42.0
1,142,5,147,142.73319999999998,Single,601.5554,15,75,7231.0592,42.0
2,142,5,583,178.72379999999998,Single,601.5554,15,75,7231.0592,42.0
3,142,5,328,86.57739999999998,Single,601.5554,15,75,7231.0592,42.0
4,142,5,511,78.14519999999999,Single,601.5554,15,75,7231.0592,42.0
0,143,6,881,107.5882,Single,602.7442,5,71,7233.2302,40.0
1,143,6,67,142.64,Single,602.7442,5,71,7233.2302,40.0
2,143,6,795,178.424,Single,602.7442,5,71,7233.2302,40.0
3,143,6,465,74.73160000000001,Single,602.7442,5,71,7233.2302,40.0
4,143,6,1033,52.7128,Single,602.7442,5,71,7233.2302,40.0
5,143,6,1006,46.6476,Single,602.7442,5,71,7233.2302,40.0
0,144,6,129,135.341,Single,602.9584000000001,11,77,7230.762200000001,41.0
1,144,6,592,194.9388,Single,602.9584000000001,11,77,7230.762200000001,41.0
2,144,6,352,77.94440000000002,Single,602.9584000000001,11,77,7230.762200000001,41.0
3,144,6,713,71.99640000000001,Single,602.9584000000001,11,77,7230.762200000001,41.0
4,144,6,812,66.093,Single,602.9584000000001,11,77,7230.762200000001,41.0
5,144,6,1010,56.6448,Single,602.9584000000001,11,77,7230.762200000001,41.0
0,145,5,933,96.0372,Single,602.9086,6,77,7231.9596,41.0
1,145,5,264,97.5434,Single,602.9086,6,77,7231.9596,41.0
2,145,5,621,76.2012,Single,602.9086,6,77,7231.9596,41.0
3,145,5,187,333.1268,Double,602.9086,6,77,7231.9596,41.0
0,146,7,880,107.5192,Single,603.1344,9,77,7234.254199999999,41.0
1,146,7,748,143.5824,Single,603.1344,9,77,7234.254199999999,41.0
2,146,7,794,178.0842,Single,603.1344,9,77,7234.254199999999,41.0
3,146,7,584,65.06200000000001,Single,603.1344,9,77,7234.254199999999,41.0
4,146,7,683,77.6318,Single,603.1344,9,77,7234.254199999999,41.0
5,146,7,2116,14.272,Single,603.1344,9,77,7234.254199999999,41.0
6,146,7,2128,16.9828,Single,603.1344,9,77,7234.254199999999,41.0
0,147,6,934,92.2102,Single,602.9298,1,78,7233.7032,40.0
1,147,6,10,127.13,Single,602.9298,1,78,7233.7032,40.0
2,147,6,704,206.1838,Single,602.9298,1,78,7233.7032,40.0
3,147,6,762,59.601000000000006,Single,602.9298,1,78,7233.7032,40.0
4,147,6,425,66.4394,Single,602.9298,1,78,7233.7032,40.0
5,147,6,979,51.36540000000001,Single,602.9298,1,78,7233.7032,40.0
0,148,7,905,96.7386,Single,602.999,4,83,7234.2896,42.0
1,148,7,12,135.6784,Single,602.999,4,83,7234.2896,42.0
2,148,7,444,196.7722,Single,602.999,4,83,7234.2896,42.0
3,148,7,668,61.397000000000006,Single,602.999,4,83,7234.2896,42.0
4,148,7,828,56.7502,Single,602.999,4,83,7234.2896,42.0
5,148,7,2000,10.801,Single,602.999,4,83,7234.2896,42.0
6,148,7,842,44.8616,Single,602.999,4,83,7234.2896,42.0
0,149,5,88,109.4658,Single,601.2395999999999,12,83,7231.988199999999,42.0
1,149,5,480,145.809,Single,601.2395999999999,12,83,7231.988199999999,42.0
2,149,5,274,179.0772,Single,601.2395999999999,12,83,7231.988199999999,42.0
3,149,5,634,81.1994,Single,601.2395999999999,12,83,7231.988199999999,42.0
4,149,5,961,85.6882,Single,601.2395999999999,12,83,7231.988199999999,42.0
0,150,6,340,96.5796,Single,602.9141999999999,15,75,7231.0592,42.0
1,150,6,144,135.09820000000002,Single,602.9141999999999,15,75,7231.0592,42.0
2,150,6,616,197.0342,Single,602.9141999999999,15,75,7231.0592,42.0
3,150,6,863,70.4268,Single,602.9141999999999,15,75,7231.0592,42.0
4,150,6,596,62.05779999999999,Single,602.9141999999999,15,75,7231.0592,42.0
5,150,6,1038,41.7176,Single,602.9141999999999,15,75,7231.0592,42.0
0,151,6,354,96.5558,Single,603.1486,14,77,7227.605800000001,41.0
1,151,6,557,135.6708,Single,603.1486,14,77,7227.605800000001,41.0
2,151,6,457,197.177,Single,603.1486,14,77,7227.605800000001,41.0
3,151,6,353,85.26400000000001,Single,603.1486,14,77,7227.605800000001,41.0
4,151,6,1009,35.7048,Single,603.1486,14,77,7227.605800000001,41.0
5,151,6,941,52.7762,Single,603.1486,14,77,7227.605800000001,41.0
0,152,6,117,108.3082,Single,603.15,5,71,7233.2302,40.0
1,152,6,415,151.8626,Single,603.15,5,71,7233.2302,40.0
2,152,6,820,168.82719999999998,Single,603.15,5,71,7233.2302,40.0
3,152,6,462,69.62440000000001,Single,603.15,5,71,7233.2302,40.0
4,152,6,1024,53.229200000000006,Single,603.15,5,71,7233.2302,40.0
5,152,6,731,51.2984,Single,603.15,5,71,7233.2302,40.0
0,153,7,99,108.3848,Single,602.9802000000001,2,79,7233.971799999999,40.0
1,153,7,428,152.2886,Single,602.9802000000001,2,79,7233.971799999999,40.0
2,153,7,821,168.9194,Single,602.9802000000001,2,79,7233.971799999999,40.0
3,153,7,438,66.5556,Single,602.9802000000001,2,79,7233.971799999999,40.0
4,153,7,896,44.0514,Single,602.9802000000001,2,79,7233.971799999999,40.0
5,153,7,2027,9.3722,Single,602.9802000000001,2,79,7233.971799999999,40.0
6,153,7,866,53.4082,Single,602.9802000000001,2,79,7233.971799999999,40.0
0,154,11,69,92.2276,Single,602.5462,15,75,7231.0592,42.0
1,154,11,801,129.6456,Single,602.5462,15,75,7231.0592,42.0
2,154,11,639,72.06139999999999,Single,602.5462,15,75,7231.0592,42.0
3,154,11,2033,9.3722,Single,602.5462,15,75,7231.0592,42.0
4,154,11,2017,10.0498,Single,602.5462,15,75,7231.0592,42.0
5,154,11,2071,14.0522,Single,602.5462,15,75,7231.0592,42.0
6,154,11,972,41.113,Single,602.5462,15,75,7231.0592,42.0
7,154,11,2003,10.7886,Single,602.5462,15,75,7231.0592,42.0
8,154,11,2053,14.9486,Single,602.5462,15,75,7231.0592,42.0
9,154,11,719,208.2872,Double,602.5462,15,75,7231.0592,42.0
0,155,7,966,89.33240000000002,Single,602.7652,6,77,7231.9596,41.0
1,155,7,800,129.894,Single,602.7652,6,77,7231.9596,41.0
2,155,7,515,84.304,Single,602.7652,6,77,7231.9596,41.0
3,155,7,792,37.8378,Single,602.7652,6,77,7231.9596,41.0
4,155,7,1027,53.3226,Single,602.7652,6,77,7231.9596,41.0
5,155,7,714,208.07440000000005,Double,602.7652,6,77,7231.9596,41.0
0,156,6,665,127.786,Single,602.758,7,77,7230.8994,41.0
1,156,6,392,210.0338,Single,602.758,7,77,7230.8994,41.0
2,156,6,684,74.08080000000001,Single,602.758,7,77,7230.8994,41.0
3,156,6,165,84.2864,Single,602.758,7,77,7230.8994,41.0
4,156,6,809,52.3408,Single,602.758,7,77,7230.8994,41.0
5,156,6,756,54.2302,Single,602.758,7,77,7230.8994,41.0
0,157,10,937,88.67080000000001,Single,603.065,12,83,7231.988199999999,42.0
1,157,10,942,92.0694,Single,603.065,12,83,7231.988199999999,42.0
2,157,10,54,128.5652,Single,603.065,12,83,7231.988199999999,42.0
3,157,10,418,210.2934,Single,603.065,12,83,7231.988199999999,42.0
4,157,10,2010,11.0288,Single,603.065,12,83,7231.988199999999,42.0
5,157,10,2065,13.978,Single,603.065,12,83,7231.988199999999,42.0
6,157,10,2084,15.7568,Single,603.065,12,83,7231.988199999999,42.0
7,157,10,2120,16.9228,Single,603.065,12,83,7231.988199999999,42.0
8,157,10,2031,9.5076,Single,603.065,12,83,7231.988199999999,42.0
9,157,10,2138,16.2722,Single,603.065,12,83,7231.988199999999,42.0
0,158,6,411,91.922,Single,603.0216,9,77,7234.254199999999,41.0
1,158,6,40,128.68720000000002,Single,603.0216,9,77,7234.254199999999,41.0
2,158,6,405,210.1904,Single,603.0216,9,77,7234.254199999999,41.0
3,158,6,895,61.16600000000001,Single,603.0216,9,77,7234.254199999999,41.0
4,158,6,884,60.1174,Single,603.0216,9,77,7234.254199999999,41.0
5,158,6,1053,50.9386,Single,603.0216,9,77,7234.254199999999,41.0
0,159,8,398,91.97299999999998,Single,603.0798,1,78,7233.7032,40.0
1,159,8,38,128.5258,Single,603.0798,1,78,7233.7032,40.0
2,159,8,431,210.6808,Single,603.0798,1,78,7233.7032,40.0
3,159,8,709,71.6312,Single,603.0798,1,78,7233.7032,40.0
4,159,8,2119,14.1078,Single,603.0798,1,78,7233.7032,40.0
5,159,8,2159,16.1296,Single,603.0798,1,78,7233.7032,40.0
6,159,8,841,54.15839999999999,Single,603.0798,1,78,7233.7032,40.0
7,159,8,2086,15.8732,Single,603.0798,1,78,7233.7032,40.0
0,160,7,678,128.1112,Single,603.0432,3,82,7231.1314,42.0
1,160,7,531,214.7806,Single,603.0432,3,82,7231.1314,42.0
2,160,7,699,76.14339999999999,Single,603.0432,3,82,7231.1314,42.0
3,160,7,450,87.57639999999999,Single,603.0432,3,82,7231.1314,42.0
4,160,7,970,44.469,Single,603.0432,3,82,7231.1314,42.0
5,160,7,2050,14.9832,Single,603.0432,3,82,7231.1314,42.0
6,160,7,1045,36.9794,Single,603.0432,3,82,7231.1314,42.0
0,161,7,424,91.5706,Single,603.0459999999999,13,76,7230.219800000001,41.0
1,161,7,641,128.3804,Single,603.0459999999999,13,76,7230.219800000001,41.0
2,161,7,642,213.5848,Single,603.0459999999999,13,76,7230.219800000001,41.0
3,161,7,476,87.1226,Single,603.0459999999999,13,76,7230.219800000001,41.0
4,161,7,2066,14.062,Single,603.0459999999999,13,76,7230.219800000001,41.0
5,161,7,1066,58.2534,Single,603.0459999999999,13,76,7230.219800000001,41.0
6,161,7,2020,10.0722,Single,603.0459999999999,13,76,7230.219800000001,41.0
0,162,6,653,128.4986,Single,602.5212,16,79,7230.668000000001,42.0
1,162,6,505,213.5466,Single,602.5212,16,79,7230.668000000001,42.0
2,162,6,766,58.8538,Single,602.5212,16,79,7230.668000000001,42.0
3,162,6,541,85.90339999999999,Single,602.5212,16,79,7230.668000000001,42.0
4,162,6,1004,57.5748,Single,602.5212,16,79,7230.668000000001,42.0
5,162,6,590,58.144,Single,602.5212,16,79,7230.668000000001,42.0
0,163,6,316,91.66,Single,603.1242,5,71,7233.2302,40.0
1,163,6,726,63.089000000000006,Single,603.1242,5,71,7233.2302,40.0
2,163,6,922,50.3096,Single,603.1242,5,71,7233.2302,40.0
3,163,6,805,56.18000000000001,Single,603.1242,5,71,7233.2302,40.0
4,163,6,111,341.88559999999995,Double,603.1242,5,71,7233.2302,40.0
0,164,5,86,92.0644,Single,601.1684,7,77,7230.8994,41.0
1,164,5,446,81.4238,Single,601.1684,7,77,7230.8994,41.0
2,164,5,722,85.9554,Single,601.1684,7,77,7230.8994,41.0
3,164,5,97,341.7248,Double,601.1684,7,77,7230.8994,41.0
0,165,5,223,90.5444,Single,602.882,9,77,7234.254199999999,41.0
1,165,5,25,127.2284,Single,602.882,9,77,7234.254199999999,41.0
2,165,5,154,221.2206,Single,602.882,9,77,7234.254199999999,41.0
3,165,5,586,82.6258,Single,602.882,9,77,7234.254199999999,41.0
4,165,5,487,81.2628,Single,602.882,9,77,7234.254199999999,41.0
0,166,6,219,90.4728,Single,602.3592,14,77,7227.605800000001,41.0
1,166,6,116,128.0494,Single,602.3592,14,77,7227.605800000001,41.0
2,166,6,679,215.4174,Single,602.3592,14,77,7227.605800000001,41.0
3,166,6,732,73.5718,Single,602.3592,14,77,7227.605800000001,41.0
4,166,6,635,75.8174,Single,602.3592,14,77,7227.605800000001,41.0
5,166,6,2078,19.0304,Single,602.3592,14,77,7227.605800000001,41.0
0,167,6,297,94.1314,Single,601.7658,15,75,7231.0592,42.0
1,167,6,629,131.48739999999998,Single,601.7658,15,75,7231.0592,42.0
2,167,6,654,214.2754,Single,601.7658,15,75,7231.0592,42.0
3,167,6,784,71.655,Single,601.7658,15,75,7231.0592,42.0
4,167,6,397,73.88980000000001,Single,601.7658,15,75,7231.0592,42.0
5,167,6,2140,16.3268,Single,601.7658,15,75,7231.0592,42.0
0,168,5,437,91.3738,Single,601.6977999999999,8,70,7233.6862,41.0
1,168,5,102,128.3364,Single,601.6977999999999,8,70,7233.6862,41.0
2,168,5,169,221.2342,Single,601.6977999999999,8,70,7233.6862,41.0
3,168,5,759,75.1818,Single,601.6977999999999,8,70,7233.6862,41.0
4,168,5,279,85.57160000000002,Single,601.6977999999999,8,70,7233.6862,41.0
0,169,6,849,91.3444,Single,603.0308,16,79,7230.668000000001,42.0
1,169,6,114,128.152,Single,603.0308,16,79,7230.668000000001,42.0
2,169,6,666,214.713,Single,603.0308,16,79,7230.668000000001,42.0
3,169,6,330,75.7868,Single,603.0308,16,79,7230.668000000001,42.0
4,169,6,602,55.2168,Single,603.0308,16,79,7230.668000000001,42.0
5,169,6,901,37.8178,Single,603.0308,16,79,7230.668000000001,42.0
0,170,6,408,90.1304,Single,603.1243999999999,6,77,7231.9596,41.0
1,170,6,191,130.7928,Single,603.1243999999999,6,77,7231.9596,41.0
2,170,6,17,216.9582,Single,603.1243999999999,6,77,7231.9596,41.0
3,170,6,599,72.5348,Single,603.1243999999999,6,77,7231.9596,41.0
4,170,6,530,76.9612,Single,603.1243999999999,6,77,7231.9596,41.0
5,170,6,2085,15.747,Single,603.1243999999999,6,77,7231.9596,41.0
0,171,6,85,127.6978,Single,602.2002,16,79,7230.668000000001,42.0
1,171,6,2,217.0022,Single,602.2002,16,79,7230.668000000001,42.0
2,171,6,448,81.4126,Single,602.2002,16,79,7230.668000000001,42.0
3,171,6,498,78.186,Single,602.2002,16,79,7230.668000000001,42.0
4,171,6,1017,47.5734,Single,602.2002,16,79,7230.668000000001,42.0
5,171,6,1069,50.3282,Single,602.2002,16,79,7230.668000000001,42.0
0,172,6,944,89.9632,Single,602.2746,2,79,7233.971799999999,40.0
1,172,6,52,128.69299999999998,Single,602.2746,2,79,7233.971799999999,40.0
2,172,6,199,224.0884,Single,602.2746,2,79,7233.971799999999,40.0
3,172,6,625,80.1844,Single,602.2746,2,79,7233.971799999999,40.0
4,172,6,864,63.41700000000001,Single,602.2746,2,79,7233.971799999999,40.0
5,172,6,2087,15.9286,Single,602.2746,2,79,7233.971799999999,40.0
0,173,6,486,89.9304,Single,603.0416,8,70,7233.6862,41.0
1,173,6,560,64.3304,Single,603.0416,8,70,7233.6862,41.0
2,173,6,1018,46.1438,Single,603.0416,8,70,7233.6862,41.0
3,173,6,757,54.128600000000006,Single,603.0416,8,70,7233.6862,41.0
4,173,6,44,348.5084,Double,603.0416,8,70,7233.6862,41.0
0,174,6,72,88.8806,Single,602.8100000000001,4,83,7234.2896,42.0
1,174,6,23,127.1764,Single,602.8100000000001,4,83,7234.2896,42.0
2,174,6,492,214.4578,Single,602.8100000000001,4,83,7234.2896,42.0
3,174,6,879,62.4022,Single,602.8100000000001,4,83,7234.2896,42.0
4,174,6,990,53.4234,Single,602.8100000000001,4,83,7234.2896,42.0
5,174,6,829,56.4696,Single,602.8100000000001,4,83,7234.2896,42.0
0,175,5,381,92.3036,Single,601.948,6,77,7231.9596,41.0
1,175,5,68,127.7786,Single,601.948,6,77,7231.9596,41.0
2,175,5,594,221.6756,Single,601.948,6,77,7231.9596,41.0
3,175,5,413,78.6678,Single,601.948,6,77,7231.9596,41.0
4,175,5,396,81.5224,Single,601.948,6,77,7231.9596,41.0
0,176,6,195,89.188,Single,602.5462,2,79,7233.971799999999,40.0
1,176,6,194,126.9768,Single,602.5462,2,79,7233.971799999999,40.0
2,176,6,618,222.55300000000005,Single,602.5462,2,79,7233.971799999999,40.0
3,176,6,935,72.58279999999999,Single,602.5462,2,79,7233.971799999999,40.0
4,176,6,585,77.078,Single,602.5462,2,79,7233.971799999999,40.0
5,176,6,2111,14.1676,Single,602.5462,2,79,7233.971799999999,40.0
0,177,6,395,90.1006,Single,602.3485999999999,11,77,7230.762200000001,41.0
1,177,6,645,73.2044,Single,602.3485999999999,11,77,7230.762200000001,41.0
2,177,6,651,73.385,Single,602.3485999999999,11,77,7230.762200000001,41.0
3,177,6,2149,16.1432,Single,602.3485999999999,11,77,7230.762200000001,41.0
4,177,6,30,349.5154,Double,602.3485999999999,11,77,7230.762200000001,41.0
0,178,7,447,88.58500000000001,Single,602.9246,11,77,7230.762200000001,41.0
1,178,7,176,126.0836,Single,602.9246,11,77,7230.762200000001,41.0
2,178,7,518,215.4964,Single,602.9246,11,77,7230.762200000001,41.0
3,178,7,410,73.77459999999999,Single,602.9246,11,77,7230.762200000001,41.0
4,178,7,998,39.8102,Single,602.9246,11,77,7230.762200000001,41.0
5,178,7,2008,10.8442,Single,602.9246,11,77,7230.762200000001,41.0
6,178,7,1000,48.3306,Single,602.9246,11,77,7230.762200000001,41.0
0,179,7,918,93.0216,Single,603.1408,13,76,7230.219800000001,41.0
1,179,7,209,127.0844,Single,603.1408,13,76,7230.219800000001,41.0
2,179,7,606,222.2514,Single,603.1408,13,76,7230.219800000001,41.0
3,179,7,497,66.979,Single,603.1408,13,76,7230.219800000001,41.0
4,179,7,785,71.70660000000001,Single,603.1408,13,76,7230.219800000001,41.0
5,179,7,2044,11.082,Single,603.1408,13,76,7230.219800000001,41.0
6,179,7,2039,11.0158,Single,603.1408,13,76,7230.219800000001,41.0
0,180,8,210,89.15520000000001,Single,601.3807999999999,11,77,7230.762200000001,41.0
1,180,8,8,126.942,Single,601.3807999999999,11,77,7230.762200000001,41.0
2,180,8,453,224.5422,Single,601.3807999999999,11,77,7230.762200000001,41.0
3,180,8,548,64.2166,Single,601.3807999999999,11,77,7230.762200000001,41.0
4,180,8,2059,15.0606,Single,601.3807999999999,11,77,7230.762200000001,41.0
5,180,8,954,48.3168,Single,601.3807999999999,11,77,7230.762200000001,41.0
6,180,8,2132,16.247,Single,601.3807999999999,11,77,7230.762200000001,41.0
7,180,8,2126,16.9004,Single,601.3807999999999,11,77,7230.762200000001,41.0
0,181,6,703,125.3952,Single,603.0350000000001,15,75,7231.0592,42.0
1,181,6,630,223.3154,Single,603.0350000000001,15,75,7231.0592,42.0
2,181,6,537,77.4396,Single,603.0350000000001,15,75,7231.0592,42.0
3,181,6,150,84.3418,Single,603.0350000000001,15,75,7231.0592,42.0
4,181,6,1025,35.4274,Single,603.0350000000001,15,75,7231.0592,42.0
5,181,6,988,57.1156,Single,603.0350000000001,15,75,7231.0592,42.0
0,182,7,943,88.5662,Single,603.0868,9,77,7234.254199999999,41.0
1,182,7,161,125.8588,Single,603.0868,9,77,7234.254199999999,41.0
2,182,7,184,224.53160000000003,Single,603.0868,9,77,7234.254199999999,41.0
3,182,7,832,62.290400000000005,Single,603.0868,9,77,7234.254199999999,41.0
4,182,7,2054,15.1174,Single,603.0868,9,77,7234.254199999999,41.0
5,182,7,1016,42.6956,Single,603.0868,9,77,7234.254199999999,41.0
6,182,7,897,44.0268,Single,603.0868,9,77,7234.254199999999,41.0
0,183,6,226,88.7096,Single,602.944,4,83,7234.2896,42.0
1,183,6,691,125.3812,Single,602.944,4,83,7234.2896,42.0
2,183,6,440,225.5184,Single,602.944,4,83,7234.2896,42.0
3,183,6,309,86.86379999999998,Single,602.944,4,83,7234.2896,42.0
4,183,6,1036,61.1786,Single,602.944,4,83,7234.2896,42.0
5,183,6,2104,15.2924,Single,602.944,4,83,7234.2896,42.0
0,184,8,238,90.4092,Single,601.9051999999999,14,77,7227.605800000001,41.0
1,184,8,827,122.091,Single,601.9051999999999,14,77,7227.605800000001,41.0
2,184,8,379,229.8232,Single,601.9051999999999,14,77,7227.605800000001,41.0
3,184,8,670,77.549,Single,601.9051999999999,14,77,7227.605800000001,41.0
4,184,8,2021,10.0552,Single,601.9051999999999,14,77,7227.605800000001,41.0
5,184,8,2125,16.8556,Single,601.9051999999999,14,77,7227.605800000001,41.0
6,184,8,2079,19.108,Single,601.9051999999999,14,77,7227.605800000001,41.0
7,184,8,1043,36.014,Single,601.9051999999999,14,77,7227.605800000001,41.0
0,185,6,926,88.698,Single,602.6742,5,71,7233.2302,40.0
1,185,6,146,122.0254,Single,602.6742,5,71,7233.2302,40.0
2,185,6,365,230.02480000000003,Single,602.6742,5,71,7233.2302,40.0
3,185,6,780,64.4028,Single,602.6742,5,71,7233.2302,40.0
4,185,6,1039,45.5764,Single,602.6742,5,71,7233.2302,40.0
5,185,6,712,51.9468,Single,602.6742,5,71,7233.2302,40.0
0,186,7,179,124.469,Single,603.1185999999999,10,79,7232.0732,42.0
1,186,7,32,227.8046,Single,603.1185999999999,10,79,7232.0732,42.0
2,186,7,697,71.4818,Single,603.1185999999999,10,79,7232.0732,42.0
3,186,7,543,76.744,Single,603.1185999999999,10,79,7232.0732,42.0
4,186,7,741,34.7092,Single,603.1185999999999,10,79,7232.0732,42.0
5,186,7,2062,14.0254,Single,603.1185999999999,10,79,7232.0732,42.0
6,186,7,1008,53.884600000000006,Single,603.1185999999999,10,79,7232.0732,42.0
0,187,5,473,89.8988,Single,602.1152000000001,10,79,7232.0732,42.0
1,187,5,164,124.4752,Single,602.1152000000001,10,79,7232.0732,42.0
2,187,5,46,227.8266,Single,602.1152000000001,10,79,7232.0732,42.0
3,187,5,525,85.8826,Single,602.1152000000001,10,79,7232.0732,42.0
4,187,5,671,74.032,Single,602.1152000000001,10,79,7232.0732,42.0
0,188,6,921,88.8456,Single,602.9752,12,83,7231.988199999999,42.0
1,188,6,65,124.0204,Single,602.9752,12,83,7231.988199999999,42.0
2,188,6,479,228.2302,Single,602.9752,12,83,7231.988199999999,42.0
3,188,6,503,59.63,Single,602.9752,12,83,7231.988199999999,42.0
4,188,6,969,56.6538,Single,602.9752,12,83,7231.988199999999,42.0
5,188,6,1035,45.5952,Single,602.9752,12,83,7231.988199999999,42.0
0,189,6,286,79.996,Single,601.4319999999999,9,77,7234.254199999999,41.0
